,conjunctToSent,conjunctTypesToSent,conjunctToWords,conjunctNum,conjunctTypesToTotal,conjunctNeighborSent,synonymToNouns,synonymToVerbs,averageSynClassNOUN,averageSynClassVERB,TTR,CorrectedTTR,RootTTR,BilogTTR,MTLD,POS_numNouns,POS_numProperNouns,POS_numPronouns,POS_numConjunct,POS_numAdjectives,POS_numVerbs,POS_numAdverbs,POS_numModals,POS_numPrepositions,POS_numInterjections,POS_numPerPronouns,POS_numWhPronouns,POS_numLexicals,POS_numFunctionWords,POS_numDeterminers,POS_numVerbsVB,POS_numVerbsVBG,POS_numVerbsVBN,POS_numVerbsVBP,POS_numVerbsVBZ,POS_advVar,POS_adjVar,POS_modVar,POS_nounVar,POS_verbVar1,POS_verbVar2,POS_squaredVerbVar1,POS_correctedVV1,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
BRE07,0.2894736842105263,0.1052631578947368,0.0289473684210526,11,0.3636363636363636,0.0,0.9523809523809524,1.0,1.05,1.0,0.0289473684210526,0.3990119375605064,0.5642880936468347,0.4036744347564394,51.42656500802568,0.2811501597444089,0.0223642172523961,0.0223642172523961,0.0319488817891373,0.0734824281150159,0.1565495207667731,0.0862619808306709,0,0.1853035143769968,0.0,0.0223642172523961,0,0.597444089456869,0.4888178913738019,0.1629392971246006,0.1118210862619808,0,0.0447284345047923,0,0,0.1443850267379679,0.1229946524064171,0.267379679144385,0.4705882352941176,1.0888888888888888,0.2620320855614973,53.355555555555554,5.1650535116083525,0.0,0.1842105263157894,0.2368421052631578,2.0789473684210527,0.0,2.4473684210526314,2.631578947368421,33.6578947368421,0.0864197530864197,0.1842105263157894,0.0184210526315789,0.1842105263157894,0.0184210526315789,0.0,0.0,0.0,0.0,0.0864197530864197
LYO01,0.5,0.1041666666666666,0.05,24,0.2083333333333333,0.0,0.945945945945946,0.8833333333333333,1.0571428571428572,1.1320754716981132,0.0270833333333333,0.4195731958391368,0.59336610396393,0.4154580858965045,64.69295410471881,0.2519083969465648,0.010178117048346,0.0356234096692111,0.0585241730279898,0.0636132315521628,0.1806615776081425,0.089058524173028,0,0.188295165394402,0.0,0.0356234096692111,0,0.5852417302798982,0.5038167938931297,0.1323155216284987,0.1653944020356234,0,0.015267175572519,0,0,0.1521739130434782,0.108695652173913,0.2608695652173913,0.4304347826086956,1.126984126984127,0.308695652173913,80.01587301587301,6.32518272526071,0.0,0.2708333333333333,0.2916666666666667,1.7708333333333333,0.0,4.375,5.083333333333333,32.729166666666664,0.1473684210526315,0.2916666666666667,0.0291666666666666,0.2916666666666667,0.0291666666666666,0.0,0.0,0.0,0.0,0.0421052631578947
LOR06,0.2,0.075,0.02,8,0.375,0.05,0.8955223880597015,0.8979591836734694,1.1166666666666667,1.1136363636363635,0.0325,0.4596194077712559,0.65,0.4281005649444444,61.90476190476191,0.3018292682926829,0.024390243902439,0.0304878048780487,0.0274390243902439,0.0701219512195122,0.173780487804878,0.048780487804878,0,0.1890243902439024,0.0,0.0304878048780487,0,0.5945121951219512,0.4542682926829268,0.1585365853658536,0.1371951219512195,0,0.0365853658536585,0,0,0.082051282051282,0.1179487179487179,0.2,0.5076923076923077,1.1875,0.2923076923076923,67.6875,5.817538139110049,0.0,0.15,0.15,1.325,0.0,3.05,3.525,27.075,0.1098901098901098,0.25,0.025,0.25,0.025,0.0,0.0,0.0,0.0,0.0879120879120879
BOD13,0.3043478260869565,0.0652173913043478,0.0305676855895196,14,0.2142857142857142,0.0,0.8192771084337349,0.9534883720930232,1.2205882352941178,1.048780487804878,0.0262008733624454,0.3964911602730538,0.5607231762191973,0.4055752742739952,40.60830527497194,0.3121693121693121,0.0317460317460317,0.0105820105820105,0.037037037037037,0.1058201058201058,0.119047619047619,0.0423280423280423,0,0.2328042328042328,0.0,0.0105820105820105,0,0.5793650793650794,0.4629629629629629,0.1402116402116402,0.0978835978835978,0,0.0211640211640211,0,0,0.0730593607305936,0.182648401826484,0.2557077625570776,0.5388127853881278,1.0975609756097562,0.2054794520547945,49.39024390243903,4.969418673368094,0.0,0.2608695652173913,0.2826086956521739,2.4130434782608696,0.0,2.4565217391304346,3.260869565217391,54.95652173913044,0.0377358490566037,0.0869565217391304,0.0087336244541484,0.0869565217391304,0.0087336244541484,0.0,0.0,0.0,0.0,0.1132075471698113
SEN02,0.4074074074074074,0.0555555555555555,0.0410447761194029,22,0.1363636363636363,0.0,0.8658536585365854,0.918032786885246,1.1549295774647887,1.0892857142857142,0.0205223880597014,0.3359659719798393,0.475127634069748,0.3815792615716172,67.0,0.25,0.0111607142857142,0.03125,0.0513392857142857,0.0803571428571428,0.1428571428571428,0.1227678571428571,0,0.1875,0.0022321428571428,0.03125,0,0.5959821428571429,0.5267857142857143,0.1316964285714285,0.125,0,0.0178571428571428,0,0,0.2059925093632958,0.1348314606741573,0.3408239700374532,0.4194756554307116,1.103448275862069,0.2397003745318352,70.62068965517241,5.94225082166566,0.0,0.1111111111111111,0.1481481481481481,1.5555555555555556,0.0,2.925925925925926,3.685185185185185,36.61111111111112,0.1308411214953271,0.2592592592592592,0.0261194029850746,0.2592592592592592,0.0261194029850746,0.0,0.0,0.0,0.0,0.0467289719626168
BOD10,0.3695652173913043,0.0652173913043478,0.037199124726477,17,0.1764705882352941,0.0434782608695652,0.9242424242424242,0.9583333333333334,1.0819672131147542,1.0434782608695652,0.0262582056892779,0.3969247209933735,0.5613363236699856,0.4057200170513962,47.76802670623145,0.2681704260651629,0.0275689223057644,0.0350877192982456,0.0426065162907268,0.0927318295739348,0.137844611528822,0.0802005012531328,0,0.1929824561403508,0.0025062656641604,0.0350877192982456,0,0.5789473684210527,0.5012531328320802,0.1478696741854636,0.1077694235588972,0,0.0300751879699248,0,0,0.1385281385281385,0.1601731601731601,0.2987012987012987,0.4632034632034632,1.1956521739130437,0.238095238095238,65.76086956521739,5.734146386569557,0.0,0.217391304347826,0.217391304347826,1.7173913043478262,0.0,2.217391304347826,2.9565217391304346,37.56521739130435,0.1458333333333333,0.3043478260869565,0.0306345733041575,0.3043478260869565,0.0306345733041575,0.0,0.0,0.0,0.0,0.1145833333333333
BOD06,0.4347826086956521,0.0869565217391304,0.0434782608695652,20,0.2,0.0,0.8172043010752689,0.9069767441860463,1.2236842105263157,1.1025641025641026,0.0239130434782608,0.3626592603676828,0.5128776445321725,0.391095529892994,60.86242067089756,0.2888888888888888,0.0098765432098765,0.0296296296296296,0.0543209876543209,0.0864197530864197,0.1086419753086419,0.0839506172839506,0,0.1950617283950617,0.0,0.0296296296296296,0,0.5679012345679012,0.5160493827160494,0.1530864197530864,0.0962962962962963,0,0.0123456790123456,0,0,0.1478260869565217,0.1521739130434782,0.3,0.508695652173913,1.0476190476190477,0.1913043478260869,46.095238095238095,4.800793585191832,0.0,0.0869565217391304,0.1304347826086956,2.0869565217391304,0.0,2.391304347826087,3.3043478260869565,41.0,0.1061946902654867,0.2608695652173913,0.0260869565217391,0.2608695652173913,0.0260869565217391,0.0,0.0,0.0,0.0,0.0353982300884955
BFC01,0.3720930232558139,0.0465116279069767,0.0372093023255813,32,0.125,0.0,0.9278350515463918,0.896551724137931,1.0777777777777775,1.1153846153846154,0.0162790697674418,0.3375699755192884,0.4773960376293314,0.3905703324506909,41.97619047619048,0.2131386861313868,0.0204379562043795,0.0554744525547445,0.0452554744525547,0.056934306569343,0.1985401459854014,0.1343065693430657,0,0.1897810218978102,0.0,0.0554744525547445,0,0.602919708029197,0.5313868613138686,0.1065693430656934,0.1532846715328467,0,0.0452554744525547,0,0,0.2227602905569007,0.0944309927360774,0.3171912832929782,0.3535108958837772,1.446808510638298,0.3292978208232445,196.7659574468085,9.91881942185683,0.0,0.3372093023255814,0.4186046511627907,1.4534883720930232,0.0,7.63953488372093,9.581395348837209,49.93023255813954,0.2878787878787879,0.4418604651162791,0.0441860465116279,0.4418604651162791,0.0441860465116279,0.0,0.0,0.0,0.0,0.106060606060606
LRE03,0.4736842105263157,0.0789473684210526,0.0473684210526315,18,0.1666666666666666,0.0263157894736842,0.9090909090909092,0.9,1.1,1.1111111111111112,0.031578947368421,0.435285750066007,0.6155870112510925,0.4183223924141889,59.29896772507514,0.2685185185185185,0.0277777777777777,0.015432098765432,0.0555555555555555,0.0833333333333333,0.1265432098765432,0.1141975308641975,0,0.228395061728395,0.0,0.015432098765432,0,0.5925925925925926,0.5216049382716049,0.1080246913580246,0.1018518518518518,0,0.0246913580246913,0,0,0.1927083333333333,0.140625,0.3333333333333333,0.453125,1.2058823529411764,0.2135416666666666,49.44117647058823,4.971980313244826,0.0,0.0526315789473684,0.0526315789473684,2.0,0.0,2.0,2.1578947368421053,41.0,0.0641025641025641,0.131578947368421,0.0131578947368421,0.131578947368421,0.0131578947368421,0.0,0.0,0.0,0.0,0.1153846153846153
GRE14,0.320754716981132,0.0377358490566037,0.0320754716981132,17,0.1176470588235294,0.0,0.9534883720930232,0.859375,1.048780487804878,1.1636363636363636,0.0226415094339622,0.3685770701003707,0.5212466913156832,0.3961350823864127,46.17424242424242,0.2645739910313901,0.0112107623318385,0.0224215246636771,0.0448430493273542,0.0582959641255605,0.1614349775784753,0.0762331838565022,0,0.1838565022421524,0.0,0.0224215246636771,0,0.5605381165919282,0.515695067264574,0.1883408071748878,0.1210762331838565,0,0.0403587443946188,0,0,0.136,0.104,0.24,0.472,1.1076923076923078,0.288,79.75384615384615,6.314817739010611,0.0,0.2641509433962264,0.3018867924528302,1.830188679245283,0.0,4.566037735849057,5.622641509433962,47.43396226415094,0.0884955752212389,0.1886792452830188,0.0188679245283018,0.1886792452830188,0.0188679245283018,0.0,0.0,0.0,0.0,0.0442477876106194
NOR10,0.225,0.05,0.0227272727272727,9,0.2222222222222222,0.025,0.8679245283018868,0.8076923076923077,1.1521739130434785,1.238095238095238,0.0328282828282828,0.4619348854371559,0.6532745799184878,0.4288198855440226,50.285714285714285,0.264026402640264,0.0198019801980198,0.0198019801980198,0.0297029702970297,0.0462046204620462,0.2376237623762376,0.0726072607260726,0,0.198019801980198,0.0,0.0198019801980198,0,0.6204620462046204,0.4521452145214521,0.132013201320132,0.2046204620462046,0,0.033003300330033,0,0,0.1170212765957446,0.0744680851063829,0.1914893617021276,0.425531914893617,1.1612903225806452,0.3829787234042553,83.61290322580645,6.465790872963897,0.0,0.475,0.5,1.425,0.0,5.725,6.3,27.0,0.081081081081081,0.15,0.0151515151515151,0.15,0.0151515151515151,0.0,0.0,0.0,0.0,0.081081081081081
BFC03,0.4561403508771929,0.0350877192982456,0.0455341506129597,26,0.0769230769230769,0.0350877192982456,0.8481012658227848,0.847457627118644,1.1791044776119404,1.18,0.0227670753064798,0.3846894715119184,0.5440330679142934,0.4040951756289955,39.42619047619048,0.2681451612903225,0.0141129032258064,0.0221774193548387,0.0544354838709677,0.0806451612903225,0.1290322580645161,0.0927419354838709,0,0.2056451612903226,0.0,0.0221774193548387,0,0.5705645161290323,0.5221774193548387,0.1471774193548387,0.1068548387096774,0,0.0221774193548387,0,0,0.1625441696113074,0.1413427561837456,0.303886925795053,0.469964664310954,1.1636363636363636,0.2261484098939929,74.47272727272727,6.102160571171791,0.0,0.2982456140350877,0.2982456140350877,2.12280701754386,0.0,6.035087719298246,6.245614035087719,51.91228070175438,0.0873015873015873,0.1929824561403508,0.0192644483362521,0.1929824561403508,0.0192644483362521,0.0,0.0,0.0,0.0,0.0555555555555555
LYO13,0.2096774193548387,0.0483870967741935,0.0209677419354838,13,0.2307692307692307,0.0,0.8656716417910447,0.918918918918919,1.1551724137931034,1.088235294117647,0.0209677419354838,0.3691751922605921,0.5220925637866243,0.3989208807977056,51.10197972266938,0.2233400402414486,0.0080482897384305,0.0462776659959758,0.0261569416498993,0.0704225352112676,0.1830985915492957,0.1529175050301811,0,0.1971830985915492,0.0,0.0462776659959758,0,0.6297786720321932,0.5231388329979879,0.1006036217303823,0.1649899396378269,0,0.0181086519114688,0,0,0.242811501597444,0.1118210862619808,0.3546325878594249,0.3546325878594249,1.3,0.2907348242811501,118.3,7.6909037180295,0.0,0.3225806451612903,0.3548387096774194,1.596774193548387,0.0,6.048387096774194,8.612903225806452,40.354838709677416,0.2149532710280373,0.3709677419354839,0.0370967741935483,0.3709677419354839,0.0370967741935483,0.0,0.0,0.0,0.0,0.0373831775700934
NOR06,0.4897959183673469,0.0612244897959183,0.0489795918367346,24,0.125,0.0408163265306122,0.9577464788732394,0.9056603773584906,1.0441176470588236,1.1041666666666667,0.0265306122448979,0.4152697672499609,0.5872801368884133,0.4140751525795956,54.91379310344828,0.2610837438423645,0.0320197044334975,0.0344827586206896,0.0665024630541872,0.0566502463054187,0.1871921182266009,0.0911330049261083,0,0.1896551724137931,0.0,0.0344827586206896,0,0.5960591133004927,0.4950738916256157,0.1133004926108374,0.1625615763546798,0,0.0246305418719211,0,0,0.152892561983471,0.0950413223140495,0.2479338842975206,0.4380165289256198,1.2459016393442623,0.3140495867768595,94.68852459016394,6.880716699231408,0.0,0.2653061224489796,0.2653061224489796,1.510204081632653,0.0,3.979591836734694,4.36734693877551,34.04081632653061,0.1505376344086021,0.2857142857142857,0.0285714285714285,0.2857142857142857,0.0285714285714285,0.0,0.0,0.0,0.0,0.1397849462365591
OCM14,0.3846153846153846,0.0769230769230769,0.0384615384615384,20,0.2,0.0192307692307692,0.8591549295774648,0.8301886792452831,1.1639344262295082,1.2045454545454546,0.023076923076923,0.3721042037676254,0.5262348115842176,0.3973416485575337,43.36232412926246,0.2441860465116279,0.013953488372093,0.0348837209302325,0.041860465116279,0.0697674418604651,0.1674418604651162,0.1581395348837209,0,0.1906976744186046,0.0,0.0348837209302325,0,0.6395348837209303,0.5186046511627908,0.0930232558139534,0.1534883720930232,0,0.013953488372093,0,0,0.2472727272727272,0.109090909090909,0.3563636363636364,0.3818181818181818,1.2857142857142858,0.2618181818181818,92.57142857142856,6.80336051416609,0.0,0.3076923076923077,0.3653846153846153,1.9807692307692308,0.0,4.673076923076923,5.807692307692308,43.15384615384615,0.1515151515151515,0.2884615384615384,0.0288461538461538,0.2884615384615384,0.0288461538461538,0.0,0.0,0.0,0.0,0.0606060606060606
BOD09,0.4615384615384615,0.0961538461538461,0.0461538461538461,24,0.2083333333333333,0.0961538461538461,0.8533333333333334,0.7358490566037735,1.171875,1.358974358974359,0.025,0.4031128874149275,0.570087712549569,0.4101406409964348,62.81703385276733,0.2331838565022421,0.0156950672645739,0.0246636771300448,0.0493273542600896,0.100896860986547,0.1659192825112107,0.1031390134529148,0,0.1860986547085202,0.0044843049327354,0.0246636771300448,0,0.6031390134529148,0.5,0.132286995515695,0.1502242152466367,0,0.0156950672645739,0,0,0.1710037174721189,0.1672862453531598,0.3382899628252788,0.3866171003717472,1.2333333333333334,0.275092936802974,91.26666666666668,6.7552448758970485,0.0,0.1923076923076923,0.2307692307692307,1.5,0.0,2.9423076923076925,3.6538461538461537,38.07692307692308,0.1134020618556701,0.2115384615384615,0.0211538461538461,0.2115384615384615,0.0211538461538461,0.0,0.0,0.0,0.0,0.0721649484536082
BOD14,0.5882352941176471,0.0784313725490196,0.0590551181102362,30,0.1333333333333333,0.0,0.9545454545454546,0.9285714285714286,1.0476190476190477,1.0769230769230769,0.0236220472440944,0.3764734830828951,0.5324139056496683,0.3988305993197004,42.94450710579743,0.2591687041564792,0.0195599022004889,0.0440097799511002,0.0757946210268948,0.0537897310513447,0.1735941320293398,0.0904645476772616,0,0.1809290953545232,0.0,0.0440097799511002,0,0.5770171149144254,0.5134474327628362,0.1222493887530562,0.1491442542787286,0,0.0244498777506112,0,0,0.1567796610169491,0.0932203389830508,0.25,0.4491525423728814,1.1451612903225807,0.3008474576271186,81.30645161290323,6.375988221950509,0.0,0.2745098039215686,0.2941176470588235,1.862745098039216,0.0,4.568627450980392,5.254901960784314,37.92156862745098,0.1836734693877551,0.3529411764705882,0.0354330708661417,0.3529411764705882,0.0354330708661417,0.0,0.0,0.0,0.0,0.0816326530612244
OCM11,0.2682926829268293,0.073170731707317,0.027027027027027,11,0.2727272727272727,0.024390243902439,0.9682539682539684,1.0,1.0327868852459017,1.0,0.0294840294840294,0.4205997823396689,0.5948179165159316,0.4135436687910556,37.81525423728813,0.244047619047619,0.0208333333333333,0.0744047619047619,0.0416666666666666,0.0357142857142857,0.175595238095238,0.0982142857142857,0,0.1666666666666666,0.0,0.0744047619047619,0,0.5535714285714286,0.5446428571428571,0.1636904761904762,0.1101190476190476,0,0.0654761904761904,0,0,0.1774193548387097,0.064516129032258,0.2419354838709677,0.4408602150537634,1.3409090909090908,0.3172043010752688,79.11363636363636,6.289421132490507,0.0,0.4878048780487805,0.5121951219512195,2.048780487804878,0.0,6.390243902439025,7.560975609756097,38.51219512195122,0.3333333333333333,0.6097560975609756,0.0614250614250614,0.6097560975609756,0.0614250614250614,0.0,0.0,0.0,0.0,0.0933333333333333
CFE05,0.2857142857142857,0.1020408163265306,0.0286298568507157,14,0.3571428571428571,0.0204081632653061,0.9390243902439024,0.8409090909090909,1.0649350649350648,1.1891891891891893,0.0245398773006134,0.3837176876346476,0.5426587579753614,0.4012857215661363,46.67727272727272,0.2176039119804401,0.0146699266503667,0.0220048899755501,0.0366748166259168,0.0709046454767726,0.1564792176039119,0.1222493887530562,0,0.2102689486552567,0.0048899755501222,0.0220048899755501,0,0.5672371638141809,0.5550122249388753,0.1589242053789731,0.1344743276283618,0,0.0220048899755501,0,0,0.2155172413793103,0.125,0.3405172413793103,0.3836206896551724,1.1228070175438596,0.2758620689655172,71.85964912280701,5.9941491941228415,0.0,0.2040816326530612,0.2448979591836734,2.5510204081632653,0.0,2.693877551020408,4.530612244897959,49.55102040816327,0.108433734939759,0.1836734693877551,0.0184049079754601,0.1836734693877551,0.0184049079754601,0.0,0.0,0.0,0.0,0.072289156626506
NOR07,0.5952380952380952,0.0714285714285714,0.0598086124401913,25,0.12,0.0,0.918918918918919,0.7906976744186046,1.088235294117647,1.2647058823529411,0.0311004784688995,0.4496144015129485,0.635850784457874,0.4249784190601958,51.47117794486216,0.2361111111111111,0.0055555555555555,0.0083333333333333,0.0722222222222222,0.1166666666666666,0.1638888888888889,0.0861111111111111,0,0.1694444444444444,0.0055555555555555,0.0083333333333333,0,0.6027777777777777,0.4833333333333333,0.1416666666666666,0.1333333333333333,0,0.0305555555555555,0,0,0.1428571428571428,0.1935483870967742,0.336405529953917,0.391705069124424,1.156862745098039,0.271889400921659,68.25490196078431,5.841870503562379,0.0,0.0476190476190476,0.0714285714285714,2.1666666666666665,0.0,1.6666666666666667,2.571428571428572,39.11904761904762,0.036144578313253,0.0714285714285714,0.0071770334928229,0.0714285714285714,0.0071770334928229,0.0,0.0,0.0,0.0,0.0240963855421686
BRE04,0.48,0.08,0.0484848484848484,24,0.1666666666666666,0.0,0.9605263157894736,0.9069767441860463,1.0410958904109588,1.1025641025641026,0.0262626262626262,0.4131671220064233,0.5843065474681431,0.4133976111779555,48.29854368932039,0.2729411764705882,0.0235294117647058,0.028235294117647,0.0588235294117647,0.0941176470588235,0.12,0.0894117647058823,0,0.1952941176470588,0.0023529411764705,0.028235294117647,0,0.5764705882352941,0.5129411764705882,0.1388235294117647,0.1011764705882353,0,0.0188235294117647,0,0,0.1551020408163265,0.1632653061224489,0.3183673469387755,0.473469387755102,1.1590909090909092,0.2081632653061224,59.11363636363637,5.436618267068066,0.0,0.1,0.14,1.66,0.0,2.16,3.68,47.28,0.1132075471698113,0.24,0.0242424242424242,0.24,0.0242424242424242,0.0,0.0,0.0,0.0,0.0943396226415094
