,emb_axis_0,emb_axis_1,emb_axis_2,emb_axis_3,emb_axis_4,emb_axis_5,emb_axis_6,emb_axis_7,emb_axis_8,emb_axis_9,emb_axis_10,emb_axis_11,emb_axis_12,emb_axis_13,emb_axis_14,emb_axis_15,emb_axis_16,emb_axis_17,emb_axis_18,emb_axis_19,emb_axis_20,emb_axis_21,emb_axis_22,emb_axis_23,emb_axis_24,emb_axis_25,emb_axis_26,emb_axis_27,emb_axis_28,emb_axis_29,emb_axis_30,emb_axis_31,emb_axis_32,emb_axis_33,emb_axis_34,emb_axis_35,emb_axis_36,emb_axis_37,emb_axis_38,emb_axis_39,emb_axis_40,emb_axis_41,emb_axis_42,emb_axis_43,emb_axis_44,emb_axis_45,emb_axis_46,emb_axis_47,emb_axis_48,emb_axis_49,emb_axis_50,emb_axis_51,emb_axis_52,emb_axis_53,emb_axis_54,emb_axis_55,emb_axis_56,emb_axis_57,emb_axis_58,emb_axis_59,emb_axis_60,emb_axis_61,emb_axis_62,emb_axis_63,emb_axis_64,emb_axis_65,emb_axis_66,emb_axis_67,emb_axis_68,emb_axis_69,emb_axis_70,emb_axis_71,emb_axis_72,emb_axis_73,emb_axis_74,emb_axis_75,emb_axis_76,emb_axis_77,emb_axis_78,emb_axis_79,emb_axis_80,emb_axis_81,emb_axis_82,emb_axis_83,emb_axis_84,emb_axis_85,emb_axis_86,emb_axis_87,emb_axis_88,emb_axis_89,emb_axis_90,emb_axis_91,emb_axis_92,emb_axis_93,emb_axis_94,emb_axis_95,emb_axis_96,emb_axis_97,emb_axis_98,emb_axis_99
SEN02,1.298845,1.2817255,-0.86621773,-0.3794661,1.2334915,1.0767345,0.8026988,-1.7953233,0.89470136,-0.056462094,0.50720584,-0.5695257,0.9534845,0.14978206,0.57135475,0.010087738,0.07984352,-2.3302877,1.6271847,-0.44121635,0.42679277,-0.22166604,-1.0231692,-1.2159672,0.531933,-1.4373642,1.2042484,-0.14278784,-0.26901853,-0.4984809,0.7462053,0.30700272,0.2947529,0.27147034,-0.38989902,1.3684312,1.8075273,1.6915885,1.1720303,-0.00354483,-1.3276368,-0.67250425,-1.8649424,-1.5714656,-0.30393633,0.5678563,-1.2932477,-0.72122705,-0.8263798,0.6327406,0.4242872,-0.17693958,-0.6664809,0.4127249,0.8989282,-3.0384371,-0.11356083,1.2771605,0.7413704,-0.9545854,0.54283774,-0.99317384,0.28946784,1.0079969,0.1995672,0.20894814,-0.16579048,1.021964,0.19001876,1.9381394,-0.78817576,-1.3536457,-0.21393856,-0.25577945,-0.68071145,-0.85915345,1.1876247,0.994945,-0.35836357,-0.9716238,0.31591853,1.5061635,0.19937785,1.2873001,-0.25455812,-0.13533184,0.4149416,0.4731518,0.3615989,0.502008,0.8504776,1.0165126,-1.3736293,-0.50853866,0.072081804,0.9478491,-0.20879841,-1.1537055,0.98771346,0.54310274
HES03,0.009118667,-0.15647203,0.84888476,0.07773855,1.2812655,0.15377754,-0.61063874,-1.1845139,0.32881862,-0.72710514,0.2553783,1.6686583,0.62215847,1.141694,1.5294864,-1.0302422,-0.4578358,-0.36233178,1.2873927,-0.16051291,1.0472217,0.39759567,-0.3469907,-0.17240044,0.6442696,-0.8681497,1.2253621,-0.30174333,-1.0564315,0.20697215,1.0735486,-0.32030758,-0.27455777,-0.16906449,0.18188718,-0.1705618,1.8130838,0.65733504,0.48506433,-1.1201254,1.2891796,-0.7597606,-4.3935895,-0.41219822,-0.9028106,-0.10987934,0.22096232,-0.18565169,-1.1949484,-0.8842571,-0.9131211,-0.7381662,2.5992467,0.66390014,-0.46410593,-2.3112996,-3.0192883,0.5885042,-0.40622735,-1.2959465,-0.26082858,-1.0952946,0.008733224,1.5004524,0.84496593,-0.7156077,0.3653422,0.8157958,-0.5383413,1.2009214,0.04411201,-1.5879992,0.0069504576,-0.7001023,-1.1761994,0.88702637,0.40132582,-0.33577067,0.1037933,0.662138,1.2401474,2.4100196,1.136912,0.8596386,0.031371266,0.991285,0.36503473,0.13461024,0.86767143,0.32705966,1.6371322,0.002494418,-0.32401347,-1.2998368,0.42913353,0.08739967,0.43393824,-1.0051162,-0.12641546,-0.98872876
OCM11,1.1958778,0.33669394,1.3609889,0.3618012,1.3845123,-0.043147277,0.88790697,-1.9307511,-0.4890876,0.027530583,-0.96877414,0.6517948,-0.26476747,0.8793775,0.77317256,-2.4203727,0.773368,0.3172402,0.50289774,-2.1687784,0.917506,-0.15117201,-1.8134577,-0.3585685,1.6641752,0.12285669,1.8196902,0.6800957,-2.3061697,-0.6910018,1.4973238,0.5924685,-0.24187928,0.074608386,-0.79322803,0.15860674,0.87906945,0.9496758,-0.8189223,-2.2239616,-0.05730893,0.061363325,-2.998642,-0.64300734,-0.849283,1.0674651,-2.1936746,-0.88580096,-1.984868,0.80258024,-1.6706485,-1.2256646,1.0681411,1.382279,-0.27415466,-2.5371912,-2.2920425,0.4113095,-0.068198904,-1.2775857,1.0496843,-0.73453045,-0.3191566,0.26313198,1.2374433,-1.3373529,0.68281305,1.2690998,1.300304,0.24733926,-0.33345878,-1.7371782,-0.2700527,-0.7757827,-0.2844961,0.11086362,0.46314305,1.0116161,0.14836392,-0.13434134,1.3754381,1.2687496,0.52994126,1.2213235,0.630367,0.61916876,-0.4710943,-0.0020104623,-0.3488297,-1.0061227,1.1273731,1.261322,-1.4872429,-1.2678322,-0.058025774,0.52181774,0.54158044,-0.35069644,-0.17111541,0.9907402
NOR12,0.9146884,0.3263664,0.2801287,-0.33248633,1.4540881,-0.02487016,0.8985973,-1.9411985,-0.7286836,0.13904239,-0.6968906,-0.0527226,1.8228235,0.10375152,0.68241745,0.2442377,0.63301075,0.3017351,1.3535925,-0.8573287,0.6914011,0.06388531,-0.9883789,0.55313265,1.4361836,-1.6159928,1.5664183,0.33520338,-1.9173113,-0.050041277,-0.39433396,1.1232669,-0.1801045,-0.7884044,0.40702724,0.6573601,0.41081277,1.4174842,0.7669365,-0.12109446,0.92481726,-0.1828782,-3.6767066,-0.2987428,-0.5422615,1.3269194,-2.3133583,-1.0143667,-1.723719,2.0849128,0.046109773,-1.6569558,1.6587822,0.58158165,-0.019539433,-2.5054219,-1.2884499,0.7640942,2.0259802,-0.85072607,-0.6270348,-0.39020514,0.93235666,1.1487261,1.7926294,0.7217487,-0.8587979,0.69737804,-0.03978047,1.3560009,0.30792716,-0.8962119,0.055121813,-0.050884653,-0.6926004,0.6459551,-1.4393024,1.8994955,1.2665353,-0.61314446,1.1265663,0.20288765,1.4306165,0.6207115,-0.12695773,0.55904305,1.4640409,-0.39011118,1.1283274,-0.8288287,2.0864677,-0.05437802,-0.88475704,-0.1430553,0.0629543,1.552219,0.622612,-0.039874822,-1.0510924,-0.554429
BOD01,0.7169663,-0.14349057,0.1095628,0.5894101,1.7669886,-0.42964754,-0.61281705,-1.3534341,-0.043670926,-1.0920058,-0.2533232,0.28596318,0.7244531,0.9972714,-0.3754722,-0.086001575,0.6566019,-0.3925064,1.143931,0.2703418,0.34974682,0.47699338,-1.0957354,-0.43649986,1.8099282,-0.3159197,0.5387642,0.080315016,-1.2130655,-1.0283248,0.5106538,0.7283177,0.21995008,-0.21021394,-0.64262295,-0.122336045,1.2051013,1.0343013,-0.50612944,-0.3230553,-0.39815238,-0.009163737,-3.1375892,-0.46723828,-1.0339832,1.0782155,-1.3792803,-0.14745218,-0.3233644,-1.6451483,0.13606934,0.12694378,1.5172312,0.51817703,0.6452838,-1.8259817,-1.4713436,1.550894,-0.37973547,-1.1181514,-0.5402086,-1.1939027,0.4789353,0.17741506,0.65217805,-0.56182027,0.62012535,0.9839922,-0.6045444,1.7874658,-1.0188799,-2.6633348,-0.5293225,-0.8638,-1.3620635,-0.07495798,-1.1817569,1.71239,-0.07872572,-0.3376239,0.71253633,1.447502,0.29844058,-0.23147796,1.0122094,0.27353552,0.7734262,0.63719124,-0.4720644,-1.2874928,2.063216,-0.39608926,-0.15525867,-1.1017433,0.72399086,1.7566322,-0.2156842,-1.577144,-0.63964087,0.2035778
SEN01,-0.4327382,0.49543637,0.16502449,0.04018105,1.1066455,0.15707476,1.155358,-0.32723102,0.3763444,0.14584465,0.8594175,0.46647963,1.2486391,-0.27888727,0.7673981,0.72255766,0.4445057,-0.6728044,1.5294691,-0.65340817,0.2699883,0.17358665,-0.8572945,-0.051643714,0.3371738,-1.9480875,0.32230327,-0.35836238,0.06386316,-0.6045758,-0.19563612,0.8648307,0.06259238,-0.30963612,1.5832335,1.1188459,0.57258266,-0.13881825,-0.058040425,0.0623626,0.52512294,-0.18714274,-1.584488,-1.3132042,-0.30225548,0.010985346,-0.49830842,-0.5377073,-0.95216644,-0.3642291,-0.70594764,0.041082717,-0.1308339,0.8592388,-0.16373861,-1.7673614,-1.5907599,1.1519678,0.77063537,-1.4900256,-0.79899377,-0.7082275,0.7482205,0.49004394,-0.060935766,-0.04059412,-0.4576646,0.38621765,0.5870562,0.8573862,-0.8417047,-2.3135934,-0.5179951,0.16147286,-1.4867363,0.02899353,-0.46402273,0.5050974,1.3289828,0.013691666,0.42903757,0.6132635,0.2392595,0.88475406,-0.059717603,0.14196755,0.5740895,0.33981702,0.5181251,0.24571396,1.1533091,0.43062118,-0.77490157,-0.08620202,-0.36503994,0.86030746,1.500528,-0.538676,0.64371866,0.9003339
BOD03,0.97196376,0.104278125,1.736834,-0.41685247,0.5682555,1.0781616,1.3566835,-2.0956597,0.6252633,-1.0302953,0.5017098,0.17421713,1.2373,0.2492211,-0.21133362,0.3928991,0.18350817,-0.15431924,-0.13915692,-0.52553874,-0.08593665,-0.5960724,-1.0693932,-0.008697465,1.3318042,-0.92681724,1.0139922,-0.11544179,-0.590726,-0.89451015,0.52599657,0.61378425,-0.112688124,-1.0904989,0.7665491,2.1338823,1.0866941,0.8868459,-0.50269413,0.1426535,0.88109744,1.0800576,-2.4093454,-1.0357844,-1.4193479,-0.037291516,-2.262166,-0.40605265,-1.9910041,0.21510246,-1.3159289,-0.26409242,0.38653407,2.162605,0.5654862,-2.036153,-1.6137503,0.97071624,-0.87968063,-2.3222167,-0.23570341,-0.56948936,1.9599826,0.8942531,1.0059278,0.45019418,-1.4674501,1.9759239,1.4115752,1.1721666,-1.3489673,-1.5960655,1.1803966,0.88550586,-1.0316132,-0.8707183,-0.38759905,0.97871244,0.41065794,-0.3323194,-0.04680389,0.4772386,0.7545966,0.3281508,0.40532368,1.2568687,1.8642912,-0.8340333,1.1590819,-0.14547409,1.530628,-0.54479045,-1.5327073,0.3767835,0.17464374,1.5650738,0.830644,-1.0514383,-1.3601912,0.33296403
LYO03,0.056996655,1.1161885,-0.4535086,0.67101234,2.3073444,0.40142167,-0.2824334,-2.4415653,-0.52620363,-0.16627893,-0.09943285,1.302084,2.1296728,0.55895495,0.6588241,0.7622102,0.14047357,-0.5361514,1.2776071,-0.4019971,0.8485092,-0.12828924,-0.96972257,0.31905812,1.5822866,-0.23228663,1.4829634,1.0274984,-2.079364,-0.74859214,0.58131844,-0.6550006,0.28325194,-0.67348963,1.0048143,0.83640057,1.4751887,1.0553043,0.49048102,-0.70535296,0.12661688,-1.02096,-3.0627987,-1.3862514,-1.1509386,0.22734942,-0.2664986,-1.7029347,-0.8720899,-0.42890257,-0.76554763,-0.54806745,2.0702658,1.362091,0.13624403,-1.986181,-3.1556563,0.6459697,0.56111604,-1.3187691,0.367155,-0.75304955,-0.03766762,0.8449454,1.0362812,-0.29098743,-0.9967756,0.0014385652,-0.048243877,0.4656831,0.21921778,-2.0157187,0.022939991,-0.7597253,-0.3371798,-0.50697285,-0.2295509,1.0103235,-0.2628983,0.021616563,1.0677245,0.5229624,0.8872252,-0.35767508,0.429943,0.8023061,0.14266025,-0.24661393,0.8479429,-0.9012576,1.9652296,0.50806785,-1.4060758,0.22991796,-0.24817947,0.023277588,0.94208235,-0.54365957,0.05493247,-0.25115788
POF04,-0.55291396,-0.069290236,0.2156641,0.38269407,1.7321489,1.6461535,0.7758736,-0.53958035,-0.42855206,-0.77802366,-0.5002467,0.59786475,0.77512574,-0.10130761,0.9382582,-0.67636824,0.27360654,-0.48941824,1.7956578,-0.21084823,0.60790336,0.55082625,0.039047092,-0.03587185,2.1867752,-1.3174971,1.5339996,-0.015348016,0.120541915,-0.60725695,0.49442872,1.471768,-0.248978,-0.7870374,0.019509377,0.37403896,0.5501835,1.3097403,-0.27779588,-1.3007714,-0.13905263,-0.06876962,-3.594942,-0.741815,-0.5457516,0.8349667,-0.8511507,-0.25106144,-0.5597684,0.536759,-0.45186263,-0.51554936,1.3365027,1.0904598,-0.13242744,-2.5768454,-1.5353013,1.022103,1.6266816,-0.84152526,-0.26325718,-0.10313362,0.78908885,0.5522325,0.95131034,0.5463022,0.34034392,0.24508022,-1.1889247,0.6517549,-0.3139046,-2.292488,0.6800612,-0.40564638,-1.1293412,-0.25687194,1.3114669,1.1834834,0.70691806,0.37816015,0.1549328,1.5144665,0.33520868,0.519029,0.07634658,0.39405015,0.7548794,0.06405105,0.4238113,-0.3725937,1.6435757,-0.42075023,0.32503107,-1.5339723,0.4925048,0.42544848,1.0112488,0.318722,0.753362,0.66929835
BFC05,0.9723222,0.14509831,0.034697052,0.12749603,0.7379601,1.6914726,1.6175786,-1.2926646,0.056583107,-0.79952824,-0.52531594,0.20916063,0.7133023,-0.32576692,0.0831975,-0.26308444,-0.33734915,-0.53947014,0.7581983,-1.0659184,-0.43539172,1.0356389,-0.34491977,-0.46699932,1.659734,-1.4954396,1.3262001,0.64172536,-0.6642152,0.114931196,0.0062995707,0.767114,0.5447361,-0.214697,-0.5127279,0.5631988,-0.008238851,0.39732626,0.44419393,0.4080675,0.8700496,1.1753262,-2.0906906,-0.39504838,-0.56003,0.089801885,-0.9424135,-0.24194257,-0.52044594,0.5591326,-0.7356902,-0.4295615,0.9818512,0.52200186,0.54209924,-1.520099,-1.2505801,-0.3023751,-0.4388861,-1.3467396,-0.30228418,0.23690946,1.0379194,1.1477146,0.38139078,0.11217076,-0.14741068,1.5066441,0.4474089,1.4803196,-0.23829544,-0.87342,0.7915197,0.7885237,-0.9638779,-0.5599814,-0.6857453,0.8890698,0.8986326,-0.6174197,0.3719862,0.908872,-0.12886542,0.32233855,0.11496485,-0.17455654,-0.054429203,-0.54717964,-0.40105033,0.4761168,1.5874317,-0.30459318,0.18439466,-0.49231708,-0.61481804,1.4889492,0.86737806,-0.9219563,-0.63355255,0.560777
OCM05,-0.0045077577,-0.15028924,-0.046607863,-0.30362532,0.8569887,0.47025922,0.56308126,-0.8066585,-0.08957871,-0.3524491,-0.23336251,-0.12993339,0.31673783,-0.6476541,0.1589001,-1.135671,0.5538771,-0.6264831,1.879649,-1.5287045,1.1688049,0.66655475,-0.8050522,0.4781724,1.3442869,-0.47475302,1.1373004,0.09641523,-0.950007,-0.00054467254,0.9627076,0.1283791,0.16799219,-0.0057619973,0.27688995,0.7954867,1.0704011,1.6937321,0.54862696,-0.16015746,0.15534835,0.4946519,-1.2756058,-1.8062986,-0.5303535,0.52980465,-1.057741,-0.37303835,-0.19025418,0.52150315,0.43040067,-0.78529197,1.5212042,0.9065799,0.27936664,-2.5586271,-1.2056341,1.0071305,0.76057714,-0.70174086,-0.19892712,-0.3404084,-0.23919633,0.47808507,1.2668908,-0.3857442,0.42196718,1.1324053,0.28483945,1.8429887,-0.546222,-0.8232518,-0.28567925,-0.026409693,-0.14518213,0.11632912,0.019843012,0.8069415,0.7976994,-0.20632607,1.1472651,0.8006108,-0.49077073,0.11810901,0.41749796,0.13494267,1.6758107,0.5475724,1.0033548,-0.9565819,0.94367164,-0.06320309,-0.65203434,-1.261253,0.1005206,0.5944757,0.2774487,0.2651077,-0.28817403,-0.82875985
BOD11,1.3956802,-0.29173324,-0.25117147,0.20489095,0.22929895,0.48640826,0.13320091,-0.6629204,1.200382,-0.6676187,0.6121751,0.33069828,0.07135049,0.788868,-0.59327966,-0.6535316,-0.362356,-0.9988237,1.1445487,-1.4771665,0.99456173,-0.09309596,-0.42654583,-0.48728055,1.415756,-1.3155631,0.79439676,0.08082429,-0.23705591,0.23491244,0.47675413,-1.1026735,0.6603256,0.3087809,-1.1534632,0.67991,1.3348851,0.6186467,-0.14547858,-0.24387017,0.37538454,0.6801464,-2.0744276,-1.3119746,-0.46757588,0.3973666,-1.6275091,-0.8577664,-0.2760824,-2.0260851,-1.4217566,-0.47986346,1.3290712,1.0812987,0.31259322,-1.2004904,-1.5152617,1.504254,-0.0018707197,-0.91901594,-0.4413238,-0.7861211,-0.3404933,0.8958848,0.59963393,-0.6501824,0.3874993,-0.025900327,-0.016671447,1.5661354,-1.4685023,-1.9645188,0.26045004,1.2044737,-0.8091261,0.29596692,-0.18571454,-0.18215987,0.3771839,-0.2989057,0.39711115,1.6166518,0.8929045,-0.008318922,-0.20520529,1.9031595,1.428657,0.5033689,0.6427084,-0.4304559,2.4868317,0.024474384,-0.78519166,-0.7962987,0.5731989,0.7691869,0.29339424,-1.0698166,-1.0331345,-1.250631
CVL04,0.16907662,-0.39844555,-0.7170651,0.44500086,1.7982087,-0.17833032,0.49719492,-2.556019,-0.58544827,-0.63139665,-0.11728669,0.5452194,1.4102519,-0.41091335,1.0717914,0.6212667,-0.017530238,-1.2036358,0.3309215,-1.2950243,0.011117999,-0.07213192,-0.47564432,-0.3885109,1.5550671,-0.8272964,1.857659,0.8558116,-1.2688707,-0.871787,1.1421766,0.48681062,0.07724963,-0.74285394,0.5592415,1.3990752,-0.4273056,1.0194724,0.6750477,-0.79982597,0.4392131,-0.23079973,-3.7562346,-0.44903037,-0.8192046,0.19062105,-1.3196325,-1.3983369,-1.7208526,0.1922628,-1.4373558,-0.84163874,1.5515007,1.0034149,0.12142124,-3.419903,-1.5601503,-0.3696632,1.7065313,-1.236777,0.9310444,-1.1435676,1.0084475,1.7706993,1.7946196,-0.8352759,-0.123118214,0.32933238,-0.52990323,0.881683,-0.1372765,-2.4756336,0.18401279,-1.1407082,-1.0948025,0.22050901,-0.2345987,1.5035228,0.79248655,-0.68137676,-0.07578785,1.5123141,0.6529587,1.025609,1.113641,0.9817468,0.14180413,-0.49623597,0.32499254,-0.90050423,2.6184707,0.5054153,-1.627002,-1.2934829,0.61332184,1.0177352,0.043217447,-0.77207774,-0.58520573,0.45160687
PES09,0.56554145,0.5533966,0.11792993,-0.7959746,0.24284317,0.47616807,0.32357758,-1.1747549,0.28896204,0.55723333,-0.19010422,-0.12494519,0.88321024,-0.9636679,0.99913013,-1.0152177,0.29932207,-1.0385642,1.4328654,0.036496285,-0.5845964,0.89231306,-1.5031284,0.70013535,0.7552729,-0.6647269,1.1298337,0.6285345,-1.3031826,-0.6629433,-0.3028599,0.57124656,-0.53260356,-0.35076538,-0.04307296,0.95312726,0.97655606,-0.7216668,0.07053609,0.041908585,0.05972581,-1.3413998,-4.2777743,-1.6291988,-1.5360023,0.51193666,-2.0653594,-2.0296035,-1.3036704,0.14709678,-0.73012525,-1.2971543,0.46897712,0.9517499,-0.156244,-2.1798384,-1.9318818,0.59742826,0.95857346,-0.09990235,0.11854883,0.20765665,0.8000378,0.88734186,0.38408688,-0.77882975,0.76653665,0.6896121,-0.02018487,-0.24307181,-1.7545666,-1.06661,-0.1829535,-0.06549773,-0.93925315,-1.0847317,0.2920059,1.0729309,-0.9828713,0.25636858,-0.6017869,0.52488875,-0.07753336,0.74852735,0.7021727,0.24538176,0.152713,0.52174616,-0.345943,-0.07583091,1.8142707,0.47787255,-2.3977337,-0.13653459,0.6305001,1.8227087,-1.322285,-0.0498564,-0.34079096,0.51643604
BOD05,0.6417717,0.6427557,0.837995,0.68020064,0.5483626,1.6263697,1.0798032,-1.1177968,1.2194129,-0.06275471,0.99540585,-0.30120748,1.2057129,-0.82708573,0.3991627,-0.49811897,-0.7473489,-1.9948788,1.1823382,-0.82315725,-1.028206,-0.20949033,0.18389677,0.39312643,0.13254534,-1.4328884,0.59919214,-0.22541013,0.181959,-0.29930168,0.52715766,0.65510523,-0.07733886,0.4330511,0.30349633,1.4768392,-0.10187007,1.813272,0.52198756,-0.17634629,0.3683366,-0.9836693,-2.9447532,-0.19111094,-1.8158165,0.07388202,-1.3930475,-1.5735961,0.21172753,0.18177126,-1.3412097,1.1154939,1.3493328,2.2153187,1.3961343,-1.7214079,-1.078514,0.23847838,0.4495539,-0.15400012,-0.1504782,-2.1653588,0.894217,1.7401646,1.1497632,-0.5997688,0.06664315,-1.038868,1.5742342,1.5699883,-0.21051371,-2.246075,0.96269995,-0.4433953,-0.6470033,-0.48846588,0.07087178,-0.31551802,-1.140869,-0.75987715,1.160328,0.942663,0.6586098,-0.24779561,-0.48429,1.1445518,0.57659125,-0.80825853,0.44983777,0.24971157,0.9036924,0.31633922,-0.29321814,-1.1217853,-0.007801002,0.41933545,0.28955784,-0.6514393,-0.48722857,-0.034437537
OCM19,0.9541725,0.09907139,-0.71305555,-0.47078174,0.31231183,-0.19911443,1.5856291,-1.4170678,0.39204973,-0.51114786,-0.019111015,0.037664734,1.673102,0.08583415,0.1714301,0.23454589,0.16535565,0.068632424,1.0955981,-0.83610064,0.2642924,0.012518205,-0.76299435,1.0079645,1.4300768,-1.2561159,1.1060934,0.47293273,-1.6828153,-0.2126838,0.06922153,0.2030228,-0.6960625,-0.5488561,-0.055173762,0.5920221,0.84619325,0.64606404,-0.26008353,-0.64006454,0.16480666,0.51851106,-2.0746632,-1.1105932,-0.3636133,1.3417858,-2.1462822,-0.83507496,-1.7670356,-0.015393353,-1.0576998,-1.1058695,0.7830523,0.3003856,0.0035413282,-1.9872639,-1.2530464,0.7507724,0.4801589,-1.1515355,-0.28787988,0.588063,-0.5603454,-0.18112002,0.8110006,0.21541592,0.19960845,0.28591937,-0.07850151,0.9120951,-0.010013362,-1.4824501,-0.4255073,0.4008677,-0.39975387,0.19731465,-0.9086682,0.8231558,0.7766513,-0.5721228,0.9218188,0.6511623,0.16565436,0.14341608,1.066923,-0.60257477,0.3605163,-0.7044205,0.1507509,-0.58516157,1.5091769,0.20854977,-0.73316306,-0.6138329,-0.4665678,1.0570385,-0.21566303,0.0340793,-0.50334316,0.31622714
OCM14,1.3099453,0.010880709,-0.15898521,1.0146953,1.3118324,0.19665527,-0.033037685,-1.0941758,0.31957236,0.17911296,-0.04361851,0.61966515,1.531288,-0.5540893,0.25660318,-0.94559336,1.1385951,-0.056351837,0.28302744,-0.6466857,0.96589535,-0.41806868,-1.4780804,0.92582864,0.6636385,-0.41410136,1.7329255,-0.6066214,-1.3260773,0.058491945,0.74756896,-0.5873366,0.15287006,-1.286853,-0.28389052,0.40190706,0.76585186,1.6986129,1.3196976,0.46606344,0.5169041,-1.2475866,-2.0884633,-0.6484515,-1.1865485,1.0086482,-1.1351286,-0.62109375,-2.6638174,0.29474443,-0.17840189,-1.5907702,0.9007278,1.0230865,0.22469766,-1.806412,-2.1378813,0.719715,-0.35277757,-1.8379705,-0.23478426,0.113497265,0.46814275,-0.43051317,1.4442065,-0.13233647,-0.702804,0.87148696,-0.6035599,1.2964431,0.7706282,-0.16894524,-0.59738004,0.32718843,-0.5141518,0.4266183,-0.92478734,0.20654221,-0.093793765,-0.8913321,1.5058473,0.9674526,0.66522205,0.32949343,0.51848155,1.0162634,1.3306223,-0.7333592,1.2552807,-0.21034494,2.0012882,-0.5280068,-0.62532705,-0.5839634,-0.14310892,0.8421985,-0.4964694,-0.2465266,0.3281335,0.1116215
UPS11,0.35187453,0.81045866,0.6406696,-0.05015921,0.78858054,0.16731176,0.22984044,-1.4102817,-0.4810734,0.032026317,1.5343281,-1.278531,0.97063607,0.9045595,0.61391896,-0.39835894,0.61519593,-0.883651,1.4268906,0.31867892,-0.21749756,0.61089784,-1.2223679,0.45573154,0.81993926,-1.1930463,1.4162551,0.051406812,-1.151142,-0.13448507,0.3720604,0.7579125,-0.16029908,0.22539607,0.9049705,0.5162949,-0.7186692,1.7695483,0.702268,0.5027955,1.0661954,-0.115491964,-3.2670934,-1.2284604,-1.1986967,0.04412182,0.014405412,0.28606707,-1.538053,0.051347774,0.95767516,-0.7789697,-0.12269205,0.714699,-0.9432116,-2.801102,-1.514196,0.7775948,1.2544253,-1.0722498,0.5214118,0.1468805,-0.037276585,0.9640453,0.76916325,0.085283145,-0.29169783,0.66689223,0.23526762,1.4528985,-1.0646223,-2.216445,-0.39354613,0.015508991,-1.0004808,-0.48786756,-0.46189114,0.70693934,0.6503101,-0.72595376,0.49599102,1.6050649,-0.7772774,0.8103097,1.0980105,-0.90826106,0.39404303,0.44738707,0.7133501,-0.31431985,1.0294378,-0.69653004,-0.6087109,0.09928415,0.48428208,0.90347844,0.51780546,-1.0763485,0.33674937,-0.69108075
AMU10,-0.26061338,-0.17811388,-0.7334739,-0.78749955,1.3533438,-0.6226956,-0.25694212,-2.0561013,-0.7851675,-0.2266075,-1.030412,0.096760474,0.5744436,0.38906568,0.29014638,-0.058630582,0.06298597,-0.7602468,0.3075001,-0.7372453,0.3589135,-0.71479005,-0.8262631,-0.38921732,1.092331,-0.46978396,0.6530087,0.41194928,-0.95056385,-0.35915366,-0.06679465,0.46373415,0.40038422,-0.80290395,0.46428156,0.14738223,1.4053171,1.0440329,0.5305327,0.0029008558,1.3782911,-0.09830643,-1.4706969,-0.96074307,-1.3716043,0.3373051,-2.1467562,-0.6119495,-1.3783892,-0.26792264,0.199425,-0.03814979,0.47800696,1.6626626,0.7269372,-1.819888,-2.008749,0.7736638,0.7246639,-0.61102587,-0.045142967,-0.48935193,0.0048582624,0.79535335,0.35184428,-0.9591822,0.32485417,0.70322,-0.32992467,1.2809188,-0.7756579,-2.0867772,-0.52398527,0.08052757,-1.8708904,1.0473433,-0.549796,1.0750531,0.62176967,0.11867434,0.6184864,1.0793631,-0.54616004,0.9120493,-0.35044143,0.93675005,0.3310677,-0.53826296,-0.35925183,-0.04768453,1.5173774,-0.98282266,-1.3161641,-1.8068328,-0.008423765,1.0633732,-0.038985703,-0.9627955,0.15202142,-0.010712171
BFC08,0.26703018,0.18371546,0.12418174,-0.5329565,1.006464,0.6099018,-0.19854836,-0.6819294,0.74503726,-0.6254614,0.89972675,0.029079026,1.2603508,0.5290368,0.25886574,0.30039358,-0.109717116,-0.43724826,1.6223608,-0.23666154,0.01664169,0.009051946,-0.8495156,-0.3659042,0.04334297,-1.2014883,0.5712269,-0.6086946,-0.74907243,-0.2829974,-0.6006068,0.9393717,0.16929266,-0.2652059,-0.30022955,0.8707394,0.58707803,0.7884019,0.1906083,0.06709048,0.31035933,-0.0023790582,-2.9252334,-0.11859305,-0.56296206,-0.05960189,-1.3554186,-0.281489,-0.8773287,-0.40206602,-0.044489484,0.37925884,0.25993302,0.25819758,-0.30864468,-2.2446582,-0.4833042,0.7002227,0.0119164875,-1.4767356,-0.63625675,-0.26023993,0.5171429,1.4886436,0.9002595,-0.06997802,0.14598638,0.1762289,0.21319889,1.3623772,-1.1441563,-1.8122548,0.22716933,-0.27073112,-1.9409931,-0.3671436,0.47250664,0.15048327,0.3948008,-0.31155968,-0.26136726,1.7775583,0.7380418,0.14419323,-0.8241898,0.40225863,0.8128684,-0.3377301,0.33334196,0.29312286,0.6602822,1.1463072,0.07904572,0.14377396,-0.10683465,1.0103215,-0.76351136,-0.019277232,0.44315374,0.31925857
