group,mean_spearman_corr
Density,-0.007410990088933857
Discourse,-0.013101047402209683
Diversity,0.05573555741468361
LIWC,0.02372687685805116
LinkingRate,0.061015445690441046
Reference,-0.04768575246916428
SynonymRate,0.0
