group,mean_pearson_corr
Density,-0.004593019222497612
Discourse,-0.036415912084931376
Diversity,0.035864386098629374
LIWC,0.024367133798997805
LinkingRate,0.03950533611969695
Reference,-0.030703442898644157
SynonymRate,-0.00040918529706651316
