,file,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
49,LYO02,28.55484,0.22067839,23.923693,28.195196,32.860985,8.937292,268.51428,459.13556,143.65219,192.51173,1.0161359,0.73905796,0.23227978,0.9451766,1.7047954,1.4725156,20.376474,12.263713,15.832291,10.727863,0.71044946,1.1450511,14.242527,1.091356,-0.0978109,-124.900894,11.398854,1.1104342,9.21716,1.6268785,0.048478123,1.9128388,1.5192658,0.7975513,3.05566,1.5641664,7.389039,1.5886326,16.977745,0.6264696,751.931,0.3778393,1052.798,0.28995368,-91.63998,-0.96345776,1776.3202,0.18159178,824.8147,0.3113733,-89.120636,-0.9473728,2772.8074,0.1266424,710.78375,0.33977956,-90.67969,-0.9142417,-9.289463,-0.8535303,16.535372,0.50093365,0.049203396,0.7610918,-0.010768859,-1.5881349,0.9866779,0.87335163,21.553724,0.5954957,1.8566471,6.2479057,13.204382,1.0526459,10.329238,1.6562879,1.1376686,7.465236,0.030266447,0.00620079,0.2648709,4.126674,2.8458087,0.20753536,0.18502197,0.13891955,0.18897432,-24.260689
50,ANT01,30.577875,0.20565277,26.75978,30.576466,35.082283,8.322502,223.08656,311.59192,128.45987,194.06885,1.3624287,0.5917152,0.4454928,1.4315226,2.113565,1.6680722,16.595419,9.337574,12.92091,7.394736,1.2994186,0.7624769,26.207026,0.49385965,8.428859,1.4777795,0.64836913,26.458351,-1.5261883,-10.747474,0.06263635,1.7694229,1.3272927,0.62149686,3.2887645,1.4887373,6.1786237,2.0145614,24.06126,0.42818716,529.1512,0.41584376,1272.5857,0.18937247,-38.69794,-1.9139744,1555.2991,0.18444443,939.22815,0.31612876,-45.978348,-1.406114,2573.557,0.114920355,847.932,0.38540152,-50.785492,-1.224499,-16.0923,-0.40699556,25.719408,0.2928635,0.08765285,0.388061,-0.030114904,-0.47249597,1.4765399,0.6478462,28.919563,0.3883848,7.8251534,1.6204195,0.3563186,49.936573,-2.7288606,-6.081028,-8.611783,15.833507,0.05744618,-0.013781015,0.34721097,4.15,1.6671298,0.49636665,0.62927985,0.097016126,0.12286549,-19.731049
51,LRE09,35.33232,0.20492756,31.972815,37.1605,40.12904,8.156225,196.827,271.3907,108.86099,141.60716,0.9995687,0.83139604,0.29059684,0.8084504,1.5032179,1.2126211,19.229456,13.697393,17.99061,15.567351,0.621849,1.2397882,16.940155,0.5761943,-3.1005392,-4.387495,3.6722045,3.8554018,-9.662483,-1.6019669,0.044870097,1.7054433,1.3248233,0.5257581,3.8984804,1.2506936,6.219184,2.2444506,15.566608,0.65648717,640.13904,0.41908473,1278.6206,0.20714274,-55.28237,-1.4358757,1653.6753,0.14900686,994.58374,0.3936697,-48.635784,-1.3975244,2650.7617,0.11807022,920.3603,0.4648955,-51.593147,-1.2872816,-9.303688,-0.5988197,18.548018,0.40511325,0.06594434,0.6493745,-0.018141033,-0.63807213,0.72836286,1.1128738,18.796333,0.47698224,-4.3875284,-3.2333415,2.3326743,6.2031784,-12.490468,-1.2156955,-5.1628428,12.937788,0.0049312864,-0.0063832626,0.1456123,2.1137567,2.0462685,0.39052776,0.55241084,0.09589473,0.12104369,-25.875612
52,BOD12,37.431744,0.14447224,34.670513,37.893597,41.170574,6.500061,227.24805,375.43326,159.52365,353.8163,0.45051637,0.81290275,0.119723774,0.36213496,0.7308902,0.6111664,9.242836,5.4960265,7.8002625,4.5555897,0.19534203,1.0229226,14.4221115,0.8839067,7.3815055,2.0471609,14.883748,1.0684588,-18.22085,-0.99436474,0.038319033,2.0624397,1.1761448,0.7539547,7.6703615,0.6400938,10.001239,1.2035518,16.444897,0.70662963,519.15924,0.49371183,1101.4911,0.23180798,-109.93035,-0.8265982,1627.9813,0.20234862,683.0218,0.52246076,-84.63559,-0.9497948,2701.0996,0.102704585,645.61896,0.6786764,-85.14402,-0.9367474,-12.384592,-0.5742081,20.08231,0.40484843,0.07763695,0.4810705,-0.020242391,-0.60703194,0.2681874,0.75385475,17.950104,0.6466492,4.4496613,3.5504596,15.281858,1.1538829,-24.640614,-0.7105202,-7.631035,14.85653,0.036230613,-0.011463941,0.05546692,3.6462076,2.2380638,0.28461727,0.26813602,0.16164772,0.188208,-34.817043
53,BFC01,29.584177,0.19387446,25.454105,29.003761,33.64966,8.195553,241.37303,570.2847,173.17633,244.85872,0.83138543,0.9199068,0.17007199,0.63485837,1.3544383,1.1843663,17.648687,12.679405,18.53043,14.045824,0.5356918,1.2820181,12.996597,1.0783087,2.924863,4.0389,14.015038,0.9672645,11.478801,1.1553798,0.04075991,1.7749821,1.3885268,0.743049,4.4390087,0.93333685,9.039883,1.1192546,20.183388,0.5007023,630.8193,0.49750558,1056.1332,0.31272078,-102.370995,-0.89640695,1670.4015,0.20607366,761.6391,0.3593153,-97.49049,-0.89440876,2680.421,0.13760388,729.27026,0.3289154,-99.27577,-0.86047906,-10.563397,-0.7691436,18.404243,0.44440818,0.052925315,0.7173021,-0.009483765,-1.5616738,0.8396191,0.9053342,20.190937,0.62147844,5.58071,2.2041352,16.945765,0.92184687,11.508158,1.4015744,-0.226862,9.193667,0.0073648468,0.004575149,0.14189896,3.1931818,2.4325092,0.22233644,0.18581003,0.17814356,0.26213014,-25.865578
54,UPS09,38.034466,0.18009906,34.415775,38.827152,43.275414,8.859638,284.02255,456.00122,154.42111,265.74765,0.9156299,0.8680453,0.1672886,0.7430712,1.563612,1.3963234,19.639477,11.628565,16.113615,10.505458,0.6295605,1.0714003,12.063033,1.2036879,12.178,1.2425344,7.4309416,2.2954931,-8.471617,-2.1025758,0.038936727,2.1694586,1.126935,0.9119649,8.808093,0.62971216,9.611591,1.2983938,17.663692,0.65726316,628.9165,0.40922314,1199.0879,0.22818527,-100.40344,-0.878566,1740.5898,0.16843352,793.60925,0.56796515,-87.7929,-0.89069587,2817.4592,0.10975185,735.8135,0.72206163,-88.695404,-0.871494,-14.863546,-0.6030889,23.010216,0.44491762,0.06811188,0.6567956,-0.020083115,-0.6655978,0.84200644,0.82393676,17.172037,0.72308433,10.148151,1.5618004,6.6722603,2.8846214,-13.949549,-1.2637533,-4.9982963,12.154428,0.03044325,-0.007214579,0.225744,3.5542169,2.4767988,0.25571775,0.22026773,0.14508426,0.20621723,-23.73283
55,OCM11,28.076035,0.21738304,24.98094,28.057907,30.633347,5.6524067,289.8997,464.38095,141.28447,327.38828,0.64068115,0.89358544,0.09958688,0.52862066,1.1033405,1.0037537,12.76032,8.509858,9.68555,7.221211,0.47155938,1.5018249,10.226887,1.7652369,35.03751,0.3700913,17.65185,0.7457687,-2.64844,-4.28593,0.03571771,2.1546583,1.2186233,0.89853615,5.0684667,1.0120174,8.767338,1.9169561,30.660198,0.45215064,491.5657,0.36427853,1171.2794,0.21003762,-92.128586,-0.9814071,1659.1053,0.20572324,886.8021,0.5435482,-102.493965,-0.7729372,2662.804,0.1253514,742.0407,0.56651294,-101.95977,-0.7730091,-20.24767,-0.514461,25.91728,0.4352914,0.018954098,2.1574314,-0.03630255,-0.35970286,0.68042785,1.1762581,18.44257,0.85901946,37.936245,0.27647546,19.621065,0.73449934,-1.874804,-6.5102744,-5.7117453,10.629237,-0.0073483614,-0.021231687,0.16932039,2.89459,2.3800647,0.23882507,0.2379194,0.1800294,0.29352775,-24.07484
56,CFE06,31.288284,0.25826684,22.122068,33.740788,37.656105,15.534037,295.52975,379.7615,146.1019,148.42253,1.3892825,0.663746,0.4337015,1.3059168,2.166929,1.7332275,23.308704,14.414728,16.577566,10.123105,1.5301666,0.8706238,19.05482,0.5646375,16.26975,0.64071643,6.792474,1.8737042,-0.2341,-47.554493,0.07207696,1.7086571,1.4823391,0.5751915,3.638137,1.4746536,8.778496,1.7373348,23.65909,0.53246295,512.6239,0.40885615,1219.6677,0.1850128,-77.1514,-1.1306698,1581.9119,0.17576921,880.68994,0.40281957,-76.11986,-0.9871561,2606.1448,0.1135578,804.0526,0.45256442,-78.69268,-0.93311983,-17.58483,-0.36473945,26.605385,0.28753698,0.007952343,4.6408806,-0.025585081,-0.46126089,1.9351797,0.66603327,21.924614,0.44317845,18.144283,0.54928553,6.615972,2.1298404,-1.5434655,-7.772494,-9.709579,17.931847,-0.021141741,-0.012388128,0.50839007,3.5639534,2.2855482,0.3060051,0.3759217,0.13270769,0.16588803,-18.89519
57,UCA14,31.51361,0.15017247,28.249287,30.8108,34.45088,6.2015915,261.09094,628.0955,85.81497,175.98491,1.5285434,0.6716439,0.5573761,1.309424,2.3775086,1.8201325,27.23296,15.6284075,22.437243,13.307748,1.3710983,0.9964165,14.166159,1.0839529,6.2868285,1.9077843,5.4247594,2.637334,-5.139753,-2.8123047,0.033547662,1.3981993,1.2819184,0.69355595,4.6224008,0.93820006,5.952792,1.5348998,23.933903,0.39412332,532.73895,0.47792208,1142.5983,0.2294354,-85.33437,-1.0894763,1585.3174,0.19139792,820.79156,0.42487082,-85.43413,-0.9814879,2633.709,0.11921846,824.4314,0.5331983,-88.55456,-0.9162459,-12.052591,-0.68640834,21.555988,0.4320782,0.077400155,0.41037226,-0.01852695,-0.7742022,1.9438478,0.7065682,21.74839,0.601531,8.461866,1.506736,9.021756,1.7116911,-8.090151,-2.0061107,0.21397427,7.1580505,0.038605347,-0.0020643102,0.37568995,4.1647725,2.364308,0.25920674,0.23993604,0.16536312,0.21278344,-18.527376
58,SOU16,37.37697,0.15614535,35.07918,38.15164,41.186123,6.106941,234.70154,417.0638,210.22566,466.46942,0.3957649,0.795846,0.11779524,0.28932315,0.65034413,0.5325489,8.340917,4.9955254,7.4174604,4.642378,0.3075048,0.7965818,18.143667,0.71296436,16.36112,0.7072996,10.680379,1.2018819,2.8881586,5.260526,0.032808304,1.8596483,1.155922,0.9250776,10.031858,0.43303698,11.184964,1.0474856,23.01596,0.4801469,584.44385,0.35806194,1307.3907,0.16911808,-112.561844,-0.7871158,1688.7606,0.15672556,971.3762,0.47604448,-100.9459,-0.7890867,2747.861,0.097855665,802.1877,0.5076848,-103.52984,-0.7469902,-21.316412,-0.31368652,31.137415,0.26642722,-0.021662222,-1.9691299,-0.022613632,-0.57247096,0.39374048,0.6751773,25.469175,0.4113007,15.233778,0.84364533,10.97958,1.4105998,-3.6278636,-4.3204474,-22.239218,32.976612,-0.08505001,-0.005758325,0.18223432,3.8757396,2.7524564,0.20509678,0.17199284,0.14869767,0.17290449,-31.805397
59,LRE01,38.671432,0.18061791,35.138214,39.512722,43.949493,8.811279,216.49081,325.88257,140.20068,216.43501,0.92651457,0.70874995,0.42834842,0.75971556,1.29134,0.8629916,16.354002,11.053542,11.59854,10.281579,0.48039958,1.1133871,8.613982,1.3184861,1.5915593,10.16879,2.4623523,5.9386024,-14.27893,-1.1141685,0.05000164,1.7847697,1.2959906,0.564533,3.7680852,1.363994,4.7796783,2.479481,11.587509,0.9701851,669.5017,0.50102025,1100.347,0.28669193,-76.69689,-1.1430867,1742.1161,0.18770416,808.20294,0.51595205,-59.374184,-1.2571143,2761.8567,0.11092346,844.674,0.57858217,-59.916195,-1.2360966,-7.761197,-0.77814215,15.513441,0.46900305,0.08033434,0.44683158,-0.018274209,-0.7326566,0.56893253,1.0085996,10.790886,0.9588438,-0.4210484,-38.567616,1.6584727,8.933428,-18.332859,-0.8147396,-2.339516,9.4015875,0.03361852,-0.009529473,0.196788,2.4115665,2.3439286,0.3167317,0.36803314,0.11,0.16191703,-28.391512
60,OCM05,32.290436,0.19342746,29.83664,32.32819,35.8696,6.032959,354.56992,427.29355,145.48131,210.23923,0.5977655,0.776537,0.10535927,0.56983614,0.99346125,0.888102,11.932688,6.354608,10.806275,6.6320615,0.3807434,1.0110085,9.655851,1.6221249,26.83008,0.462635,20.191334,0.5655867,-3.7761052,-3.7719853,0.03694489,2.2417204,1.2565193,0.90255445,6.674735,0.77357745,11.445732,1.6163204,24.251366,0.648399,489.6649,0.42360735,1080.4103,0.21912791,-103.20186,-0.8818216,1618.7861,0.2030723,719.75226,0.570954,-104.93732,-0.7618986,2631.675,0.10704952,572.5399,0.5779472,-104.46787,-0.7645937,-17.112585,-0.5333972,22.885698,0.42841667,0.029227924,1.4756796,-0.029460656,-0.46840617,0.5380766,0.70927876,16.811487,0.8409149,27.167637,0.4303739,20.78552,0.6053154,-6.901887,-2.3169591,-7.040554,12.328583,-0.009022895,-0.016688885,0.17427672,4.3965516,2.9262965,0.18365423,0.15764102,0.15520088,0.2360263,-28.480953
61,GRE03,34.14101,0.22474606,30.747515,34.464233,39.598267,8.850752,344.11713,530.3784,149.02164,256.94034,0.75452745,0.7820609,0.17365775,0.6467222,1.257734,1.0840762,15.069501,9.8338995,11.683541,7.9476414,0.511476,1.1822264,13.78239,1.1410617,15.515942,0.897677,2.5449839,5.429395,-3.0102162,-4.9971943,0.045774635,2.0580103,1.2468663,0.8300968,6.8611608,0.8951684,8.564218,1.5557423,23.539042,0.5077395,612.67456,0.387837,1238.6268,0.21154857,-100.60354,-0.9021976,1692.7672,0.20230289,879.5184,0.4669578,-98.17274,-0.83133376,2744.1443,0.10606947,714.5334,0.5279953,-100.23353,-0.7948826,-17.510546,-0.4266703,26.196522,0.34930265,0.050592996,0.90356916,-0.026339285,-0.5039186,0.7418193,0.86412567,21.679752,0.5771712,18.063494,0.71278584,1.635958,9.454923,-7.159079,-2.2415738,-4.174138,10.450328,-0.0021621715,-0.008497231,0.17141423,3.436464,2.1930554,0.26353535,0.23782398,0.1908169,0.29483646,-24.905529
62,BFC10,35.113415,0.25686535,32.491604,37.07588,41.220478,8.728874,480.72046,792.71155,297.10977,591.7594,1.1473627,0.83545136,0.2583168,0.9285803,1.8871875,1.6288707,24.548664,16.243422,20.71682,15.984729,0.93166745,1.3581935,7.0227633,2.0300336,6.2575974,2.3876896,13.881853,1.0586942,2.580472,6.2602954,0.0457398,1.8571625,1.2830399,0.7811551,4.9619236,1.2468318,10.927625,1.6200508,15.490903,0.86507416,636.7766,0.49796748,1106.1464,0.30172363,-125.16192,-0.6929533,1697.0443,0.18019085,829.9747,0.47008744,-107.92342,-0.7842311,2697.0417,0.122926496,881.5355,0.51631963,-108.057884,-0.77715445,-9.951259,-0.86808324,18.17243,0.5555483,0.033986777,1.5571617,-0.016629534,-0.7981059,1.3159001,1.0627372,14.601569,0.86878854,4.83673,3.2703745,13.590412,1.2873179,-3.6038108,-4.965305,-0.27097344,7.06289,-0.016453661,-0.004678667,0.5063991,3.427159,3.0796897,0.1604927,0.15243022,0.15377691,0.19384377,-22.437292
63,OCM16,28.293425,0.21190254,23.76885,27.990454,32.797283,9.028433,162.5418,367.6249,152.27252,313.5179,0.8081026,0.8683984,0.17252678,0.6289085,1.3527675,1.1802406,14.584383,8.798639,14.0456505,10.189458,0.4369745,1.0929945,8.849686,1.4979435,21.277477,0.5851973,20.811281,0.6201886,-12.212459,-1.2300874,0.03943319,1.9591899,1.2662067,0.7842074,3.8019009,1.1320475,5.966274,1.6536882,18.628265,0.5030646,574.14685,0.44591624,1142.5924,0.21438394,-83.354355,-1.0899783,1763.4772,0.16447066,721.48517,0.67081153,-87.76907,-0.9419415,2698.4822,0.12033597,702.9733,0.5448834,-84.97596,-0.99246985,-11.579169,-0.6228568,15.785744,0.4975849,0.032109648,1.17717,-0.031381585,-0.45090523,0.60145783,0.82428426,14.268522,0.7415065,19.53895,0.6645432,23.937346,0.56978106,-13.124019,-1.2695905,-3.8750744,8.116647,0.0068000634,-0.020786103,0.15105775,3.2047276,2.3530748,0.25983092,0.25811133,0.16524999,0.26034564,-27.327885
64,OCM09,28.699638,0.21770647,25.765673,29.33919,32.89047,7.124796,315.10004,482.48758,146.8867,282.64496,0.816494,0.9663028,0.10660203,0.62283504,1.4402465,1.3336444,17.579008,10.44654,16.995222,12.215234,0.5877932,1.1572146,10.166853,1.4083583,29.624039,0.46369913,19.022827,0.70276564,-6.0386276,-2.4522572,0.04598027,2.1185873,1.3881646,0.8758742,4.7010493,1.1153176,9.04937,1.7681358,26.948305,0.48959446,494.2346,0.44687802,1118.2053,0.21279027,-91.78985,-0.9902702,1640.9565,0.20405792,798.0953,0.54921126,-98.09128,-0.8186352,2644.246,0.12744041,586.28925,0.6192617,-98.35938,-0.8105812,-16.43188,-0.5194686,21.667433,0.43708485,0.027126387,1.6536461,-0.028585147,-0.5011074,0.8548115,0.84406924,15.870187,0.74724084,32.019333,0.34367278,19.204317,0.8171799,-8.324172,-2.0448873,-6.155831,11.163204,-0.0027737855,-0.014840742,0.17951012,3.0635839,2.457926,0.23548235,0.20297159,0.15832917,0.22318031,-23.932959
65,LYO13,31.30055,0.23454499,26.60474,29.813057,34.38056,7.7758217,378.69165,764.5875,217.47751,413.35413,0.8308132,0.89495414,0.08314341,0.70828605,1.4903642,1.4072208,21.352432,12.9259615,17.348566,10.142294,0.6018204,1.2348008,8.231181,1.8652542,7.306507,1.9405541,11.809502,1.2582426,0.038067337,372.66867,0.046750233,1.6130153,1.626451,0.72948784,3.495753,1.3253762,8.265246,1.5366439,18.915071,0.6634022,592.14465,0.5228731,1046.9938,0.2768351,-98.61971,-0.937388,1660.0997,0.21250874,703.0457,0.47656038,-96.503494,-0.8817805,2693.2964,0.12421237,616.9999,0.47844392,-95.97087,-0.8848952,-9.54477,-1.0744117,16.547215,0.6461784,0.06720137,0.5189342,-0.016314752,-1.0074908,0.93136907,0.8241387,13.49114,1.149042,12.828338,0.9496789,15.034235,1.1046641,-1.1452297,-14.63222,1.4263265,6.2427607,0.04080861,0.0037861525,0.14480981,4.4157305,2.4334044,0.23030023,0.21919367,0.1892011,0.31035346,-25.60541
66,BOD11,28.823671,0.2619819,22.97858,28.304567,35.626328,12.647747,248.41476,345.13364,180.06241,275.48352,0.6858759,0.8374775,0.17040852,0.5505938,1.1201303,0.9497218,16.245346,10.125053,11.359165,7.475048,0.48213845,1.1634359,18.066196,0.7293311,14.64225,0.81328475,16.105268,0.9748896,-13.702045,-1.094848,0.07331056,1.7030448,1.5938023,0.6984089,3.0841234,1.757433,4.9946446,2.9353733,22.00912,0.63054186,491.20953,0.4310545,1128.761,0.19832373,-71.62022,-1.2433594,1587.6919,0.20560247,751.5053,0.47467154,-76.71887,-1.0162115,2640.0159,0.10944999,666.4929,0.48955694,-77.885,-0.9876838,-15.557936,-0.47891495,22.914389,0.3743141,0.058811214,0.5795082,-0.028664256,-0.48152477,0.62749135,0.9550281,22.943747,0.46805286,14.306772,0.8212935,17.217644,1.0141541,-16.697971,-0.9333082,-6.6313396,12.670198,0.026137618,-0.014159171,0.14679153,3.5740669,2.3191042,0.29193628,0.2569417,0.13653295,0.1973136,-27.156326
67,BRE03,35.668003,0.16815108,32.80317,35.96387,40.04534,7.2421722,321.70435,480.82492,135.62701,179.27544,0.5925898,0.64704967,0.2426961,0.529904,0.8968563,0.6541602,10.644891,6.066958,9.390817,5.383304,0.35197198,0.94279224,16.721703,0.8623493,10.114406,1.4363296,7.502744,2.0447762,-4.544206,-3.1731977,0.047087107,2.0387452,1.2824732,0.7459954,6.988998,0.7595705,10.261818,1.1665994,22.123493,0.4989952,571.5063,0.39112702,1244.3391,0.19771077,-83.28549,-1.0695198,1660.3838,0.16506828,888.5624,0.51699674,-82.06252,-0.9520916,2649.227,0.1040895,842.7788,0.5301544,-83.88529,-0.91445595,-15.298669,-0.48151672,23.435183,0.37916145,0.08987547,0.40105936,-0.023090921,-0.5481649,0.46175483,0.7319866,22.568607,0.52665555,9.527787,1.4749131,7.164335,2.3479853,-7.4463086,-1.9795196,-4.2252474,9.983252,0.056784566,-0.011303598,0.1230144,4.7765365,2.5705504,0.25349998,0.2298433,0.12794118,0.18709116,-30.391352
68,SOU11,27.171026,0.19052295,24.289764,27.30862,30.769224,6.47946,267.57947,432.76202,121.28346,165.9596,0.461196,0.8731892,0.10520865,0.33620906,0.7881078,0.6828992,9.319521,5.6372886,8.768192,5.6663103,0.3166504,0.88619864,20.163198,0.65546304,14.047297,0.77497876,16.511684,0.9094316,6.365853,2.1253316,0.04597665,2.2391434,1.4616398,0.8343062,5.263484,0.84279007,6.86671,1.746334,24.494833,0.45641074,503.58157,0.4305306,1184.068,0.19808607,-92.23492,-0.9784996,1565.2743,0.17606997,825.9389,0.4216679,-97.91904,-0.84441733,2592.8862,0.111100815,772.775,0.4096312,-99.69668,-0.8128427,-18.295652,-0.3791187,26.65908,0.29591358,-0.026142726,-1.4158977,-0.020558486,-0.73050845,0.42285958,0.7269867,27.71267,0.38886404,12.405573,0.96781254,19.56262,0.90203667,2.3464026,6.4916263,-21.618519,32.71449,-0.08291852,-0.0044493503,0.16041394,3.5057504,2.7177236,0.20850715,0.1780341,0.15008889,0.22144882,-30.887173
69,CFE01,24.05689,0.22895563,18.973843,24.591543,29.188482,10.21464,231.19606,252.94731,137.03897,158.57121,1.3881733,0.56255096,0.57040715,1.3712648,2.0583398,1.4879327,20.114262,11.942135,12.829937,7.190686,2.1947854,0.7574117,27.718922,0.4420458,19.588215,0.57315534,17.607027,0.7111045,-0.23733188,-48.096622,0.0878593,1.6316065,1.6808509,0.5934906,1.1198059,4.1394243,6.0568156,2.3614085,32.004253,0.3644819,485.66812,0.37889907,1256.0498,0.168447,-51.094852,-1.4341993,1545.974,0.18028116,987.88257,0.32799152,-65.30439,-0.9918687,2627.8538,0.10852377,850.91614,0.43745548,-69.45576,-0.901585,-22.364012,-0.30244178,31.316118,0.25037476,-0.011870565,-2.433985,-0.026544588,-0.48713848,2.5356586,0.63172513,30.854126,0.34682295,21.38507,0.47110727,19.71419,0.6368542,-0.8111531,-14.897155,-10.478009,18.895407,-0.022518529,-0.0112369275,0.75699085,3.5887766,2.0121183,0.394375,0.40743637,0.107557245,0.13966756,-16.308968
70,LYO05,30.416271,0.27893227,24.99955,28.582088,33.538136,8.538586,564.24725,971.9053,203.769,471.42206,1.1858726,0.82884425,0.23420128,1.013507,1.9549745,1.7207732,27.0016,16.581211,23.370707,15.382886,0.8003991,1.1196936,7.3571954,2.3868597,3.0396576,4.851922,14.661052,1.0982062,2.3551247,6.6609,0.04218606,1.452663,1.7332106,0.6898475,2.0160708,2.2811193,6.1931524,1.5103506,14.469273,0.8415884,763.7109,0.43966746,943.7437,0.37146476,-84.49145,-1.0383886,1831.5122,0.2009979,694.55444,0.4742157,-79.65803,-1.0427698,2854.794,0.13063776,654.30524,0.41908738,-79.03977,-1.044401,-5.8569384,-1.7421434,12.795,0.8263542,0.05663193,0.6105106,-0.010300777,-1.5889326,1.0400515,0.8977037,12.461436,1.3179207,5.05089,2.55672,17.66783,0.93751276,1.5526681,11.176044,4.382688,4.1766496,0.0403113,0.006585727,0.3396238,4.2719235,3.0765672,0.20477444,0.18961416,0.117142856,0.16430005,-23.840738
71,LOR08,36.53915,0.1990275,32.83634,37.029495,42.195496,9.359154,255.3632,385.9546,161.10175,236.17108,1.0026858,0.67389935,0.34164047,0.93696487,1.5336645,1.192024,16.414433,10.962988,13.257214,9.414049,0.7659652,0.9900778,16.064558,0.98163354,8.637532,1.6166598,13.320941,1.1931133,-5.2928486,-2.4000971,0.050096944,1.8820399,1.1971219,0.781085,7.354767,0.7618195,10.926972,1.3890612,19.165522,0.7652015,605.7016,0.4199883,1197.838,0.23850824,-80.90313,-1.0778297,1714.9742,0.16812193,838.6129,0.4602143,-77.108894,-0.9703773,2713.5762,0.10836144,791.9763,0.4631605,-77.75457,-0.95380867,-16.32672,-0.54805386,24.32756,0.4092268,0.08277943,0.42694268,-0.026021376,-0.4822074,0.9557487,0.81123906,21.367498,0.6167213,8.996145,1.5604396,11.960885,1.4413579,-6.815151,-1.9631687,-2.6572497,8.767219,0.047962602,-0.013995902,0.29683918,3.488889,2.309276,0.29896384,0.29495463,0.13076057,0.17648284,-22.1637
