,file,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp
125,UPS13,30.500011,0.23377536,26.970142,30.676037,33.648582,6.67844,347.29886,472.54413,117.025604,160.3941,0.95478874,0.9029449,0.17420262,0.8028166,1.5907254,1.4165227,17.66897,10.478795,15.749138,10.964958,0.67492914,1.1072166,15.963305,1.0281471,15.514527,0.9966858,12.546363,1.2195011,6.052435,2.509082,0.05098797,2.0780003,1.3811023,0.8165565,5.0650697,1.017468,8.924872,1.5258754,22.44393,0.5655497,564.3177,0.4990139,1130.7548,0.23367548,-73.49043,-1.1651567,1625.2883,0.21180785,810.31335,0.3983325,-77.541405,-0.9918623,2630.488,0.12959675,748.2365,0.37791014,-79.13038,-0.95599127,-15.643512,-0.6004263,23.894384,0.4201305,0.046110846,0.8945228,-0.018163536,-0.83671576,0.86247635,0.9025667,21.5444,0.6426412,15.9786005,0.93592435,13.724088,1.2081298,5.849866,2.8781912,-4.077069,12.644377,0.015678803,-0.00052133814,0.22336417,2.9106145,2.0899694,0.32927805,0.3040454,0.15323624,0.19453007,-22.558523
126,CVL04,37.67445,0.14380413,34.509556,37.632122,42.009518,7.499962,154.94945,233.5183,130.42287,270.8694,0.7218864,0.76711416,0.23736526,0.5838612,1.1327966,0.8954314,13.050851,8.399023,9.592902,6.6756682,0.45536545,1.0972775,18.540815,0.6899561,1.9597677,6.8757815,-2.6234272,-5.5907235,-17.265165,-0.8186142,0.042580318,1.7873017,1.1472688,0.7373423,6.791024,0.82899255,9.373598,1.1281815,22.136122,0.45071137,611.89557,0.37924954,1258.9095,0.19919683,-71.034546,-1.2430376,1690.2026,0.1785393,899.5993,0.48553306,-65.967964,-1.1409317,2702.2288,0.117164396,808.083,0.538748,-68.4218,-1.0764084,-15.254477,-0.4757968,23.533058,0.36210135,0.10393845,0.30823037,-0.030525241,-0.40110934,0.577495,0.89665735,22.054653,0.50559103,2.2093027,6.5727477,-2.295608,-6.861467,-19.744175,-0.743519,-4.835999,12.217573,0.05243374,-0.015612438,0.09166695,2.9941483,1.6826786,0.43608108,0.4355955,0.16036,0.20072739,-27.324453
127,BOD07,37.78378,0.13551083,35.90018,38.322895,40.95443,5.054249,188.63383,346.36484,125.67155,230.5619,0.4933763,0.8689898,0.13559034,0.3949114,0.7383826,0.60279226,8.649426,6.347129,6.598494,5.3458557,0.24377929,1.216458,16.605913,0.72862655,11.190718,1.2506207,-0.9414226,-16.326265,-24.107382,-0.7516023,0.035283025,2.002301,1.1636149,0.6875444,7.2791367,0.71232325,6.6927476,1.8223891,23.878532,0.46104693,589.1927,0.39683816,1221.2479,0.18669672,-96.057846,-0.9621069,1668.1019,0.21962439,908.234,0.43102092,-79.80714,-1.0111033,2773.4326,0.12741083,732.9474,0.6202182,-84.208084,-0.9181903,-14.494413,-0.55691516,24.124647,0.3876421,0.06862345,0.4522381,-0.027968615,-0.44570893,0.3305104,0.9699095,20.466019,0.532556,9.687126,1.5216248,-2.9555395,-5.688306,-31.61778,-0.49682432,-7.721616,14.5043745,0.022282207,-0.014933847,0.062233392,2.463416,1.9499238,0.33768114,0.32380688,0.17228757,0.2223023,-32.0652
128,SOU12,33.09698,0.16682102,31.532234,34.084774,36.663197,5.1309624,419.7734,598.00195,109.660324,182.51324,0.48730308,0.9194094,0.109214544,0.34950802,0.7986981,0.6894836,10.734936,6.7138214,9.744367,6.3280945,0.36754602,0.8454541,20.290874,0.6862046,14.7055,0.9178723,15.352903,0.8904552,4.528922,3.0217438,0.037189458,2.300297,1.2786459,0.87620723,8.362775,0.55208486,10.706546,1.1795344,24.24859,0.40222064,523.9628,0.3857154,1247.9286,0.1678244,-104.79207,-0.8617965,1645.9868,0.15973495,891.1341,0.4585751,-104.93855,-0.77617633,2670.0806,0.099281095,864.1368,0.51637715,-106.65206,-0.7483192,-19.98681,-0.33601055,28.881565,0.28289595,-0.016949764,-2.4728801,-0.022576075,-0.5084706,0.4987471,0.6699358,28.708872,0.39856854,11.889967,1.2858367,18.269613,0.8878317,-2.1231234,-6.380663,-22.974106,33.925304,-0.08668288,-0.005659435,0.1966212,3.345225,2.5681524,0.21070616,0.17350914,0.17017198,0.2554241,-29.490583
129,ALS04,38.38807,0.13222589,35.48227,38.726562,42.096756,6.6144867,199.74182,355.239,150.74062,362.8831,0.87585574,0.7219757,0.29093218,0.75841737,1.35938,1.0684478,14.502996,8.838842,13.010824,8.093076,0.56981736,0.9493028,16.715185,0.87829137,4.917166,3.1388586,4.3230524,3.8540385,-8.373813,-1.4674578,0.034217138,2.1547105,1.0767081,0.79472214,8.594867,0.6161752,10.252506,0.95749766,18.164766,0.5979281,556.4344,0.4869614,1192.5862,0.24877799,-86.46122,-1.0141176,1633.0294,0.18754433,806.8763,0.44470796,-66.96818,-1.0857061,2654.2861,0.11133174,846.768,0.49953175,-69.13811,-1.0308776,-14.725073,-0.5880082,23.598064,0.42501774,0.09594397,0.35717738,-0.022592478,-0.5327103,0.70580095,0.7695539,20.807138,0.61026603,3.9116821,4.063332,3.8749804,4.6321263,-9.618293,-1.34074,-3.0356123,10.43438,0.06054634,-0.011163859,0.14588805,3.6294117,1.9182112,0.3854601,0.32901075,0.12789655,0.17165738,-25.24705
130,GRE01,36.87673,0.20899361,31.348045,38.49268,43.04628,11.698235,258.66815,422.3447,139.1293,255.69254,1.6701328,0.76563567,0.4007014,1.421116,2.8018606,2.4011593,32.96404,20.154413,26.327366,15.482885,1.6259761,1.044014,11.937088,1.1391598,10.356612,1.3494756,-2.998986,-6.5248547,-11.841135,-1.5439819,0.042313684,1.9478046,1.3155646,0.6954403,6.0427475,0.94775575,6.518171,1.9738991,20.093824,0.63241816,589.5636,0.43656138,1179.8649,0.20817362,-90.05535,-1.0032332,1640.1658,0.20729645,833.96344,0.43362278,-74.699135,-1.056466,2702.0713,0.121584885,745.8117,0.5215834,-77.753105,-0.9821574,-12.563693,-0.6150097,22.04929,0.41334713,0.05693195,0.80106145,-0.02389786,-0.6640704,2.0810723,0.8422523,16.134266,0.7477986,10.117042,1.3951538,-5.843155,-3.6263406,-16.317354,-1.1489904,-2.7564588,10.181368,-0.0014898761,-0.007989111,0.5657145,4.141243,2.4306145,0.27927905,0.29748034,0.1281132,0.15803438,-17.009146
131,BRE02,36.27066,0.1700543,34.135918,36.796974,40.373215,6.237297,252.94121,429.99564,104.849785,160.98546,0.6900506,0.83500475,0.16004938,0.54708123,1.1654178,1.0053685,15.383832,9.61319,12.400671,7.967161,0.4544092,1.1434927,22.624903,0.6779481,1.9795464,8.04884,8.191731,1.8624907,-8.860091,-1.7937645,0.039250154,2.1604567,1.1982782,0.90514636,8.180034,0.66788954,9.825429,1.1886252,22.157278,0.52126735,552.0654,0.39289412,1271.2974,0.18774648,-91.87694,-1.0024612,1603.2661,0.17336759,908.8983,0.40601805,-83.9477,-0.957849,2652.324,0.09574526,803.7721,0.50404555,-86.613106,-0.904786,-16.199593,-0.4600238,25.054934,0.35298833,0.091451675,0.4540734,-0.02519455,-0.52213633,0.63567805,0.85185224,29.06995,0.43717468,0.43382952,37.392494,8.634999,1.9418705,-13.590819,-1.179745,-5.377705,12.670581,0.060126558,-0.011688026,0.09994601,3.5881095,2.028587,0.31655827,0.27517778,0.17102101,0.2787544,-26.87887
132,PES08,31.146368,0.19330807,27.529234,30.296768,34.57243,7.0431957,334.12164,560.9831,104.02284,157.93704,1.2250015,0.995681,0.24410102,0.8776198,1.9011,1.656999,29.5946,21.167665,24.68705,18.8291,1.0832424,1.4365406,13.064619,1.2417665,12.991252,1.0088786,2.3316708,6.4342847,-3.6295094,-3.8590112,0.035474814,2.0272772,1.3299812,0.76216793,4.8845186,0.9828285,4.3325877,2.3588524,23.729546,0.45275,493.02335,0.41397974,1151.49,0.19186772,-94.12412,-1.0106058,1550.633,0.18510473,783.0906,0.42738906,-96.59879,-0.88859123,2619.8867,0.10575392,705.25616,0.506769,-98.74388,-0.8456355,-14.140367,-0.5999505,22.388168,0.4409984,0.07413928,0.40893394,-0.027220199,-0.55525976,1.6769394,1.0582632,22.430796,0.59448844,14.045297,0.9715406,5.107744,3.412179,-5.658797,-2.9438744,-1.6694107,7.866628,0.031240609,-0.0073860087,0.26326197,2.5865922,2.3750978,0.23465882,0.21038662,0.1858201,0.3246456,-18.161625
133,LRE06,36.20676,0.24976829,28.14086,37.636963,44.114014,15.973154,292.0963,414.55,143.67639,188.07474,1.2800719,0.8664666,0.40301323,0.99088293,1.8964024,1.4933891,27.22156,24.39541,18.17,17.812971,1.0233037,1.4042974,15.154876,0.78089976,-1.6485054,-9.0854225,-0.35725248,-43.343655,-6.8241262,-1.879815,0.058961134,1.6337667,1.3701999,0.5654326,3.37355,1.6888431,5.407282,2.4231997,14.477145,0.82165766,714.48804,0.41201034,1217.3579,0.24578798,-62.970367,-1.3313411,1725.2742,0.1725465,941.3412,0.37452894,-57.266823,-1.2976483,2717.687,0.116839476,859.74915,0.4296123,-60.151253,-1.2050433,-9.7997265,-0.6716813,19.062405,0.42603403,0.07540333,0.59098864,-0.015571067,-0.90631235,1.2399454,1.2556779,17.464003,0.63431114,-3.3873568,-4.6385317,-2.6239555,-5.944279,-9.146671,-1.3734134,-4.685954,12.702863,0.023852065,-0.006456094,0.31203726,1.7414752,2.6130936,0.28513977,0.38558662,0.095407605,0.10989788,-20.9043
134,BFC09,27.922514,0.21328147,23.816668,27.7849,32.520927,8.70426,273.73486,469.96146,123.96236,201.16138,1.0085008,0.88544655,0.21128237,0.7505952,1.7154769,1.5041945,20.884855,12.99609,21.158943,14.818437,0.73957634,1.1833595,15.403939,0.87129825,4.471593,2.5020382,16.795135,0.87600857,9.094456,1.5218967,0.03600484,1.6049215,1.4186636,0.8163991,4.322899,1.0516549,8.409052,1.4949763,20.0179,0.4800475,524.9478,0.47892848,1129.6412,0.24481861,-100.068184,-0.9128173,1556.7565,0.18474348,759.42737,0.4198937,-100.53454,-0.84493184,2555.665,0.118391864,740.41296,0.3813663,-100.82548,-0.8383944,-12.16777,-0.63574374,18.923485,0.43189728,0.03717594,1.0698837,-0.016709832,-0.91618794,1.1228096,0.836848,22.817299,0.50225216,6.499668,1.7867237,22.220785,0.72730106,7.780236,2.1689093,-2.0086932,10.150763,-0.0007705789,-0.0012276463,0.2523922,3.5955057,2.6243327,0.20286937,0.19847026,0.16465168,0.20921294,-22.741882
135,LDV06,34.903866,0.2297758,32.90182,37.177223,40.52771,7.625889,385.3494,618.4071,191.29652,406.85886,0.73633546,0.99849975,0.1159475,0.46892548,1.3044863,1.1885388,18.864511,11.627936,17.62689,11.046177,0.6383134,1.2545508,23.386412,0.55941045,5.3443837,2.8014832,4.7255197,3.034238,-8.315557,-2.1715796,0.04514048,2.13758,1.2863039,0.9049934,7.1615543,0.92723423,7.669001,1.7049135,25.472406,0.48870862,673.03394,0.31123435,1299.2838,0.1783886,-95.57059,-0.92266935,1724.2854,0.1632017,903.5404,0.45155504,-93.94821,-0.85596573,2814.7607,0.11959626,778.29004,0.5073169,-97.77665,-0.7913697,-17.737242,-0.44417942,27.474878,0.3482523,0.07033791,0.614482,-0.025544375,-0.54059786,0.92900336,0.91681653,29.363222,0.38001388,4.5409975,3.4301648,5.500085,2.9511912,-14.663182,-1.289492,-8.29383,16.570925,0.04253573,-0.009042428,0.16499832,3.5142858,2.6350386,0.22531454,0.20358324,0.14454761,0.21315448,-23.783281
136,NOR12,29.451572,0.1552643,26.744314,29.646935,33.063667,6.319353,175.41548,327.4876,87.45308,147.83577,2.4360821,0.50078213,1.2116575,2.4238596,3.5601795,2.348522,29.055014,15.592471,24.923405,13.530718,2.7180464,0.70608246,24.053131,0.567323,12.799342,0.99495506,7.360516,1.92134,0.40308946,39.38874,0.043241356,1.8902602,1.1371884,0.81577814,4.67649,1.0058255,3.4082875,3.0026011,24.244123,0.41404197,479.43512,0.3735065,1184.3132,0.17522182,-46.283573,-1.5641164,1515.8466,0.17581588,865.0355,0.34357658,-56.24109,-1.1523654,2557.193,0.115186766,870.26917,0.41216007,-61.204098,-1.0179348,-16.63435,-0.4469217,26.237965,0.30723113,0.038090393,0.85760283,-0.02998892,-0.48754063,3.0370965,0.63134235,27.874344,0.39619285,13.091036,0.9341051,8.791309,1.6103542,-0.8840224,-18.723068,-4.6846614,11.842491,0.014068407,-0.01578041,1.3344754,4.5615416,2.2872877,0.3465602,0.34111676,0.08174418,0.075327806,-12.160647
137,UPL01,34.231506,0.18328924,32.81617,35.130188,38.050743,5.2345734,428.07916,512.67163,133.78899,271.12033,0.24875312,0.74419916,0.0890671,0.20882273,0.36976516,0.28069806,4.5714264,3.2036326,3.4165008,2.717675,0.09788491,1.2758046,15.793389,1.0581657,17.94009,0.76134354,7.9020543,1.9438951,1.7374921,7.7471604,0.035154622,2.523808,0.95707273,1.0014443,8.485331,0.6615641,10.481225,2.2045686,23.849916,0.87928563,587.9137,0.34826803,1267.7676,0.19946952,-101.69726,-0.8730089,1689.872,0.17515878,871.5132,0.53013253,-99.997536,-0.80421966,2736.7864,0.10860837,806.57935,0.52047753,-102.47661,-0.7623954,-18.967293,-0.48192638,27.921524,0.3841759,0.053031784,0.96843714,-0.022313373,-0.59727436,0.13578263,1.033167,24.377192,0.55466425,18.718355,0.7518416,7.426248,2.4096296,-1.1573126,-12.712973,-6.6821895,13.486584,0.0069174026,-0.008565006,0.04296062,2.9691358,2.5566604,0.22157004,0.1745019,0.15369077,0.23365538,-39.046814
138,NOR02,34.804115,0.21936099,29.491898,36.402313,40.256123,10.764225,303.39426,459.24197,125.45056,199.3551,2.3676708,0.59128946,0.9919487,2.2248673,3.5974827,2.605534,31.94998,19.824242,22.89656,15.207135,2.4884017,0.8634294,20.348797,0.5827872,3.486016,3.9100282,2.6042078,5.0414195,-19.05622,-0.7770649,0.04830021,1.7674148,1.2273389,0.58114177,4.9495673,1.0927761,7.3552566,1.7736515,22.172691,0.42956564,657.6927,0.34045434,1278.9961,0.17789641,-52.865986,-1.4737908,1694.9445,0.18363088,993.7463,0.36216757,-55.506973,-1.2157971,2773.0212,0.10733788,711.0585,0.53216213,-59.50784,-1.09812,-12.802874,-0.49048573,23.048256,0.34119204,0.05353129,0.6886514,-0.024536325,-0.5031577,2.8672414,0.7656699,23.370554,0.44870555,3.15722,4.307876,1.4241807,9.218379,-21.119596,-0.69969946,-3.342533,9.682253,0.016689202,-0.014511181,0.9336289,3.4916282,2.0521321,0.3834819,0.40087068,0.099391885,0.10512364,-13.572765
139,UCA08,34.9494,0.20577265,30.902084,33.873466,37.439728,6.5376434,435.49277,762.21356,171.52184,297.18903,1.6632227,0.85974807,0.17228225,1.3674655,2.9556565,2.7833743,36.953674,21.878946,29.68965,15.876049,1.5103686,1.047775,10.923615,1.8872222,1.3989315,11.923341,10.220574,2.0781827,-3.3966649,-4.7912445,0.04267803,1.8167804,1.3867501,0.7150956,4.5810084,1.1125855,10.822626,1.1413407,16.968773,0.8306431,632.08295,0.5212654,1075.435,0.28277925,-80.88526,-1.1397921,1711.228,0.20215352,736.3107,0.49175057,-71.4581,-1.143331,2727.6458,0.13086778,748.9853,0.4755348,-70.70771,-1.1529588,-7.680889,-1.5084025,15.81694,0.74064404,0.101868086,0.3035703,-0.01683015,-1.0747964,2.0369444,0.77938634,16.766628,1.1810284,0.36596835,49.01527,12.612622,1.7970359,-5.031287,-3.4900005,2.229599,6.2385826,0.09880777,0.002636722,0.28929496,4.130422,2.1427724,0.3178729,0.30260408,0.14765273,0.18659914,-17.933052
140,UPS05,33.122124,0.22637248,29.19703,34.90678,38.686554,9.489525,242.344,302.58572,163.4562,225.2136,0.82975054,0.9662908,0.08105335,0.6411341,1.4634942,1.3824408,17.279648,9.749684,17.151314,11.754991,0.60593504,1.1666241,14.717453,0.88627464,11.241916,1.4071311,11.158663,1.3490944,-4.1838136,-3.8922024,0.049099457,1.9919975,1.3154721,0.84077257,5.5683966,1.0360861,9.100912,1.5975677,19.121086,0.6591865,513.79645,0.4791023,1115.0704,0.22688429,-109.212875,-0.8382999,1593.357,0.18326746,705.74536,0.49455637,-95.80615,-0.87129587,2609.3513,0.11553555,673.8101,0.46760994,-96.61812,-0.8553461,-14.068517,-0.49663424,21.905748,0.36594853,0.05811099,0.87063175,-0.023112329,-0.5208773,0.9016033,0.81621253,20.393787,0.5685935,8.677835,1.83135,11.869568,1.4359585,-9.0049715,-1.9801925,-6.692033,13.363628,0.019803079,-0.01009664,0.17002551,3.1665025,2.3900685,0.24026698,0.22890125,0.17916435,0.28531533,-25.08715
141,UPS06,35.96216,0.16825257,32.820793,36.694355,40.441486,7.620693,386.10754,621.7036,145.3478,254.12125,0.6873883,0.89010304,0.12949848,0.55265284,1.1338747,1.0043762,14.614345,9.017789,11.285343,7.9582434,0.4406675,1.1816791,15.000336,0.9879793,15.869981,0.98096645,4.83637,3.1941817,-6.781064,-2.497281,0.040762514,2.2662215,1.118692,0.90789694,8.090132,0.6731617,9.337921,1.3665736,23.570778,0.532706,590.02155,0.37112364,1255.5035,0.19751927,-94.3488,-0.9543748,1679.664,0.18057136,875.9177,0.5419399,-89.175125,-0.8961824,2781.1707,0.103337824,726.23615,0.65598303,-91.988335,-0.8424537,-16.875532,-0.50712067,25.355585,0.37894475,0.06676933,0.6163472,-0.025707725,-0.56218946,0.61726135,0.8848039,20.888494,0.594372,15.849969,1.0178647,3.3232236,5.2358336,-12.401318,-1.3831671,-5.8661456,13.885731,0.018771937,-0.008003267,0.121681936,3.2630439,2.212187,0.28191212,0.24273416,0.17404254,0.25959828,-26.435593
142,OCM08,32.235977,0.22449392,26.8596,31.903286,38.119667,11.260067,249.44344,310.77368,145.25381,299.7115,1.0469521,1.0982322,0.19027214,0.64513004,1.6762218,1.4859498,30.721146,21.30389,21.35456,16.50957,0.78918326,1.5146269,4.867465,2.4054506,19.375143,0.7306924,16.628246,0.8939842,-9.53564,-1.5129143,0.051156748,1.7546045,1.5020322,0.6615673,2.925547,1.4393342,8.066803,1.6120319,15.464195,0.75408506,616.8441,0.49159595,1023.0851,0.27562886,-91.98519,-0.98714316,1778.5884,0.18013759,618.7014,0.6719683,-88.51212,-0.93277735,2731.176,0.12613755,645.994,0.57066715,-85.51423,-0.98865557,-9.891918,-0.8029852,14.650591,0.5777146,0.03484444,1.067993,-0.027247481,-0.4755842,1.1367377,1.1802301,7.4536176,1.5006692,18.979471,0.81000274,17.83088,0.9294018,-10.317911,-1.5840245,-5.033118,10.030347,0.010636641,-0.01882303,0.20975232,2.994253,2.822975,0.21228105,0.18892471,0.1400475,0.20715928,-23.21967
143,NOR01,39.548542,0.20996745,34.674896,41.843925,45.835785,11.160889,197.74939,257.17017,137.30853,151.02168,2.7797382,0.46967858,1.5645485,2.8344283,3.9231637,2.3586152,29.40035,18.771963,21.749594,12.817808,3.6198857,0.7119087,18.202536,0.6613944,9.72103,1.4783722,-5.9621935,-2.6593802,-19.124132,-0.8381494,0.05492515,1.7972089,1.1596231,0.6684331,6.7387753,0.9393942,11.0495405,1.1019031,23.950895,0.47595674,714.09015,0.3364294,1217.2781,0.19435844,-50.397068,-1.4624407,1781.2524,0.17563607,873.6597,0.41320488,-54.246273,-1.1270614,2905.4805,0.11328914,678.70166,0.5866592,-58.543346,-1.0085177,-16.517769,-0.44322246,26.432976,0.32892707,0.07586529,0.5366158,-0.027122417,-0.51363015,4.0158505,0.63493305,20.636614,0.5167902,9.098237,1.619086,-7.002793,-2.2897608,-21.475035,-0.7228703,-5.8097606,12.65465,0.029916774,-0.018430447,1.6062067,4.083799,1.8552668,0.44310242,0.52375084,0.09440154,0.093006015,-10.686827
144,LOR05,25.8769,0.1926554,22.747751,25.489874,29.731073,6.983322,230.55984,340.47583,108.49242,188.56126,0.69448453,0.9250924,0.11506601,0.53032374,1.1796881,1.064622,15.9815855,9.703824,15.250363,10.050296,0.5001211,1.1147562,22.107807,0.6630911,10.571846,1.108833,24.260908,0.51945996,2.9802325,4.6581717,0.05453704,1.9385768,1.6958922,0.7446062,3.48906,1.3055289,7.3577857,1.5838119,24.967491,0.41599312,587.4711,0.47703543,1153.5431,0.235274,-75.15715,-1.1780307,1657.4901,0.19382836,811.3516,0.3940117,-81.23793,-0.9973149,2640.6987,0.12725079,741.29,0.37865466,-82.16433,-0.97659934,-16.436848,-0.470642,23.075485,0.36875126,0.04080907,0.7442746,-0.018637361,-0.81132776,0.6975308,0.8208704,27.288343,0.4670216,10.424141,1.1568305,26.915873,0.4944278,3.2691174,4.937485,-8.5309,15.262696,0.015913734,-0.0075665056,0.10042549,3.4189944,1.8720313,0.34859702,0.31627032,0.18625851,0.31995896,-25.161274
145,SOU05,31.642437,0.18354854,30.42251,32.910378,35.39958,4.977068,312.14188,456.33716,153.29388,288.51984,0.35376194,0.82563,0.10810295,0.25287306,0.57659185,0.4684889,9.324747,5.5826693,7.4450154,4.689362,0.30760354,0.7837947,19.144215,0.7968874,16.423367,0.5979012,14.781329,0.8453105,5.018548,2.7885063,0.048831534,2.011721,1.5050619,0.77099854,7.3492093,0.61525476,7.53665,1.8337651,25.65327,0.49886617,528.36005,0.40505397,1237.2797,0.17746143,-107.29614,-0.8369872,1615.27,0.18544033,901.83374,0.39786097,-110.184135,-0.732717,2705.907,0.09407649,786.03253,0.44585508,-112.10553,-0.70294356,-22.133219,-0.29493842,31.554434,0.24355264,-0.026525669,-1.6544576,-0.023484422,-0.6529501,0.40829706,0.6539244,28.88145,0.43808928,16.162512,0.73365366,17.826328,0.8633335,-1.0151663,-15.53972,-23.180902,34.631413,-0.09227003,-0.003488557,0.18848957,3.8573728,2.864118,0.17875259,0.16362104,0.15852423,0.22770312,-32.289978
146,LDV04,25.11883,0.13876562,22.532671,25.052784,27.812803,5.2801323,165.16908,229.96611,53.995987,109.39817,0.77370465,0.8723751,0.16520534,0.62568307,1.2528429,1.0876375,16.337677,10.728253,15.838985,10.670609,0.5777165,1.1909934,23.26504,0.655521,6.1380506,1.7834418,10.958202,1.1650275,4.490146,2.9017444,0.033590145,1.6657746,1.5973257,0.7172538,3.2488327,1.1575289,4.0869875,1.7326827,25.362877,0.28062767,505.47952,0.4360517,1217.2197,0.17201899,-84.86978,-1.0849574,1511.4645,0.17597656,891.78235,0.28379905,-91.51305,-0.92625654,2493.9744,0.1207326,793.3952,0.32730082,-94.474846,-0.8704544,-14.989353,-0.4723209,23.069662,0.33876574,0.052019496,0.5764559,-0.019951427,-0.74541116,0.8558873,0.86090815,31.45707,0.38885158,6.7580957,1.6926233,14.937538,0.89782697,5.737707,2.6478717,-4.70959,11.264081,0.04702849,-0.007210381,0.15223695,3.4213483,2.4613657,0.23543379,0.19771904,0.15992682,0.26039806,-24.520521
147,CFE02,30.471819,0.30990925,19.88404,33.976337,38.84675,18.962708,282.55893,343.59647,169.13312,206.74539,1.4635068,0.637534,0.52494687,1.356217,2.2169824,1.6920354,20.486038,13.434935,13.209976,7.787129,2.020938,0.93065137,21.670557,0.55756515,15.658226,0.8087767,12.642215,1.0723969,-4.1275945,-3.5341232,0.08965887,1.5655746,1.5667467,0.5963662,3.413945,1.7611027,7.156068,2.5707932,22.920652,0.691278,582.92645,0.37548846,1269.987,0.1777731,-73.672966,-1.1406902,1699.6794,0.15241458,904.95795,0.46102113,-76.31063,-0.95475966,2764.8406,0.10196598,771.64404,0.57542336,-78.194534,-0.9160174,-19.903786,-0.35169235,28.98037,0.28847238,0.010009919,4.0196724,-0.026132302,-0.4450243,2.5013235,0.75459164,25.320108,0.4174499,16.850887,0.7445668,14.015415,1.0327929,-6.7950597,-2.2555292,-9.652614,17.33743,-0.017825214,-0.012477563,0.6956569,3.0921319,2.1272926,0.33837837,0.38258722,0.1415035,0.17189668,-16.474272
