ID,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,equivalentSoundLevel_dBp,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength
NOR12,2.4360821,0.50078213,1.2116575,2.4238596,3.5601795,2.348522,29.055014,15.592471,24.923405,13.530718,-12.160647,4.5615416,2.2872877,0.3465602,0.34111676,0.08174418,0.075327806
UPL01,0.24875312,0.74419916,0.0890671,0.20882273,0.36976516,0.28069806,4.5714264,3.2036326,3.4165008,2.717675,-39.046814,2.9691358,2.5566604,0.22157004,0.1745019,0.15369077,0.23365538
NOR02,2.3676708,0.59128946,0.9919487,2.2248673,3.5974827,2.605534,31.94998,19.824242,22.89656,15.207135,-13.572765,3.4916282,2.0521321,0.3834819,0.40087068,0.099391885,0.10512364
UCA08,1.6632227,0.85974807,0.17228225,1.3674655,2.9556565,2.7833743,36.953674,21.878946,29.68965,15.876049,-17.933052,4.130422,2.1427724,0.3178729,0.30260408,0.14765273,0.18659914
UPS05,0.82975054,0.9662908,0.08105335,0.6411341,1.4634942,1.3824408,17.279648,9.749684,17.151314,11.754991,-25.08715,3.1665025,2.3900685,0.24026698,0.22890125,0.17916435,0.28531533
UPS06,0.6873883,0.89010304,0.12949848,0.55265284,1.1338747,1.0043762,14.614345,9.017789,11.285343,7.9582434,-26.435593,3.2630439,2.212187,0.28191212,0.24273416,0.17404254,0.25959828
OCM08,1.0469521,1.0982322,0.19027214,0.64513004,1.6762218,1.4859498,30.721146,21.30389,21.35456,16.50957,-23.21967,2.994253,2.822975,0.21228105,0.18892471,0.1400475,0.20715928
NOR01,2.7797382,0.46967858,1.5645485,2.8344283,3.9231637,2.3586152,29.40035,18.771963,21.749594,12.817808,-10.686827,4.083799,1.8552668,0.44310242,0.52375084,0.09440154,0.093006015
LOR05,0.69448453,0.9250924,0.11506601,0.53032374,1.1796881,1.064622,15.9815855,9.703824,15.250363,10.050296,-25.161274,3.4189944,1.8720313,0.34859702,0.31627032,0.18625851,0.31995896
SOU05,0.35376194,0.82563,0.10810295,0.25287306,0.57659185,0.4684889,9.324747,5.5826693,7.4450154,4.689362,-32.289978,3.8573728,2.864118,0.17875259,0.16362104,0.15852423,0.22770312
LDV04,0.77370465,0.8723751,0.16520534,0.62568307,1.2528429,1.0876375,16.337677,10.728253,15.838985,10.670609,-24.520521,3.4213483,2.4613657,0.23543379,0.19771904,0.15992682,0.26039806
CFE02,1.4635068,0.637534,0.52494687,1.356217,2.2169824,1.6920354,20.486038,13.434935,13.209976,7.787129,-16.474272,3.0921319,2.1272926,0.33837837,0.38258722,0.1415035,0.17189668
SOU14,0.5916311,0.82306135,0.16224732,0.44640222,0.96347255,0.80122524,11.078286,7.179221,9.164447,6.0719714,-26.577545,3.0672965,2.8841436,0.19891489,0.18998855,0.14120853,0.15884265
UCA15,1.3373619,0.8598836,0.110559285,1.1833013,2.3355172,2.224958,27.241049,15.670867,23.05773,13.699192,-18.746033,4.1836677,2.2074041,0.30429688,0.29316893,0.14519404,0.19696006
GRE04,0.6941658,1.0157616,0.09429848,0.46452814,1.2220621,1.1277636,16.535284,12.135207,12.189147,9.926628,-25.850443,2.2078652,2.4276483,0.19282408,0.18993877,0.2246438,0.33668584
LYO08,0.63509285,0.8191724,0.12587374,0.532452,1.0770925,0.9512188,12.513026,7.4649267,10.509038,6.279398,-30.851412,3.8305085,2.2440789,0.27357683,0.259474,0.16442308,0.2198525
BRE08,0.654719,0.7489414,0.18504226,0.5634554,1.0690469,0.8840046,13.358229,7.962435,9.933558,5.7505116,-26.238476,3.5898876,2.0623772,0.3277929,0.32241315,0.15670885,0.2524348
NOR11,2.2921467,0.56405044,0.90436053,2.2645679,3.5194154,2.6150548,34.770084,17.312027,29.062357,16.685694,-13.175946,4.6116924,2.5495913,0.31858742,0.3125594,0.06591954,0.06127958
LOR03,0.8553243,0.67118895,0.324759,0.7534034,1.3140814,0.9893224,14.915675,8.58866,12.790918,8.4765005,-24.767218,3.9140182,2.1849127,0.3455,0.38019028,0.10677116,0.16122927
LYO04,0.88857025,0.9892515,0.10064405,0.64912367,1.5003086,1.3996646,18.451176,13.462314,16.064621,10.394809,-26.075655,3.4333334,2.3006392,0.23780192,0.19498478,0.19089238,0.2778333
OCM17,0.82955295,0.986725,0.14630958,0.60088104,1.3706784,1.2243688,19.338276,12.434313,16.12433,11.412389,-22.649559,3.0740385,2.5407834,0.2320134,0.20475987,0.15852417,0.22660203
PES03,0.8171531,0.84971946,0.16719523,0.6806701,1.3188899,1.1516947,18.553455,12.052709,18.039028,12.746332,-24.27264,3.7055554,2.4620688,0.22970656,0.21171688,0.17425315,0.25757015
ALS02,0.96342003,0.7431755,0.28412902,0.83367276,1.5268631,1.2427341,18.490795,10.126252,15.641633,9.943728,-21.354523,4.116667,2.2565584,0.32374385,0.30374968,0.1087912,0.13122493
SPC03,0.99166024,0.76480585,0.31970388,0.84116024,1.5528116,1.2331078,21.718037,14.04169,15.719532,9.601725,-22.272573,3.6894388,2.5483303,0.2468435,0.23355937,0.14907348,0.2080369
BFC07,0.86837703,1.057699,0.120834395,0.4989022,1.5186708,1.3978364,22.321604,15.71913,19.818626,15.8956585,-24.322634,2.7363644,2.1664417,0.21252124,0.1752801,0.24842592,0.3677706
NOR04,2.2370157,0.58731794,0.8904169,2.1194232,3.4458828,2.555466,30.71152,19.935019,18.29979,10.928793,-13.178869,3.5222223,1.483828,0.60265917,0.6909746,0.0637561,0.060170792
OCM20,0.8421549,0.8812592,0.16014704,0.627167,1.4959984,1.3358513,17.76988,8.945445,14.129888,8.470216,-25.350851,3.6034484,2.3972406,0.2682494,0.21730208,0.14920904,0.1978514
PES07,1.6957889,0.90803623,0.37803462,1.2497525,2.785384,2.4073493,38.439434,24.105688,32.148438,20.966002,-14.969156,3.75,2.5297027,0.26492134,0.23186828,0.12739474,0.18133363
LOR02,0.6078602,0.85709316,0.10043369,0.5112525,1.0212574,0.9208237,11.683645,7.70589,10.470981,7.8278446,-23.97102,3.5698323,2.0005589,0.30418995,0.27196628,0.18809667,0.26227278
OCM10,0.65697694,0.6913156,0.23549744,0.58145666,1.0126748,0.77717733,11.560359,8.687808,7.200537,5.520478,-27.501335,2.7105262,2.411161,0.24617904,0.23035002,0.1666253,0.22931127
BRE12,0.8304555,0.86998475,0.19653778,0.595895,1.4501321,1.2535944,19.392231,10.408157,14.312394,9.102435,-27.646416,3.2001884,2.0785491,0.2977337,0.28536713,0.18266882,0.2768826
UCA10,0.9679638,0.83407646,0.18049374,0.7974104,1.6269972,1.4465035,20.186546,12.292549,14.358168,8.492689,-20.451178,3.7272727,2.244956,0.30503798,0.299387,0.13205634,0.17166623
SOU10,0.47441587,0.7891881,0.112717316,0.37680137,0.79669845,0.6839811,9.377647,5.096314,9.127103,5.340937,-30.957462,4.3315544,2.8047132,0.21619254,0.18344957,0.12879716,0.19453315
CFE05,1.4835293,0.6678514,0.46095812,1.3615642,2.2584686,1.7975105,22.068298,13.64042,14.658054,8.869675,-17.623823,3.1318681,2.2808464,0.31910843,0.3732131,0.12875,0.1528764
HES05,0.791616,0.8832653,0.16654176,0.585796,1.340549,1.1740072,18.71524,11.518657,15.746359,10.641984,-26.893986,2.8557143,2.3730133,0.2257377,0.23601015,0.19749999,0.39088023
CFE07,1.4243412,0.5896894,0.5560403,1.3848615,2.069594,1.5135536,21.134325,14.006352,14.678958,9.304886,-17.603735,3.5538733,2.2665613,0.32364088,0.35737503,0.12399351,0.14983536
UPS01,1.206432,0.69934607,0.35143578,1.1038852,1.9907255,1.6392897,21.168524,10.683266,18.851671,10.4583,-20.38944,4.54321,1.9388701,0.39111465,0.3718104,0.12707509,0.17434727
BRE06,0.68016976,0.7620259,0.2307978,0.54488444,1.0845853,0.85378754,13.719696,9.181563,10.578069,6.3219986,-28.398495,3.6553671,2.5430913,0.2594222,0.2321936,0.12404939,0.16904208
ALS11,1.0784476,0.7547175,0.34676194,0.9047772,1.7037103,1.3569484,22.99499,14.380899,17.379559,11.667031,-19.283844,3.4383955,2.6190076,0.26860514,0.25329074,0.10365853,0.13562596
CFE03,1.2997347,0.57146496,0.5398102,1.2651988,1.8930919,1.3532817,17.791016,11.047178,12.489041,8.270497,-17.094797,2.9944885,1.9610074,0.39402896,0.41310942,0.123601526,0.1650335
SOU07,0.5080704,0.85322994,0.1274203,0.35195622,0.876868,0.7494477,11.798193,6.1795163,9.546831,5.291495,-30.444962,4.2654295,3.3270698,0.17976743,0.13684127,0.11520231,0.17540132
BFC02,0.94328237,0.7371168,0.24680665,0.85889894,1.5056851,1.2588785,18.946945,10.972395,18.691273,11.460108,-24.190628,4.6976743,3.0243108,0.20382692,0.18942854,0.1148643,0.1638469
NOR08,1.8138918,0.7954475,0.5697899,1.4708506,2.7654433,2.1956534,26.445866,15.930573,20.864952,13.615333,-15.41184,3.00592,2.4724011,0.3074186,0.33962378,0.09161473,0.1017604
UCA01,0.8480436,0.81082857,0.14722236,0.72912234,1.3950487,1.2478263,17.27227,10.520753,13.709936,8.321274,-23.649275,4.19774,2.0796835,0.3307065,0.29446343,0.14446484,0.16433056
ALS06,0.9405566,0.727592,0.3412564,0.84025735,1.395116,1.0538596,16.978758,12.097133,14.414177,11.403265,-22.729277,2.542712,2.4811342,0.2825576,0.24892974,0.11195823,0.16130856
GRE06,0.9609588,0.91182476,0.16789691,0.7409746,1.6269455,1.4590486,19.40608,10.987654,15.733493,10.324759,-23.56065,3.2596686,2.1044471,0.27692103,0.24335532,0.20044777,0.27787486
SPC12,0.8447548,0.72115254,0.25113067,0.7815688,1.3167353,1.0656046,14.602159,8.151061,13.699081,8.349334,-24.063911,3.5525324,2.2683651,0.3081795,0.2851639,0.1245977,0.19675705
GRE15,0.67428285,0.7882129,0.16508612,0.56476223,1.1145694,0.9494833,12.054534,7.7615337,9.127476,6.399534,-27.408115,3.1648922,2.448067,0.21961538,0.20284948,0.18770269,0.26648733
POF01,0.51247287,0.76449597,0.15131742,0.41227794,0.8466885,0.6953711,10.238582,6.1921344,7.336142,4.607637,-30.890606,3.7281084,2.2895467,0.28363636,0.24192806,0.14195652,0.15835947
BRE10,0.74600273,0.71147466,0.23759338,0.6526694,1.2114263,0.97383285,15.544604,9.04999,12.619142,6.918382,-27.244314,4.4422345,2.5035923,0.26896247,0.25858846,0.12763636,0.20441093
UPS12,0.93811315,0.79786855,0.2319138,0.7997025,1.5263288,1.294415,19.891315,11.689426,17.180645,10.701778,-23.359264,4.1137724,2.3721097,0.2725,0.26008266,0.13947514,0.19926389
GRE09,0.7144553,0.8299268,0.1704772,0.6001278,1.1336687,0.96319145,16.320576,11.2437935,10.804479,7.729569,-27.610611,3.1777778,2.2776635,0.27435207,0.25002328,0.16639204,0.24590601
SOU09,0.5334506,0.8388521,0.14128363,0.40368867,0.87679636,0.73551273,10.503968,6.5970435,8.349607,5.9592037,-26.051102,3.1022727,2.5291276,0.21649438,0.1895395,0.17250614,0.2552228
UPS04,0.6618977,0.84903896,0.12771454,0.5483887,1.1289517,1.0012372,13.045497,7.495419,11.4145355,7.6808133,-27.459457,3.4777777,2.206291,0.286801,0.28437042,0.16512968,0.24453595
LRE11,1.1200031,0.7469576,0.35483038,0.9426374,1.6870476,1.3322172,17.884762,11.47776,17.631151,14.7106695,-25.70917,2.7372773,3.028779,0.24667896,0.30745533,0.07699769,0.08426698
BOD06,0.5258597,0.73879856,0.15023938,0.45878088,0.83212316,0.6818838,9.429965,5.3813086,8.045395,4.9712715,-32.306595,3.601156,2.185729,0.3016402,0.27404886,0.15198795,0.23608175
SEN02,0.41471934,0.29390237,0.39075693,0.40685233,0.42506585,0.03430891,5.002704,3.5333745,2.879923,3.7121189,-40.847668,0.0295858,5.641056,0.088457495,0.08009568,0.07980075,0.095983885
OCM12,0.61669403,0.98293585,0.07255237,0.4296557,1.1235971,1.0510448,14.268733,9.031673,14.923441,9.42003,-29.886368,3.4352226,2.3907762,0.20170213,0.17621697,0.22407608,0.4525876
BOD15,0.48289672,0.69583726,0.18051226,0.4193698,0.730638,0.5501258,8.414318,5.101673,6.6298523,4.3092327,-34.357723,3.4197006,2.232661,0.3133911,0.32997695,0.12641872,0.1424031
GRE05,0.7871122,0.9513334,0.092593595,0.5877228,1.3667077,1.2741141,18.330826,11.4917555,14.996282,9.120342,-28.637354,3.6333334,2.1050289,0.28595236,0.26433754,0.18898508,0.26801825
SPC11,0.95662296,0.8103842,0.24329731,0.78503853,1.5794586,1.3361613,17.833855,11.133905,12.910451,7.2182274,-22.919127,3.3910615,1.9446774,0.34405175,0.29575825,0.1777931,0.24145378
LRE08,0.9112618,0.8791823,0.25650594,0.66829294,1.4114523,1.1549463,18.50292,12.921122,16.418543,14.855659,-27.606882,2.245614,2.7902896,0.2565199,0.31657973,0.09641221,0.13543296
LDV01,0.77854687,0.79802567,0.24096307,0.65020543,1.1813322,0.9403691,15.157484,10.087261,13.782849,10.644029,-25.50178,3.2277384,2.498053,0.23880096,0.2333748,0.15493369,0.22212993
LRE02,1.2567784,0.67892325,0.51998657,1.075973,1.8179014,1.2979147,21.82984,14.382938,16.867104,14.046317,-23.059427,2.4656591,2.5530446,0.3027928,0.41003063,0.08381356,0.101702414
BRE04,0.61947,0.75208455,0.17851862,0.53014386,1.0084553,0.8299366,12.4201145,7.653123,10.152047,5.8668957,-29.88501,3.8644068,2.000678,0.33432204,0.29351795,0.15946874,0.26577622
GRE02,0.93701655,0.76572484,0.2902551,0.7773112,1.501154,1.2108989,17.311947,11.358274,12.374654,9.152903,-22.50933,2.8555555,2.171855,0.3199487,0.28865463,0.13655786,0.18431047
NOR07,2.7988117,0.6015887,0.9943056,2.7345884,4.452462,3.4581566,40.078773,20.384378,31.218557,18.035013,-12.489979,4.35,2.1007001,0.37261906,0.4408311,0.09809523,0.10775713
PES11,1.26106,0.8798312,0.23035243,1.0087936,2.1283197,1.8979673,26.272255,16.06417,22.73963,15.075359,-19.22846,3.6416185,2.567216,0.2469144,0.23593444,0.13542713,0.21718666
OCM04,0.6430067,0.9526408,0.100636326,0.4966228,1.0860096,0.9853733,15.103379,10.185168,12.55215,10.425924,-27.71665,2.904018,2.791255,0.18607296,0.15600368,0.17428929,0.24630657
UPS14,0.81829035,0.9758771,0.07869991,0.59030026,1.4782639,1.3995639,20.921164,12.024844,19.100388,12.383267,-22.880068,3.6043162,2.2266178,0.24860406,0.20969236,0.19822533,0.31907436
ALS08,1.3180996,0.7033229,0.43759483,1.1818902,2.058859,1.6212642,24.094261,13.687576,20.86042,13.00881,-18.729645,4.312849,2.1292052,0.34656164,0.3065782,0.11337243,0.13226442
BFC03,0.86701316,0.9554729,0.17249113,0.64072716,1.4048678,1.2323766,19.091286,13.5194845,16.394508,11.164877,-23.305216,3.0195384,2.2703345,0.22249275,0.18503936,0.2047289,0.31143117
BOD05,1.0157757,0.7229646,0.2379483,0.95124054,1.6634372,1.425489,18.01959,9.464527,15.41702,8.611217,-23.058632,4.143418,2.5033157,0.28262693,0.2655827,0.10888325,0.14720488
BFC05,1.0757631,0.8298853,0.27341816,0.8853469,1.689539,1.4161208,21.78183,14.974655,16.539478,11.882526,-23.3767,2.907146,2.1460974,0.29289973,0.30346242,0.17094512,0.24688439
BOD02,0.88154745,0.8447419,0.21711743,0.6880267,1.4535182,1.2364007,15.870169,10.171504,13.31682,7.8919444,-27.202566,3.4046857,2.0681129,0.31255433,0.27977175,0.15965116,0.22767632
SPC06,0.71108466,0.851249,0.17388442,0.55670464,1.1882282,1.0143439,15.610191,8.9742155,12.898563,7.456797,-28.617558,3.5375,2.3324163,0.26546916,0.20555428,0.15199421,0.20293039
LDV09,0.4419455,0.7465396,0.1543988,0.3789549,0.66165036,0.50725156,7.689058,5.772076,5.4874845,4.6313205,-29.769527,2.3333333,1.9556862,0.34789017,0.38196617,0.1500923,0.2012201
PES02,0.93405324,0.83702195,0.19306642,0.76849383,1.5418414,1.3487749,19.850887,11.42841,18.74446,12.114992,-20.531067,3.6426618,2.464651,0.23555554,0.22409263,0.15997566,0.23379199
ALS07,0.9046752,0.7254134,0.2811365,0.78399545,1.4448829,1.1637464,16.577175,10.232293,13.50995,8.638304,-23.573587,3.8926554,2.0627296,0.35235614,0.33561468,0.12702194,0.1412802
ALS10,1.0680981,0.79919386,0.32336256,0.8381987,1.72508,1.4017174,21.05141,12.105196,18.009964,11.338152,-22.724361,3.8779933,2.2499444,0.32715347,0.31020996,0.11628398,0.14016105
CFE09,1.2672293,0.6155761,0.49880603,1.171481,1.849215,1.350409,19.722195,13.553383,13.223533,8.128475,-20.536583,3.4750547,1.8611671,0.42225224,0.53800374,0.12105882,0.1518025
BOD01,1.0191989,0.8070605,0.16835165,0.88449764,1.7502594,1.5819077,22.67018,12.345326,17.940601,9.777492,-24.199747,4.3843746,1.9291015,0.37746435,0.35967547,0.14119862,0.2135117
UCA04,1.7168257,0.79504776,0.37598094,1.420578,2.9117208,2.53574,37.919617,23.33164,29.339952,17.162203,-16.682207,4.3316174,2.3025925,0.30989715,0.33699265,0.11651163,0.16484682
PES01,0.99038595,0.96780294,0.20580703,0.6580374,1.6380298,1.4322228,22.218304,16.183882,15.797439,11.093637,-22.949034,2.7953217,2.3223164,0.24828716,0.22910868,0.18391931,0.26805562
BOD08,1.0758498,0.789103,0.27047214,0.8511402,1.8477253,1.5772531,20.551235,12.31777,14.868608,8.718056,-23.605097,3.602011,2.0066335,0.35980716,0.36697373,0.13771242,0.17450027
BRE07,0.63182485,0.7386422,0.1639866,0.5730932,1.0491289,0.8851423,11.878613,8.143801,8.305343,5.0300646,-27.576347,3.4277778,1.8617316,0.35865673,0.31820622,0.17491582,0.23559663
LOR09,0.9339799,0.81580675,0.25467804,0.7175856,1.5689043,1.3142263,18.09687,10.629429,14.838323,9.940698,-24.064718,3.1541057,1.5721473,0.46141818,0.49502674,0.18004291,0.27438354
HES08,0.59561956,0.75595427,0.18391813,0.49494267,0.9087148,0.72479665,11.877927,7.584393,10.361841,7.1495957,-32.216614,3.7149005,2.8204236,0.18463917,0.18512999,0.16337867,0.27839887
UCA07,1.2803657,0.66483253,0.46996126,1.1153741,1.9677505,1.4977893,24.367157,16.17641,18.57107,10.8063965,-20.546217,4.051789,2.2664201,0.24474488,0.2173282,0.19377464,0.2685093
HES06,0.77251744,0.8100454,0.20105457,0.620638,1.2619884,1.0609338,14.960655,9.748061,11.847373,9.311619,-25.875753,2.6923077,2.8292394,0.1748117,0.16717769,0.17650233,0.28714442
LRE03,1.2357875,0.80295765,0.3264405,1.0023822,1.980581,1.6541405,25.01839,14.468814,26.375832,20.675974,-24.800291,3.0172172,2.722674,0.2725261,0.33611956,0.09289544,0.12145751
UCA11,1.3781558,0.8372175,0.24207577,1.1169654,2.418001,2.1759253,27.996382,17.05035,19.981476,11.906616,-18.025146,3.9944508,2.7814724,0.24247402,0.23607406,0.11560914,0.15394554
BOD14,1.0508771,0.7822874,0.241828,0.8840536,1.8245488,1.5827209,21.342875,12.400899,17.775152,9.696125,-23.312145,4.189349,2.326132,0.29470736,0.26307532,0.13076696,0.1834317
HES04,1.3771714,0.7826229,0.40332955,1.138312,2.1852622,1.7819326,27.585373,15.997041,23.690054,15.197919,-21.031826,3.8013153,2.4814856,0.26342985,0.28888825,0.13022004,0.20657207
SOU03,0.41940814,0.8666065,0.10056645,0.3038644,0.7220539,0.62148744,8.786146,5.392936,8.416587,5.4253783,-30.264404,3.3171213,2.2521045,0.23781553,0.21209793,0.19579487,0.319276
BOD16,0.87145954,0.9366459,0.115008965,0.64261925,1.5696524,1.4546435,19.822706,11.27956,18.606907,10.914288,-26.194267,3.7373567,2.3326283,0.25830883,0.21354914,0.16554944,0.24119084
GRE13,0.67694706,0.7589777,0.21756619,0.5787287,1.066394,0.8488278,12.799785,8.01135,9.852115,7.348987,-31.140808,3.2197802,2.6821613,0.21911705,0.21336028,0.15053864,0.20982192
LYO07,1.0823933,0.863785,0.11242207,0.95729256,1.8945662,1.7821441,22.92818,14.403434,18.750328,11.794209,-22.325375,3.6685393,2.6413398,0.20159574,0.18493645,0.16868663,0.26680624
LRE04,1.2447263,0.68786234,0.58164555,1.0488861,1.7239991,1.1423535,23.200346,16.71144,18.024464,14.580426,-23.898579,3.1270719,2.2769978,0.342233,0.40100032,0.09214286,0.11010088
BRE13,0.54327214,0.7419525,0.18054304,0.45432687,0.8641462,0.68360317,10.093268,6.165609,8.702796,5.5880184,-30.251823,3.8013153,2.2604177,0.297066,0.27547905,0.14393677,0.22260669
CVL03,1.003852,0.74113333,0.32650667,0.8414018,1.5385433,1.2120366,18.747118,13.643616,15.330885,10.848863,-23.534203,2.9258816,2.000686,0.30494285,0.31609556,0.2010265,0.33418268
UCA09,1.1913389,0.88205194,0.16510773,0.946389,2.105289,1.9401813,27.62723,16.264063,21.337904,11.879042,-19.314283,4.1274066,2.4113805,0.27505994,0.2328575,0.13431694,0.1846617
POF04,0.5553054,0.7556441,0.14140153,0.4923771,0.9083618,0.76696026,10.658531,6.3402295,9.76616,5.8863254,-29.066206,4.2285714,2.2635038,0.26444444,0.24433579,0.17684814,0.24057436
BRE01,0.49678683,0.823807,0.12097743,0.41518787,0.81052846,0.689551,11.08431,7.2472873,8.658487,6.0787063,-30.501911,2.9833333,2.2840946,0.26523113,0.25215802,0.16901639,0.23410827
NOR06,1.4884399,0.7382057,0.47168037,1.2502658,2.314788,1.8431077,25.50028,16.015385,20.628597,14.421142,-18.559994,3.1173184,2.1572683,0.38453367,0.4241413,0.07149351,0.06488531
UCA02,1.4933038,0.8211225,0.31031004,1.2269685,2.485699,2.1753888,33.08757,21.302467,23.405365,13.012367,-16.831734,4.0111113,2.56738,0.27619046,0.26274645,0.1092746,0.12051054
UCA03,1.623908,0.78179336,0.4174768,1.3613948,2.7351894,2.3177125,35.160194,22.336323,24.475193,13.226961,-17.259615,4.2560616,2.5649974,0.27294785,0.23816268,0.11129973,0.14226723
OCM01,0.8080695,0.78302324,0.19807497,0.6925786,1.3435376,1.1454626,14.401215,8.625927,12.047071,8.161648,-24.915667,3.391251,2.1740346,0.28264782,0.27400842,0.17492795,0.2731493
BFC08,1.0366323,0.72590446,0.31193733,0.92153156,1.6442515,1.3323141,22.85553,14.26428,17.85197,11.24379,-23.051807,4.4418607,2.9139767,0.21670657,0.19482668,0.11485839,0.11923741
GRE14,1.5604178,0.7648308,0.31788427,1.4090177,2.6419072,2.324023,29.191475,16.155506,24.246971,14.903068,-19.495567,4.111111,2.6340652,0.21042193,0.1954143,0.1687229,0.25582108
PES09,1.2296752,0.73592967,0.39744502,1.0455642,1.9044967,1.5070517,23.825571,14.0985155,21.253857,14.711181,-20.099112,3.7231638,2.6222098,0.22075431,0.20477302,0.15463006,0.20771061
SPC01,0.81451994,0.8561786,0.146554,0.69803965,1.3344405,1.1878865,16.726992,11.815586,12.798631,8.952961,-23.186153,2.849162,2.1179101,0.2885488,0.21898001,0.1791813,0.241444
