ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm
SPC11,36.829544,0.19101079,34.55318,37.385925,41.658905,7.1057243,247.51102,434.2468,167.74411,321.32288,589.08734,0.4467861,1178.5369,0.23729402,-94.811745,-0.9343066,1679.0647,0.19779052,783.10004,0.50144887,-81.824814,-0.95138854,2705.099,0.100119375,759.03076,0.46912962,-81.05446,-0.962937,-14.682605,-0.5745844,-6.1935973,10.327541,1.516289,13.861401,1.0070211
LRE08,28.62031,0.2174405,23.895126,28.835358,33.92076,10.025635,252.66998,496.87827,129.47995,196.85832,579.0942,0.48213845,1132.0813,0.23161398,-64.331474,-1.2861803,1622.6306,0.19727355,792.99713,0.41410875,-63.703384,-1.1907517,2635.6482,0.11692291,734.7918,0.33947963,-64.812744,-1.1576868,-9.080774,-0.74245125,-4.705477,4.04369,3.8064866,13.538307,0.82955724
LDV01,35.938004,0.14768958,32.6902,35.524574,40.062172,7.371971,198.06728,380.2144,123.68462,237.41408,586.8278,0.37761265,1257.3595,0.19190499,-94.90122,-0.9644375,1618.0852,0.17251708,875.55817,0.3953976,-90.12532,-0.91644424,2684.1545,0.09979668,787.6793,0.49522632,-94.22501,-0.8400471,-14.533634,-0.5495803,-2.533466,8.658272,1.1293987,24.133984,0.40281284
LRE02,35.145317,0.24184044,28.181519,36.76712,42.02724,13.845722,258.2742,359.27106,159.10759,218.47571,635.46954,0.43566748,1261.1431,0.21518846,-58.04689,-1.4098716,1663.741,0.17038345,952.799,0.40984035,-53.827564,-1.29375,2684.9785,0.11220814,881.8859,0.5252,-56.79995,-1.1958997,-11.046328,-0.48272175,-4.9215684,7.077465,1.865844,17.749105,0.59425235
BRE04,39.4604,0.11847751,36.788967,39.86007,42.92482,6.135853,156.8897,263.3596,96.34834,211.01517,609.56165,0.4108642,1285.0243,0.22031242,-96.14892,-0.94175225,1678.5144,0.16063604,917.50653,0.50130534,-78.14764,-1.0162612,2676.9512,0.108695164,907.07733,0.5714664,-79.74704,-0.97959083,-13.050031,-0.54288286,-4.568421,12.574793,0.73150563,18.90699,0.5143664
GRE02,27.438488,0.22085042,24.134119,27.034988,31.000233,6.8661137,242.03006,402.90625,136.02919,211.28317,515.65594,0.4422249,1129.8857,0.20551634,-68.70688,-1.222818,1620.9261,0.21293518,717.43304,0.5145363,-78.46474,-0.95033693,2662.897,0.11893794,596.1629,0.56633836,-78.544914,-0.94176054,-16.908289,-0.4705556,-4.169161,6.110681,2.064505,23.920614,0.4379359
NOR07,33.7024,0.1903173,30.456287,35.18719,38.309772,7.853485,189.3953,265.31137,112.25131,170.89095,598.19556,0.3770251,1345.4277,0.17441505,-52.577415,-1.5231174,1601.8423,0.17152216,1003.6793,0.34340605,-51.33801,-1.3691238,2610.7192,0.11878314,910.39954,0.41715413,-56.55072,-1.1956692,-11.897043,-0.5113174,-3.5003872,4.694108,2.405213,20.578424,0.48250458
PES11,28.967573,0.23190331,24.419962,28.212042,33.070053,8.650091,309.35855,551.251,156.30092,340.963,559.2628,0.46584,1141.716,0.20708825,-79.87093,-1.1512471,1612.8885,0.19793929,786.3352,0.42325538,-82.52607,-1.0042329,2668.72,0.1123694,655.1243,0.46795863,-83.637436,-0.97425,-14.284973,-0.6289427,-2.0570228,7.692816,1.4672488,24.458897,0.44260257
OCM04,28.913376,0.26133814,24.257547,28.073957,33.067287,8.80974,340.6224,601.92395,232.70755,407.80374,512.4675,0.45812303,1077.1932,0.24192764,-101.1474,-0.9211849,1663.7684,0.18759751,730.90405,0.64810103,-106.0672,-0.7825271,2640.1704,0.11426579,595.4145,0.57926494,-103.91594,-0.8094563,-13.8525,-0.72749764,-4.35063,6.4204345,2.5051212,22.427404,0.68737465
UPS14,32.852375,0.19818576,30.020685,33.259354,37.515823,7.495138,273.28894,375.32968,179.02216,294.44348,543.08167,0.4289027,1182.298,0.20585634,-103.61487,-0.87892306,1663.9998,0.1748224,774.49255,0.5337833,-102.12612,-0.79948103,2710.5842,0.100568734,765.148,0.5887058,-102.681145,-0.7896539,-16.770811,-0.4478981,-7.797065,7.818123,1.5067337,21.050495,0.4768664
ALS08,36.013824,0.18760426,33.511818,37.358135,40.347176,6.8353577,308.65262,471.54056,142.0049,220.11014,563.14105,0.4204908,1236.9192,0.20719469,-77.66914,-1.1063672,1634.4393,0.18410471,849.45715,0.39360172,-69.43943,-1.038935,2665.5857,0.11074303,864.6032,0.46190926,-72.380486,-0.971007,-16.963757,-0.4958989,-4.4239087,9.44032,1.4865452,21.451506,0.6476357
BFC03,38.976486,0.15377541,35.723732,39.16424,43.260174,7.536442,171.01874,212.65672,160.83821,311.61383,670.38525,0.4200849,1227.5073,0.24735719,-124.914406,-0.70285445,1704.1204,0.16186753,899.21265,0.4459661,-107.25395,-0.794919,2706.6895,0.11922125,893.6035,0.5189837,-108.94879,-0.76642877,-12.686073,-0.67933655,-2.1206565,11.310277,1.0570341,16.278063,0.7042836
BOD05,30.572819,0.18843988,27.124119,31.11652,34.443535,7.319416,286.99542,486.86737,127.02807,187.46358,538.02765,0.505984,1105.0922,0.23870435,-70.485756,-1.1850349,1616.3734,0.2120661,744.18256,0.45985124,-73.60912,-1.0001236,2629.6855,0.11455714,638.6267,0.4580797,-73.93806,-0.98654187,-14.799537,-0.5467231,-4.6202693,10.401989,1.2142146,21.74968,0.49415424
BFC05,31.989946,0.14646275,28.89057,31.669437,34.511906,5.621336,284.21948,634.79706,95.63958,213.92886,574.9149,0.4976765,1105.0598,0.29449627,-88.30267,-1.0041176,1611.0768,0.19736359,779.4989,0.41277254,-84.377815,-0.9757,2626.8367,0.1214237,727.3592,0.34937358,-84.43134,-0.9707228,-9.918398,-0.7648577,-0.44562453,3.8316343,2.2326453,13.079873,0.6907524
BOD02,40.29429,0.15934524,36.333984,41.01843,45.304382,8.970398,155.79573,299.77173,150.35506,313.504,589.76373,0.47237164,1125.1783,0.24435806,-103.96474,-0.89544326,1665.393,0.19225709,786.1111,0.51256436,-79.18484,-1.0465984,2728.967,0.103427686,766.01624,0.614478,-80.8009,-1.0084703,-9.6058655,-0.76912373,-4.771169,6.872319,1.4907036,15.888627,0.68926555
SPC06,37.225918,0.14924756,34.267254,37.361702,41.02433,6.7570763,224.004,388.54333,100.46786,163.88591,536.6332,0.48363385,1121.2479,0.24814487,-109.62089,-0.8165283,1631.0573,0.18849435,697.097,0.53521425,-87.88416,-0.9179103,2656.8723,0.09868939,724.67145,0.54787356,-86.40754,-0.94267935,-11.813129,-0.6887363,-6.49223,10.464708,1.1081938,13.104157,0.8624892
LDV09,26.142338,0.17892864,22.935244,25.759262,29.582563,6.64732,233.13828,324.35675,123.33273,270.6271,520.09906,0.35305807,1320.7253,0.16244134,-69.60842,-1.2226291,1562.3368,0.19020596,1078.3794,0.35048223,-80.46666,-0.9458371,2580.2693,0.13679276,862.8415,0.41735327,-83.27437,-0.8910215,-21.68685,-0.37750494,-8.512522,3.7250586,2.71685,28.6273,0.3975598
PES02,25.729311,0.17844361,22.945766,25.396494,28.6103,5.6645336,190.43864,259.6553,168.5002,324.65805,467.8612,0.39525995,1166.6566,0.18647638,-81.27847,-1.1804634,1535.3318,0.1773804,853.28656,0.4222258,-92.45722,-0.916506,2597.7258,0.100040175,744.34753,0.5351291,-94.79792,-0.8726864,-18.945946,-0.41544157,-3.9164166,4.3325057,3.144678,30.689,0.43501145
ALS07,37.369976,0.15340772,34.125916,37.511112,41.559814,7.433899,246.65074,469.3788,132.20819,220.80624,669.8791,0.33851525,1275.2568,0.19047208,-72.90557,-1.1360381,1733.4366,0.16791354,939.2955,0.4472708,-73.49104,-0.97425073,2858.0642,0.10278094,704.765,0.5996435,-76.86652,-0.9021268,-17.698599,-0.47593674,-4.726237,8.733079,1.2782984,23.549376,0.45006174
ALS10,36.485943,0.16495144,35.305187,37.504963,40.072815,4.7676277,332.81805,540.4485,150.06314,280.55923,519.9481,0.4961334,1130.2491,0.2054591,-92.21065,-0.96022886,1588.3646,0.20158255,734.1394,0.41194072,-68.651344,-1.0524366,2621.7927,0.1196285,654.3763,0.4647499,-70.24839,-1.0126265,-15.307547,-0.4861467,-4.816318,9.707778,1.301309,18.385487,0.6211414
CFE09,33.84401,0.20520885,32.3311,35.462048,38.667442,6.336342,247.54684,389.2746,136.18036,215.31299,597.18726,0.33015877,1263.1118,0.1693292,-56.793674,-1.3638321,1689.0864,0.15044133,903.05725,0.45129478,-61.684757,-1.076096,2779.4197,0.1034296,782.5106,0.547808,-65.87632,-0.97367996,-18.059767,-0.3590945,-11.1543865,8.652033,1.7068583,25.168472,0.48478052
BOD01,34.710033,0.14785151,31.194132,35.70465,38.67785,7.483717,279.03757,444.85513,104.81842,124.78541,535.8361,0.51670605,1057.5159,0.23073195,-79.399536,-1.1087056,1634.5055,0.22263311,658.5155,0.5045134,-68.86368,-1.0688322,2698.943,0.11255656,501.42075,0.6578319,-69.18921,-1.0565889,-13.005535,-0.54119074,-8.752211,10.00341,1.2277845,18.437874,0.5966155
UCA04,38.889977,0.18406245,34.121758,37.89805,43.464844,9.343086,254.58379,447.6406,201.77444,372.61185,683.27246,0.42607495,1150.9872,0.2772589,-76.069336,-1.1540684,1728.7113,0.18275213,892.8684,0.45941702,-67.42604,-1.1446971,2745.1157,0.11990396,878.1708,0.516415,-69.49539,-1.0839403,-8.721146,-1.3117352,0.9352863,7.070299,1.7085449,15.382829,0.9306684
PES01,39.16576,0.17050406,34.89321,38.294804,43.833946,8.940735,255.28171,499.53888,183.19977,393.93292,592.8986,0.43277776,1171.7268,0.22000232,-111.02134,-0.83451927,1670.381,0.20437095,892.3492,0.40618512,-93.976585,-0.9023592,2704.2886,0.1312856,784.649,0.5438648,-95.52027,-0.86676496,-11.237922,-0.91403204,-1.7276611,5.0566154,2.2261903,18.092812,0.6896022
BOD08,39.452568,0.18195078,35.61731,40.27972,44.50753,8.890221,223.76254,427.24802,116.826836,197.00227,593.21924,0.46754107,1115.0443,0.23971812,-85.78638,-1.0383773,1725.9445,0.18458648,761.2585,0.5710254,-69.844986,-1.0643531,2747.0522,0.10620339,774.84393,0.64466864,-69.96293,-1.055424,-12.543699,-0.6369562,-5.2927613,8.023609,1.5700175,15.151916,0.8869352
BRE07,39.48886,0.14234017,36.762302,40.47086,43.321415,6.5591125,259.57538,460.99118,123.23153,187.31241,698.2478,0.30867964,1252.9054,0.20492558,-84.12895,-1.0441717,1730.3746,0.15563878,884.2196,0.41765875,-81.4059,-0.9551508,2866.0884,0.08798562,707.47363,0.568261,-85.72636,-0.86996233,-16.90775,-0.50902563,-5.2447863,9.067329,1.2460133,22.71728,0.49310634
LOR09,36.239452,0.17182536,35.661133,37.560764,39.580402,3.9192696,253.87514,381.29282,164.13692,382.8521,539.38715,0.49741033,1115.5791,0.2437599,-87.09139,-1.0550219,1663.6752,0.18751585,745.206,0.5573661,-69.68131,-1.0827229,2711.533,0.09732764,733.4788,0.62953836,-69.95227,-1.0740789,-13.572255,-0.5607893,-3.6127422,10.7971945,1.5416895,18.345676,0.83305186
HES08,29.57905,0.18471229,24.858772,28.924698,34.42432,9.565548,254.40858,475.33105,143.66762,283.2952,625.4572,0.4726276,1095.151,0.23117703,-102.11221,-0.9247709,1671.5587,0.19825797,757.5369,0.39732555,-96.704025,-0.92913187,2682.863,0.1258963,712.32227,0.352255,-97.7374,-0.90807337,-7.5215054,-0.8170151,-0.72993773,4.8121424,2.0508509,16.102953,0.52688414
UCA07,38.72765,0.1331186,34.986492,38.232018,42.57593,7.5894394,208.04063,365.80417,128.87715,274.66626,691.112,0.35197842,1220.696,0.22662298,-107.73106,-0.844446,1732.0134,0.17159072,905.9715,0.43428573,-98.7409,-0.85462517,2784.8235,0.12152973,776.91455,0.48654085,-101.01244,-0.8125277,-12.659426,-0.686898,-0.6404958,6.781741,1.3565693,18.679623,0.5584435
HES06,34.85214,0.19691204,31.765724,35.27655,39.871647,8.105923,278.02457,331.5895,180.63333,373.657,611.6121,0.4365081,1192.6289,0.22133563,-116.24353,-0.77392346,1686.7728,0.17298646,854.58075,0.4575426,-108.6508,-0.7726909,2711.2532,0.116235726,889.2265,0.4902096,-109.94229,-0.7506433,-12.689626,-0.63308,-1.2923188,5.051308,2.8766196,17.017353,0.8606717
LRE03,30.385975,0.18727808,27.437204,30.912575,34.385628,6.9484234,186.90286,283.88687,129.2988,187.02979,745.0211,0.4272658,999.2782,0.32300138,-58.94464,-1.3617259,1815.5486,0.19828078,728.30835,0.37382093,-56.103676,-1.32818,2814.4043,0.11835707,695.08044,0.2984134,-56.431618,-1.3169924,-6.931023,-0.83113354,-4.9194202,4.1181393,3.1795213,12.220288,0.71539336
UCA11,33.813847,0.26880148,27.375969,32.16712,38.2345,10.858532,582.11865,985.4461,215.1118,373.43808,627.6401,0.4993206,1170.5035,0.26850381,-75.59016,-1.1842719,1670.4766,0.22227584,918.6482,0.35773975,-73.01919,-1.0996096,2711.997,0.13291344,829.78644,0.39397702,-75.36559,-1.0334609,-10.947955,-1.4288766,-0.19558723,6.071804,2.0311666,21.997293,0.8580165
BOD14,29.03871,0.17114049,25.38165,29.326302,33.29311,7.911459,252.28505,407.3148,101.62795,164.36227,563.502,0.47013363,1167.1624,0.20049562,-71.01617,-1.2142116,1625.1847,0.21034645,796.9691,0.41174582,-73.89123,-1.0546186,2631.6348,0.124849446,702.9838,0.41724485,-75.53616,-1.0152295,-13.776704,-0.47778618,-4.965736,6.751476,1.6007928,22.365196,0.4068188
HES04,32.330982,0.13124886,29.850632,31.96725,35.25161,5.400978,163.324,296.11237,127.49669,282.62875,629.3158,0.46102822,1145.7218,0.20449218,-80.47557,-1.1199751,1644.7678,0.21220641,826.214,0.28635833,-73.75473,-1.1304911,2654.7524,0.1275341,734.4978,0.325758,-76.062035,-1.074856,-8.07655,-0.7083002,0.11440103,1.6014763,6.310851,13.751757,0.66605467
SOU03,29.805593,0.16782983,26.875158,30.366573,33.638504,6.7633457,164.87706,299.3447,98.84062,136.65952,512.03735,0.44340333,1212.4722,0.18479155,-100.44908,-0.916396,1551.2726,0.1969377,880.44934,0.39166623,-104.3544,-0.79935855,2656.2244,0.107269034,753.77185,0.49455416,-107.49701,-0.7484658,-20.844366,-0.31988147,-23.111225,8.958782,1.1543267,27.976915,0.36018604
BOD16,27.062078,0.1792617,23.484978,27.4595,30.849056,7.3640785,202.59317,330.54105,144.37473,344.5023,635.706,0.47771937,1107.935,0.23735347,-83.648186,-1.0910747,1721.6486,0.194779,746.38885,0.4184348,-86.18943,-0.98325986,2713.5527,0.11772344,688.1213,0.36892042,-85.96913,-0.98685336,-10.778098,-0.57404774,-7.912559,3.603038,2.8070905,18.506922,0.48700237
GRE13,26.845112,0.28743243,22.517208,25.526308,29.298977,6.781769,318.18292,616.7115,180.51207,438.61792,800.2412,0.3873719,1025.072,0.31810576,-88.5076,-1.0127918,1860.6069,0.18422827,756.77423,0.43494537,-88.85741,-0.9619152,2890.207,0.121345915,650.88025,0.44257626,-88.17988,-0.9635419,-8.756815,-0.98565537,0.5587036,3.9487739,2.4120836,16.947142,0.6318308
LYO07,36.582947,0.18267839,33.18837,36.0952,40.69938,7.511009,361.119,570.0009,180.22812,335.44473,673.9901,0.4177853,1164.66,0.25970736,-113.41417,-0.7848878,1733.6799,0.19204482,807.02496,0.5461292,-102.87171,-0.81986743,2828.4958,0.12032028,735.44495,0.6976607,-103.87671,-0.79799205,-11.035111,-0.90345323,-0.66774374,5.725647,2.034201,15.074794,0.8676182
LRE04,37.023888,0.18495475,33.223022,37.71111,41.925545,8.702522,216.44913,383.71945,118.58657,145.52113,684.3742,0.42820984,1230.6458,0.23132953,-59.192657,-1.4144789,1691.6772,0.18292946,936.4983,0.37969992,-49.725693,-1.4380515,2695.5322,0.1197229,851.5982,0.43451604,-53.4766,-1.294479,-7.9252195,-0.76603496,-2.856449,4.7348423,2.546301,15.486826,0.70460826
BRE13,29.71419,0.20587766,25.755665,29.44283,33.889053,8.1333885,316.8078,529.51495,156.37308,355.88516,522.3921,0.45367572,1145.1508,0.22779013,-76.96514,-1.1039838,1613.3175,0.20006548,778.6138,0.5015971,-82.07827,-0.9269794,2626.016,0.1071542,698.9774,0.47328502,-82.2603,-0.9192403,-16.390238,-0.57461965,-4.713674,5.2242675,2.1237552,21.012552,0.55677164
CVL03,36.17477,0.15511775,33.55739,36.955814,39.862473,6.305084,231.47588,383.63275,138.995,254.15993,564.22577,0.40204236,1256.522,0.1990162,-97.62519,-0.9699424,1615.3427,0.188566,938.1542,0.40137362,-87.060814,-0.9722525,2672.5393,0.10925229,795.1281,0.533639,-89.88407,-0.91592216,-13.654983,-0.53217995,-3.2585502,7.055166,1.5112174,22.66267,0.4402417
UCA09,33.658848,0.16440283,30.18232,32.845825,37.141914,6.9595947,286.03482,538.4856,105.11101,150.5902,586.114,0.44215292,1252.6774,0.2517273,-76.42054,-1.1765739,1611.1609,0.19172761,944.26575,0.3827569,-75.90879,-1.0652575,2627.5999,0.119459234,885.3324,0.4322534,-79.684975,-0.9778148,-12.085529,-0.83208877,-0.5442963,7.8097897,1.4108151,22.482674,0.59576404
POF04,26.200903,0.16558892,23.03901,26.28274,29.446209,6.4072,274.39825,424.26987,95.48192,200.40628,483.3962,0.40211636,1228.9373,0.19285227,-78.28455,-1.212368,1509.5382,0.17340443,873.29504,0.39128348,-86.82584,-0.989489,2568.669,0.11223411,859.5359,0.4797627,-91.524025,-0.8970914,-17.601736,-0.44872457,-5.670337,5.2811537,2.054461,31.092726,0.38981467
BRE01,30.47746,0.23257203,25.197144,31.549133,36.305298,11.108154,331.21417,453.6097,155.94392,234.56717,523.2837,0.41772988,1196.6315,0.20560761,-91.362366,-0.9830785,1606.917,0.18022622,805.782,0.4780356,-92.51888,-0.8717784,2652.5664,0.094431564,761.6112,0.49415094,-93.35229,-0.855331,-16.88987,-0.46654755,-7.2375407,7.780859,1.8716621,21.093456,0.59991
NOR06,29.956621,0.26642823,17.992418,32.28907,35.9745,17.98208,219.65039,300.6284,132.98024,166.9037,621.08966,0.3557865,1301.4006,0.16476898,-40.96558,-1.6418444,1681.4382,0.17481464,971.20996,0.41680437,-48.398247,-1.2325966,2707.9834,0.11754176,793.3761,0.4994722,-51.09503,-1.145231,-14.231651,-0.395298,-6.6639442,9.283787,1.6200161,22.409088,0.46185568
UCA02,37.481716,0.19439496,33.842655,37.760788,41.168907,7.326252,363.8563,566.9127,146.51463,195.07303,640.2753,0.36204326,1172.8442,0.24076706,-76.439926,-1.134774,1772.9917,0.19758804,879.4109,0.51379853,-73.995514,-0.9992963,2847.7314,0.10898226,750.8334,0.59411085,-73.51008,-0.9970002,-14.480125,-0.9757581,0.23304689,11.05266,1.2970321,21.694738,0.8140648
UCA03,39.58576,0.1777615,34.966824,38.59542,44.00731,9.040485,370.00778,646.931,147.133,285.6633,679.7956,0.42162454,1180.11,0.29056466,-78.015564,-1.1361991,1736.8722,0.19152932,907.3746,0.5028021,-69.12379,-1.1284763,2748.5881,0.13205224,846.2792,0.5400979,-70.800095,-1.0783896,-8.960175,-1.4330087,3.0280213,7.659293,1.5735364,15.166599,1.0149999
OCM01,38.525322,0.1311196,36.034298,39.132042,41.628746,5.594448,224.52104,405.0546,139.6203,451.62927,558.6361,0.34690574,1147.69,0.19855836,-106.357994,-0.8534626,1772.3213,0.1826756,783.72296,0.6316472,-92.65012,-0.853671,2786.5369,0.11204555,680.2886,0.68106925,-92.53309,-0.85078883,-16.139488,-0.5217267,-4.031787,13.739093,0.7456767,23.119345,0.46883488
BFC08,27.386042,0.18536563,25.043589,27.282303,30.010286,4.9666977,352.22537,487.8483,145.51874,352.0565,618.1092,0.475447,1063.5962,0.29559878,-80.39592,-1.0718782,1678.0887,0.18797797,735.5835,0.4063461,-83.29685,-0.96041137,2647.3972,0.12840617,748.7535,0.32764348,-82.975525,-0.96225977,-11.515724,-0.64705557,0.6427693,8.504188,1.7105753,18.893408,0.5312621
GRE14,28.226534,0.2364967,24.464827,27.62804,31.3842,6.9193726,287.41446,635.37744,154.361,256.22235,641.6275,0.4616877,1072.6531,0.23685111,-94.64104,-0.9764395,1734.1906,0.2151555,673.6345,0.47372246,-96.093895,-0.8903974,2781.7373,0.13982219,590.72943,0.49147424,-96.1416,-0.8833269,-10.689769,-0.74236906,-1.2255707,5.85865,1.9268534,19.902874,0.4995835
PES09,27.948324,0.18162155,24.448767,27.175308,31.627357,7.178591,249.89085,477.13498,143.4538,300.13412,514.4682,0.4709118,1141.3892,0.20490524,-86.23112,-1.0911005,1571.5507,0.20971021,765.9478,0.40182966,-91.33914,-0.9283553,2619.9326,0.12481138,652.1667,0.43667725,-93.59704,-0.8840529,-14.436398,-0.5241243,-0.527203,5.686674,1.3925728,26.470585,0.32832468
SPC01,35.231632,0.16359296,31.66831,36.00763,39.5568,7.8884907,273.7265,394.37738,103.618744,149.07037,581.27985,0.44953158,1251.3804,0.24066894,-101.20528,-0.8765128,1672.9697,0.1973925,871.9543,0.5284877,-92.76022,-0.85744387,2724.7502,0.10608273,839.6097,0.6193143,-93.454445,-0.8429555,-17.095598,-0.49095997,-8.5726795,11.604323,1.0764107,19.448523,0.66111803
