ID,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm
PES08,31.146368,0.19330807,27.529234,30.296768,34.57243,7.0431957,334.12164,560.9831,104.02284,157.93704,493.02335,0.41397974,1151.49,0.19186772,-94.12412,-1.0106058,1550.633,0.18510473,783.0906,0.42738906,-96.59879,-0.88859123,2619.8867,0.10575392,705.25616,0.506769,-98.74388,-0.8456355,-14.140367,-0.5999505,-1.6694107,4.3325877,2.3588524,23.729546,0.45275
LRE06,36.20676,0.24976829,28.14086,37.636963,44.114014,15.973154,292.0963,414.55,143.67639,188.07474,714.48804,0.41201034,1217.3579,0.24578798,-62.970367,-1.3313411,1725.2742,0.1725465,941.3412,0.37452894,-57.266823,-1.2976483,2717.687,0.116839476,859.74915,0.4296123,-60.151253,-1.2050433,-9.7997265,-0.6716813,-4.685954,5.407282,2.4231997,14.477145,0.82165766
BFC09,27.922514,0.21328147,23.816668,27.7849,32.520927,8.70426,273.73486,469.96146,123.96236,201.16138,524.9478,0.47892848,1129.6412,0.24481861,-100.068184,-0.9128173,1556.7565,0.18474348,759.42737,0.4198937,-100.53454,-0.84493184,2555.665,0.118391864,740.41296,0.3813663,-100.82548,-0.8383944,-12.16777,-0.63574374,-2.0086932,8.409052,1.4949763,20.0179,0.4800475
LDV06,34.903866,0.2297758,32.90182,37.177223,40.52771,7.625889,385.3494,618.4071,191.29652,406.85886,673.03394,0.31123435,1299.2838,0.1783886,-95.57059,-0.92266935,1724.2854,0.1632017,903.5404,0.45155504,-93.94821,-0.85596573,2814.7607,0.11959626,778.29004,0.5073169,-97.77665,-0.7913697,-17.737242,-0.44417942,-8.29383,7.669001,1.7049135,25.472406,0.48870862
NOR12,29.451572,0.1552643,26.744314,29.646935,33.063667,6.319353,175.41548,327.4876,87.45308,147.83577,479.43512,0.3735065,1184.3132,0.17522182,-46.283573,-1.5641164,1515.8466,0.17581588,865.0355,0.34357658,-56.24109,-1.1523654,2557.193,0.115186766,870.26917,0.41216007,-61.204098,-1.0179348,-16.63435,-0.4469217,-4.6846614,3.4082875,3.0026011,24.244123,0.41404197
UPL01,34.231506,0.18328924,32.81617,35.130188,38.050743,5.2345734,428.07916,512.67163,133.78899,271.12033,587.9137,0.34826803,1267.7676,0.19946952,-101.69726,-0.8730089,1689.872,0.17515878,871.5132,0.53013253,-99.997536,-0.80421966,2736.7864,0.10860837,806.57935,0.52047753,-102.47661,-0.7623954,-18.967293,-0.48192638,-6.6821895,10.481225,2.2045686,23.849916,0.87928563
NOR02,34.804115,0.21936099,29.491898,36.402313,40.256123,10.764225,303.39426,459.24197,125.45056,199.3551,657.6927,0.34045434,1278.9961,0.17789641,-52.865986,-1.4737908,1694.9445,0.18363088,993.7463,0.36216757,-55.506973,-1.2157971,2773.0212,0.10733788,711.0585,0.53216213,-59.50784,-1.09812,-12.802874,-0.49048573,-3.342533,7.3552566,1.7736515,22.172691,0.42956564
UCA08,34.9494,0.20577265,30.902084,33.873466,37.439728,6.5376434,435.49277,762.21356,171.52184,297.18903,632.08295,0.5212654,1075.435,0.28277925,-80.88526,-1.1397921,1711.228,0.20215352,736.3107,0.49175057,-71.4581,-1.143331,2727.6458,0.13086778,748.9853,0.4755348,-70.70771,-1.1529588,-7.680889,-1.5084025,2.229599,10.822626,1.1413407,16.968773,0.8306431
UPS05,33.122124,0.22637248,29.19703,34.90678,38.686554,9.489525,242.344,302.58572,163.4562,225.2136,513.79645,0.4791023,1115.0704,0.22688429,-109.212875,-0.8382999,1593.357,0.18326746,705.74536,0.49455637,-95.80615,-0.87129587,2609.3513,0.11553555,673.8101,0.46760994,-96.61812,-0.8553461,-14.068517,-0.49663424,-6.692033,9.100912,1.5975677,19.121086,0.6591865
UPS06,35.96216,0.16825257,32.820793,36.694355,40.441486,7.620693,386.10754,621.7036,145.3478,254.12125,590.02155,0.37112364,1255.5035,0.19751927,-94.3488,-0.9543748,1679.664,0.18057136,875.9177,0.5419399,-89.175125,-0.8961824,2781.1707,0.103337824,726.23615,0.65598303,-91.988335,-0.8424537,-16.875532,-0.50712067,-5.8661456,9.337921,1.3665736,23.570778,0.532706
OCM08,32.235977,0.22449392,26.8596,31.903286,38.119667,11.260067,249.44344,310.77368,145.25381,299.7115,616.8441,0.49159595,1023.0851,0.27562886,-91.98519,-0.98714316,1778.5884,0.18013759,618.7014,0.6719683,-88.51212,-0.93277735,2731.176,0.12613755,645.994,0.57066715,-85.51423,-0.98865557,-9.891918,-0.8029852,-5.033118,8.066803,1.6120319,15.464195,0.75408506
NOR01,39.548542,0.20996745,34.674896,41.843925,45.835785,11.160889,197.74939,257.17017,137.30853,151.02168,714.09015,0.3364294,1217.2781,0.19435844,-50.397068,-1.4624407,1781.2524,0.17563607,873.6597,0.41320488,-54.246273,-1.1270614,2905.4805,0.11328914,678.70166,0.5866592,-58.543346,-1.0085177,-16.517769,-0.44322246,-5.8097606,11.0495405,1.1019031,23.950895,0.47595674
LOR05,25.8769,0.1926554,22.747751,25.489874,29.731073,6.983322,230.55984,340.47583,108.49242,188.56126,587.4711,0.47703543,1153.5431,0.235274,-75.15715,-1.1780307,1657.4901,0.19382836,811.3516,0.3940117,-81.23793,-0.9973149,2640.6987,0.12725079,741.29,0.37865466,-82.16433,-0.97659934,-16.436848,-0.470642,-8.5309,7.3577857,1.5838119,24.967491,0.41599312
SOU05,31.642437,0.18354854,30.42251,32.910378,35.39958,4.977068,312.14188,456.33716,153.29388,288.51984,528.36005,0.40505397,1237.2797,0.17746143,-107.29614,-0.8369872,1615.27,0.18544033,901.83374,0.39786097,-110.184135,-0.732717,2705.907,0.09407649,786.03253,0.44585508,-112.10553,-0.70294356,-22.133219,-0.29493842,-23.180902,7.53665,1.8337651,25.65327,0.49886617
LDV04,25.11883,0.13876562,22.532671,25.052784,27.812803,5.2801323,165.16908,229.96611,53.995987,109.39817,505.47952,0.4360517,1217.2197,0.17201899,-84.86978,-1.0849574,1511.4645,0.17597656,891.78235,0.28379905,-91.51305,-0.92625654,2493.9744,0.1207326,793.3952,0.32730082,-94.474846,-0.8704544,-14.989353,-0.4723209,-4.70959,4.0869875,1.7326827,25.362877,0.28062767
CFE02,30.471819,0.30990925,19.88404,33.976337,38.84675,18.962708,282.55893,343.59647,169.13312,206.74539,582.92645,0.37548846,1269.987,0.1777731,-73.672966,-1.1406902,1699.6794,0.15241458,904.95795,0.46102113,-76.31063,-0.95475966,2764.8406,0.10196598,771.64404,0.57542336,-78.194534,-0.9160174,-19.903786,-0.35169235,-9.652614,7.156068,2.5707932,22.920652,0.691278
SOU14,36.77538,0.17500478,34.318043,37.345882,41.015762,6.6977196,255.8283,500.924,308.62405,706.72144,608.3909,0.34979275,1301.9095,0.1724546,-106.106575,-0.83311933,1695.8842,0.16323248,961.43115,0.4418248,-99.12676,-0.7979974,2772.6277,0.10128634,804.23737,0.47260788,-101.73522,-0.75465554,-20.954374,-0.33952197,-21.230871,8.006961,1.544715,22.640942,0.4918526
UCA15,35.256737,0.215633,30.155172,34.291183,38.533607,8.378435,428.338,773.6297,194.7741,413.25983,599.57477,0.52691156,1158.3412,0.264105,-77.4816,-1.1818895,1637.9827,0.21698567,846.0083,0.40729553,-74.15181,-1.0997516,2671.2056,0.12110886,806.6636,0.45101076,-76.28143,-1.042736,-10.405844,-1.2961655,5.154733,7.6896286,1.4045942,20.33578,0.71549666
GRE04,26.522491,0.29573393,21.76891,25.73978,29.452843,7.6839333,345.1993,678.7186,182.55716,274.68716,552.8404,0.4746951,1086.6528,0.25535417,-111.46555,-0.82388866,1647.5972,0.20176692,704.46906,0.52668744,-114.854324,-0.7358021,2661.375,0.12957709,638.8678,0.4712334,-113.823166,-0.7450701,-12.872551,-0.75020254,-6.156303,5.6839566,2.6968312,19.899807,0.6340038
LYO08,37.344444,0.12822545,34.697464,36.667393,39.627663,4.9301987,384.2429,603.6519,89.35067,215.49973,607.5503,0.5108321,1069.7294,0.31045362,-107.14498,-0.8381142,1669.7665,0.19240285,730.598,0.535049,-86.940956,-0.95975095,2696.215,0.12243898,760.1558,0.57134426,-86.68593,-0.95788276,-8.423559,-1.0835606,1.7683834,6.234232,1.8599439,10.474569,0.9932924
BRE08,37.016655,0.20871474,32.004547,37.708958,43.847794,11.843246,216.56075,308.3559,190.52844,347.7542,642.14185,0.32912076,1249.6143,0.18200538,-79.97824,-1.0972862,1708.3785,0.16714145,887.3907,0.4353479,-81.08785,-0.94224125,2815.6536,0.09575033,701.9843,0.5603934,-84.88558,-0.86812425,-19.622402,-0.4109831,-7.6077847,10.525635,1.121073,26.229527,0.45792848
NOR11,26.955635,0.24849996,21.248835,26.752691,33.032555,11.78372,218.54308,282.3333,164.03973,233.05516,485.43274,0.42563677,1199.3297,0.17618994,-39.70871,-1.7817845,1541.0154,0.17817514,825.54645,0.3525441,-49.91881,-1.2399004,2555.7488,0.104680926,757.9262,0.36686096,-52.046482,-1.1697404,-15.028955,-0.41847938,-6.4713855,4.746369,2.4559965,22.221674,0.43064007
LOR03,34.473145,0.1893949,33.195293,36.281418,38.355034,5.1597404,327.09372,512.5793,182.84494,379.463,550.93036,0.47112828,1156.7534,0.22307569,-71.79613,-1.1615071,1688.2336,0.18597038,767.0112,0.53927076,-66.66753,-1.019864,2711.4976,0.10471472,767.90564,0.6467937,-67.12194,-1.0069377,-16.3734,-0.43973055,-5.4449625,11.277526,1.472165,19.32048,0.7559078
LYO04,37.4393,0.15691067,34.5433,36.542336,39.811638,5.2683372,355.79666,648.3794,143.08723,224.55731,622.96625,0.49741045,1105.2903,0.28017148,-114.42455,-0.7940757,1682.2009,0.19572297,813.37384,0.47946343,-97.85035,-0.8865347,2682.403,0.12466089,869.03375,0.5017117,-98.01488,-0.87550116,-7.0690513,-1.449604,2.1554492,4.615423,2.0620754,11.601345,1.0242243
OCM17,30.216629,0.20463656,25.300589,30.91834,35.16448,9.86389,268.0277,460.85114,147.48317,242.54865,506.36136,0.40079612,1123.4349,0.21813396,-90.35456,-0.99399996,1665.2045,0.2064826,822.8435,0.55596966,-96.6134,-0.8141061,2668.8865,0.13064507,647.2519,0.6063752,-96.61534,-0.8109607,-17.467556,-0.47598043,-6.39799,7.628028,1.9789062,26.08393,0.46716955
PES03,28.463392,0.21453007,24.819067,27.77301,32.12725,7.3081837,278.09003,478.4813,118.84536,188.09756,517.08826,0.4772707,1165.7832,0.19839738,-90.78716,-1.0540967,1586.1066,0.1973163,782.138,0.40754512,-95.01273,-0.9003597,2603.7732,0.12094883,670.04614,0.43898204,-95.862656,-0.881645,-15.143914,-0.53196144,-2.2675881,7.3990297,1.7072506,25.641472,0.47190112
ALS02,23.483618,0.20121618,20.238379,23.33966,26.53898,6.300602,203.48442,260.29178,111.57863,145.16469,490.36322,0.4520026,1122.6855,0.2031109,-55.465298,-1.510285,1590.408,0.20481439,735.737,0.47806537,-68.46958,-1.0890238,2620.7441,0.121321574,646.47125,0.47415328,-69.6997,-1.0569094,-19.162502,-0.38312808,-5.280867,4.5062823,2.2630079,28.972456,0.3670072
SPC03,37.788624,0.19028224,35.86871,38.610977,42.494858,6.626148,412.37515,654.3732,148.43396,207.58954,617.04675,0.40606505,1246.9438,0.24058226,-102.309105,-0.86717314,1715.7428,0.16925666,877.3381,0.4796102,-88.26931,-0.89495665,2692.5142,0.10462132,845.5458,0.5060166,-87.54323,-0.9027573,-14.407701,-0.6466577,-2.919175,9.811896,1.5874847,14.303953,0.94760895
BFC07,29.29135,0.20681982,26.149431,28.621231,31.400352,5.2509212,562.30286,832.06836,94.14321,130.36285,612.5187,0.48950762,1042.5663,0.3176751,-116.32959,-0.7794062,1635.6302,0.20249692,763.3216,0.42230585,-113.92676,-0.7666455,2641.1816,0.13952188,673.12555,0.36320844,-114.658615,-0.75180435,-9.521044,-0.96427464,0.15809181,5.340779,2.0416915,16.73268,0.6225122
NOR04,33.86092,0.23896992,28.96279,34.98573,40.572243,11.609453,246.88951,374.83304,133.79163,230.94542,594.3629,0.364235,1314.924,0.16305126,-30.097214,-1.9491498,1623.4401,0.18267763,1011.3291,0.3581423,-38.14644,-1.2809776,2691.5903,0.11950482,855.94305,0.47569486,-44.645126,-1.0463558,-15.724831,-0.40193355,-7.719324,8.353197,1.6428143,25.427624,0.41829243
OCM20,38.692142,0.14278619,36.07243,39.31594,42.45269,6.3802605,252.03564,463.91937,164.84447,359.78174,524.5681,0.33119002,1100.2415,0.20050351,-102.30251,-0.88798857,1738.0553,0.19341964,756.6451,0.6487867,-87.30282,-0.8803041,2821.1003,0.09563491,682.9247,0.8713198,-85.92401,-0.90231043,-14.9940405,-0.52237874,-7.143679,12.2316675,0.97658485,20.927893,0.5383939
PES07,39.80615,0.14679721,37.087204,39.95623,43.47332,6.386116,307.06583,556.5134,116.23037,241.40674,639.48047,0.39943287,1213.7645,0.25395668,-93.60153,-0.9523094,1721.9531,0.1852988,850.98883,0.51884735,-79.45604,-0.973221,2820.4502,0.10868504,737.46094,0.6527083,-81.319984,-0.929012,-13.341362,-0.7517652,-0.99969137,8.853698,1.4650297,18.607662,0.72808
LOR02,23.578356,0.19764455,19.617184,23.0976,27.66095,8.043766,202.78932,263.59726,85.660774,113.10921,527.04395,0.4238932,1228.5903,0.20962195,-80.57488,-1.1321411,1603.1201,0.19079475,958.22504,0.3969112,-91.791046,-0.8844162,2613.0027,0.12569717,863.244,0.43267572,-94.28917,-0.83931226,-22.95707,-0.37956828,-7.6847463,6.188498,1.6918361,34.823933,0.32155088
OCM10,33.316418,0.21344827,29.055828,33.707634,38.842495,9.786667,318.8168,504.34372,151.34792,228.65497,515.35974,0.37525558,1110.5006,0.20966685,-97.96305,-0.91168416,1773.2751,0.19369046,798.55304,0.6866144,-98.709404,-0.7802304,2737.7869,0.116488166,625.53577,0.7442319,-97.262215,-0.7999476,-16.635313,-0.52257544,-2.9232275,10.044112,1.3465718,23.09628,0.56425834
BRE12,35.673325,0.17614645,31.71983,36.431236,40.793327,9.073498,276.93387,399.32657,121.53962,243.66338,763.6379,0.42796633,991.3721,0.32796505,-94.0684,-0.9497811,1838.0833,0.18590114,730.3815,0.4227781,-84.00262,-1.0049776,2813.4375,0.12191933,725.3866,0.33071354,-83.69357,-1.0095284,-7.941241,-0.9711999,-1.9712766,7.080106,1.5907366,10.58505,1.0526899
UCA10,31.425215,0.21136379,26.64797,30.82607,35.929398,9.281427,306.11987,524.24304,131.99454,326.60635,553.5137,0.41263795,1277.2633,0.21913695,-69.59438,-1.2965677,1574.4047,0.20484969,968.3071,0.34119037,-74.483055,-1.0596284,2678.041,0.12660089,866.97064,0.4261648,-80.1119,-0.9337001,-17.807922,-0.6919809,-0.41491815,7.5726137,1.7422034,31.654285,0.56436723
SOU10,28.286993,0.15145676,25.147717,28.154457,31.876604,6.7288876,191.15605,271.34348,87.380486,172.48843,510.31512,0.43418327,1197.4686,0.17403166,-83.94586,-1.0581154,1576.3282,0.20077683,827.04736,0.40999255,-89.55592,-0.90389943,2610.9944,0.11545178,686.17163,0.44420478,-91.48551,-0.86742383,-18.16118,-0.35612917,-21.632204,7.8481817,1.1110544,24.666096,0.34855068
CFE05,32.797985,0.30442807,20.817337,36.013855,41.12111,20.303772,294.01392,384.1966,183.23232,309.30002,586.17267,0.35019657,1281.363,0.17492172,-70.94014,-1.1968669,1684.413,0.17094307,982.7627,0.4324832,-71.768814,-1.0125486,2777.0017,0.10020422,815.3703,0.59376633,-74.70799,-0.9474806,-18.88569,-0.375634,-11.167291,6.269577,2.850441,23.149437,0.67339075
HES05,27.58269,0.19035624,23.592115,27.785591,31.892162,8.300047,218.50551,335.38,144.91982,308.3762,645.0229,0.49378756,1067.3767,0.29523912,-98.43172,-0.9475748,1679.4484,0.21635075,747.838,0.3799791,-97.174774,-0.9097513,2694.6758,0.14062825,619.51874,0.37283614,-98.46844,-0.8856347,-9.903058,-0.57346624,-1.9490101,3.2606714,3.5243273,17.909185,0.59783286
CFE07,30.911297,0.29018557,20.808632,32.29771,38.97544,18.16681,339.78098,401.88135,168.81984,191.50621,615.2638,0.3386376,1278.3779,0.17310672,-67.11268,-1.217237,1733.1244,0.16006534,955.01776,0.4262372,-73.11566,-0.9728596,2778.7905,0.11316826,838.0261,0.50024176,-75.937035,-0.9139967,-19.9933,-0.33941546,-11.12397,8.271549,2.06088,25.43545,0.57636315
UPS01,30.181145,0.14938745,27.983406,30.740833,33.305836,5.3224297,316.97964,450.68832,106.18269,180.01198,566.14075,0.48039222,1165.7849,0.2166296,-59.12317,-1.3379271,1626.404,0.20748456,829.7425,0.39054096,-65.24625,-1.0763954,2620.4788,0.12204351,740.0514,0.398055,-66.70981,-1.0373937,-15.900155,-0.45060816,-3.5401707,9.641768,1.2533896,22.42484,0.42549208
BRE06,35.94462,0.17274478,32.900078,36.700184,40.536263,7.6361847,366.43384,563.7656,158.78087,270.39432,556.2487,0.43497694,1178.6981,0.21990685,-91.24118,-0.9714469,1639.3761,0.17214537,775.30237,0.48107192,-80.7868,-0.95914847,2680.19,0.09779755,746.3082,0.5926936,-81.94613,-0.9329663,-14.6518545,-0.52809715,-3.5784013,9.105591,1.4697732,18.252567,0.60175186
ALS11,35.496952,0.22026289,33.076324,36.81345,40.387455,7.3111305,369.2405,526.7185,169.8146,274.57053,551.08246,0.45473203,1193.616,0.20940827,-87.04301,-0.99867314,1638.3174,0.18370923,817.81433,0.41450545,-76.68085,-0.9476493,2663.6926,0.116627075,735.7697,0.4775186,-78.25802,-0.91371006,-17.682983,-0.48583823,-4.5289617,9.569356,1.667375,19.293558,0.69664884
CFE03,32.750744,0.26220772,23.405136,35.38511,39.34526,15.9401245,333.03125,443.0876,162.99182,214.4975,672.4777,0.30284065,1282.3708,0.16934712,-62.765667,-1.2104225,1778.9019,0.15520246,979.65436,0.38969544,-69.61286,-0.94218606,2867.5034,0.09367851,759.47864,0.46152604,-73.17088,-0.87018704,-23.100166,-0.2881014,-12.0117655,8.185827,1.9880794,27.631203,0.51043993
SOU07,34.890694,0.17050269,33.045544,35.251247,38.9544,5.9088554,314.03592,499.45905,192.4626,339.8414,522.729,0.34415522,1284.7155,0.17015019,-94.51382,-0.94516885,1623.7498,0.16190657,871.4621,0.5256323,-91.60188,-0.8684397,2691.165,0.08960587,825.6908,0.6023053,-93.66222,-0.8303123,-18.093878,-0.34472895,-21.948298,8.785105,1.4080403,21.42879,0.46176615
BFC02,28.696585,0.19700338,25.230244,28.451561,32.83339,7.6031456,332.34082,498.48184,155.6457,308.70563,551.393,0.49720392,1067.188,0.27656892,-85.44942,-1.0237628,1633.9004,0.18312812,689.18005,0.49590874,-87.78466,-0.9052782,2622.684,0.12755185,690.5241,0.42082202,-86.8811,-0.92103255,-13.482585,-0.604889,-0.89111924,11.347542,1.1912109,20.082684,0.558649
NOR08,30.801678,0.25658855,22.216965,32.797443,36.16286,13.945896,284.70087,399.4738,117.2354,137.23926,544.3423,0.3660546,1304.6714,0.16480683,-54.88435,-1.4306886,1556.0867,0.1789255,1016.0523,0.3194411,-60.970493,-1.1356392,2664.5527,0.11038411,842.1367,0.46691135,-67.10213,-0.98342675,-16.20942,-0.4612819,-5.736554,8.072905,1.7259153,27.982374,0.38159725
UCA01,30.774584,0.2264552,26.790655,29.78515,33.684246,6.893591,308.62103,544.92285,129.9156,202.66937,560.7437,0.43780068,1217.4165,0.23475608,-68.7379,-1.281713,1623.7705,0.20850888,900.5628,0.38634145,-75.386475,-1.0470585,2717.584,0.11538972,825.19666,0.47690102,-77.947426,-0.98266757,-15.762884,-0.85932124,-3.889383,5.572717,2.3270905,26.34763,0.6395792
ALS06,32.605537,0.14717743,30.644308,32.54548,35.67193,5.0276203,232.788,356.0682,133.84534,295.93628,481.184,0.39504123,1209.3545,0.20035067,-70.126495,-1.221897,1551.7268,0.17554756,827.99713,0.42448363,-75.335754,-0.97703063,2642.051,0.0878371,732.9999,0.56804967,-77.91027,-0.9221431,-17.672962,-0.4172325,-3.603072,8.563499,1.2970469,24.702436,0.42683974
GRE06,38.74032,0.2080068,34.482502,39.292263,44.746174,10.263672,238.12418,451.76877,194.55782,385.13562,670.8019,0.37418362,1240.3656,0.22870393,-104.589775,-0.88514084,1741.067,0.18159758,867.8191,0.5126813,-93.23344,-0.91034067,2797.6199,0.12015237,777.9007,0.60259616,-95.284584,-0.86869365,-11.757636,-0.6853607,-4.3804955,5.7372837,2.0099654,18.265047,0.64307374
SPC12,27.53797,0.15156142,25.602728,27.811274,30.46583,4.863102,273.58286,363.47556,85.99378,130.40993,541.45844,0.48571646,1127.1332,0.22912627,-71.215515,-1.1315227,1639.2981,0.18144794,715.82556,0.48197943,-77.947,-0.9361366,2604.9653,0.11141674,734.2105,0.35805142,-76.74662,-0.95775884,-16.526009,-0.45457706,-5.640863,10.0350895,1.3356819,20.955387,0.5286976
GRE15,36.357548,0.19304143,33.596455,36.765663,41.243683,7.6472282,298.09653,515.6697,158.3632,215.76633,605.7339,0.42502728,1109.2006,0.22245014,-113.75539,-0.7924695,1779.9789,0.21452916,685.2563,0.5888564,-104.74096,-0.7799227,2827.274,0.12405917,636.4381,0.6853888,-105.017426,-0.7722631,-14.078528,-0.63428205,-2.9288864,8.594267,1.6964853,20.123302,0.69465196
POF01,37.70238,0.14528899,34.224754,38.127377,41.95922,7.7344666,250.75233,464.63617,175.02562,394.8671,629.6624,0.40380704,1249.6127,0.2054221,-91.78189,-0.97025514,1717.1069,0.16833812,885.1975,0.5417292,-83.98033,-0.9304306,2777.5374,0.12524006,872.07324,0.5887513,-86.03695,-0.89050174,-16.341984,-0.51982933,-5.6084867,7.885151,1.8072138,19.216867,0.71334004
BRE10,36.701923,0.19042158,33.29333,37.2136,42.06444,8.771111,262.01602,416.21414,226.2588,437.13745,632.31,0.36190438,1271.1206,0.188823,-79.690125,-1.0969279,1688.37,0.17301214,981.7656,0.5224862,-78.2362,-0.9867769,2707.0417,0.11947658,811.7069,0.6246294,-81.120384,-0.9266708,-15.302557,-0.47957012,-5.6921363,8.010832,1.670019,21.436657,0.5442089
UPS12,35.389633,0.1879999,32.91015,36.374054,39.987106,7.0769577,278.21494,396.85162,149.47244,323.83212,581.3688,0.3884803,1269.4977,0.20187645,-89.64237,-1.0026926,1674.0388,0.16496317,877.74915,0.5071491,-84.69161,-0.92681915,2694.191,0.09969514,807.1736,0.5744391,-86.41665,-0.8910705,-16.717438,-0.44093278,-4.637388,9.297851,1.4853752,21.412863,0.5395353
GRE09,35.74592,0.22086616,33.174522,37.53729,41.22438,8.049858,275.46185,359.7213,167.47955,238.44608,619.8362,0.3731033,1180.7753,0.20588736,-93.41286,-0.96668136,1730.6819,0.18752351,838.8517,0.5153383,-88.323715,-0.914392,2837.7952,0.11401521,719.522,0.6245944,-90.328735,-0.8747949,-13.886001,-0.52608556,-4.613535,4.797206,3.3115132,20.202692,0.56972677
SOU09,35.36954,0.19331461,32.67348,36.338333,40.299355,7.6258736,312.76382,499.73636,210.07777,412.13998,571.4349,0.3494825,1299.7244,0.16217649,-110.54359,-0.80105805,1643.099,0.14232962,972.5179,0.33916134,-105.95869,-0.7484543,2709.2068,0.09867326,890.5511,0.38895145,-109.83489,-0.6905281,-23.2219,-0.308789,-19.469471,10.716752,1.0731404,27.266302,0.42059216
UPS04,27.54112,0.17824186,25.492456,28.127897,30.822094,5.3296375,254.16716,349.1868,146.81044,357.8064,490.77643,0.4450899,1135.2782,0.19783328,-80.15186,-1.1105118,1598.2803,0.2033584,745.47815,0.49157885,-87.71459,-0.9096585,2629.641,0.12094245,653.3561,0.52469283,-88.8584,-0.88549876,-17.451027,-0.436257,-5.7331505,9.200239,1.5073973,26.091055,0.411723
LRE11,29.660942,0.22419147,24.919949,29.39001,35.573074,10.653126,225.0717,280.40863,145.52834,217.39313,644.64703,0.49036536,1084.9724,0.26624763,-58.802708,-1.3501513,1701.7151,0.21951018,738.22546,0.37522167,-57.010624,-1.2619793,2729.8704,0.12025377,659.13306,0.3323641,-58.557255,-1.213023,-9.73071,-0.5685154,-6.601966,6.5936046,2.1001496,15.870242,0.66404986
BOD06,33.815773,0.171248,31.982468,34.613686,37.799625,5.8171577,322.661,544.3192,140.13223,258.96698,493.83176,0.45647982,1136.7019,0.2103167,-89.17493,-1.0149783,1594.7195,0.18850045,724.4488,0.50079495,-81.65566,-0.95715934,2591.3718,0.110088885,662.6936,0.47611246,-82.355415,-0.94031566,-14.039879,-0.46527588,-6.312788,7.6789503,1.68663,19.217535,0.5709873
SEN02,21.390858,0.20294549,18.383745,21.43064,24.48392,6.100174,194.03072,211.81654,149.7595,171.84538,458.5011,0.22180504,1205.4067,0.14013352,-89.218124,-1.0074426,1477.6812,0.083270684,1024.5167,0.18100168,-96.16456,-0.87215734,2493.121,0.05971147,901.78455,0.30227116,-98.659325,-0.8297353,-11.426994,-0.14128311,-10.979225,-1.1633595,-12.631581,12.252283,0.79667294
OCM12,29.514576,0.22758636,26.29634,28.348282,31.122662,4.8263206,544.71625,1000.5408,193.5752,308.01395,713.53937,0.48160008,1029.9747,0.31890535,-112.59122,-0.8012353,1842.4424,0.18552256,713.6202,0.5857599,-111.36781,-0.77203035,2787.4749,0.12854281,660.8317,0.5516207,-108.86216,-0.80359286,-10.228852,-0.91143644,-4.031393,8.9965105,1.2119797,18.885897,0.612539
BOD15,26.66333,0.19122088,23.010933,26.179604,30.424368,7.413435,200.3191,312.20804,114.2417,205.19955,498.21652,0.46676618,1113.5869,0.2017532,-62.513943,-1.3792509,1592.6129,0.20871377,719.24005,0.45597553,-70.96256,-1.0888509,2627.5994,0.113339946,568.18506,0.474855,-71.99609,-1.059321,-13.955465,-0.50624037,-5.5912848,4.528209,2.2158918,23.1816,0.4097319
GRE05,38.533684,0.15415986,36.8189,38.845203,42.03283,5.213928,321.6272,511.20474,137.40417,285.70618,558.43555,0.45115355,1087.1531,0.24484621,-119.09281,-0.7589401,1692.3763,0.1782143,710.2997,0.6302547,-89.109535,-0.9459058,2786.485,0.100454815,699.0893,0.79556936,-88.06001,-0.96400714,-8.666658,-0.77985436,-6.612239,6.479061,1.8058397,14.149556,0.6577145
