ID,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap
CVL02,0,0.53125,0.65625,7.46875,0,3.71875,4.9375,103.34375
CVL01,0,0.588235294117647,0.647058823529412,14.8235294117647,0,3.52941176470588,4.47058823529412,112.117647058824
SEN01,0,0.225806451612903,0.32258064516129,6.41935483870968,0,2.35483870967742,3.2258064516129,98.8064516129032
SEN02,0,0.288888888888889,0.333333333333333,3.26666666666667,0,5.24444444444444,6.31111111111111,65.4222222222222
GRE12,0,0.263157894736842,0.342105263157895,7.05263157894737,0,4.89473684210526,5.3421052631579,87.8684210526316
GRE15,0,0.53125,0.53125,6.53125,0,4.53125,5.5,92.25
GRE03,0,0.296296296296296,0.333333333333333,4.55555555555556,0,2.33333333333333,2.7037037037037,71.5185185185185
GRE10,0,0.297297297297297,0.351351351351351,4.56756756756757,0,4.72972972972973,5.35135135135135,74.3783783783784
GRE13,0,0.17948717948718,0.230769230769231,4.66666666666667,0,4.1025641025641,5.23076923076923,88.8717948717949
GRE06,0,0.393939393939394,0.454545454545455,4.36363636363636,0,4.18181818181818,5.3030303030303,59.8181818181818
GRE06,0,0.590909090909091,0.636363636363636,13.9545454545455,0,5.31818181818182,6.09090909090909,133.090909090909
GRE04,0,0.361702127659575,0.404255319148936,2.40425531914894,0,3.4468085106383,4.08510638297872,39.9574468085106
GRE08,0,0.342857142857143,0.457142857142857,4.57142857142857,0,4.51428571428571,6,84.7428571428572
GRE08,0,0.518518518518519,0.592592592592593,12.2222222222222,0,4.96296296296296,6.03703703703704,137.185185185185
GRE08,0,0.555555555555556,0.592592592592593,8.33333333333333,0,6.18518518518519,7.03703703703704,116.222222222222
GRE02,0,0.333333333333333,0.37037037037037,4.92592592592593,0,2.40740740740741,2.85185185185185,86.8888888888889
GRE05,0,0.666666666666667,0.666666666666667,13.0952380952381,0,4.66666666666667,5.38095238095238,142.714285714286
GRE07,0,0.391304347826087,0.391304347826087,10.695652173913,0,3.04347826086957,3.43478260869565,122.347826086957
GRE11,0,0.355555555555556,0.466666666666667,3.93333333333333,0,4.31111111111111,5.2,79.3333333333333
LYO14,0,0.346153846153846,0.384615384615385,9.23076923076923,0,3.88461538461538,5.15384615384615,119.115384615385
LYO09,0,0.4,0.433333333333333,11.0333333333333,0,4.06666666666667,5.1,140.066666666667
LYO01,0,0.275,0.3,2.45,0,3.325,3.975,47.025
LYO05,0,0.296296296296296,0.37037037037037,7.81481481481482,0,2.92592592592593,4.2962962962963,127.777777777778
LYO03,0,0.5,0.5,14.4666666666667,0,4.4,5.06666666666667,169.133333333333
LYO07,0,0.333333333333333,0.333333333333333,214.666666666667,0,0.333333333333333,0.333333333333333,216.666666666667
LYO02,0,0.678571428571429,0.678571428571429,7.39285714285714,0,7.46428571428571,7.57142857142857,77.1428571428571
LYO06,0,0.387096774193548,0.387096774193548,6.41935483870968,0,4.61290322580645,5.58064516129032,98.8387096774194
LYO08,0,0.515151515151515,0.515151515151515,6.36363636363636,0,4.39393939393939,4.6969696969697,89.2121212121212
LYO12,0,0.655172413793103,0.655172413793103,6.96551724137931,0,4.44827586206897,4.82758620689655,79.3103448275862
LYO10,0,0.542857142857143,0.657142857142857,5.14285714285714,0,7.17142857142857,8.14285714285714,85.2
LYO11,0,0.325,0.35,3.55,0,3.275,3.6,65.5
LYO04,0,0.261904761904762,0.333333333333333,1.80952380952381,0,2.97619047619048,3.73809523809524,44.5238095238095
LYO13,0,0.476190476190476,0.5,4.16666666666667,0,7.04761904761905,8.5952380952381,79.8333333333333
BRE02,0,0.592592592592593,0.62962962962963,12.7037037037037,0,5.14814814814815,5.48148148148148,135.592592592593
BRE16,0,0.2,0.25,4.7,0,3.575,4.825,75.125
BRE01,0,0.303030303030303,0.333333333333333,6.66666666666667,0,5.48484848484848,5.78787878787879,94.2727272727273
BRE14,0,0.46875,0.53125,5.21875,0,6.90625,7.96875,86.8125
BRE05,0,0.480769230769231,0.519230769230769,3.53846153846154,0,8.92307692307692,10.3076923076923,85.9615384615385
BRE15,0,0.703703703703704,0.777777777777778,9.11111111111111,0,6.96296296296296,8.03703703703704,117.111111111111
BRE09,0,0.323529411764706,0.352941176470588,4.11764705882353,0,5.97058823529412,6.17647058823529,57
BRE12,0,0.476190476190476,0.571428571428571,16.3809523809524,0,2.9047619047619,3.85714285714286,160.904761904762
BRE13,0,0.567567567567568,0.594594594594595,5.16216216216216,0,8.05405405405405,8.72972972972973,91.0540540540541
BRE10,0,0.6,0.64,10.88,0,6.72,7.64,116.76
BRE04,0,0.222222222222222,0.333333333333333,7.2962962962963,0,2.74074074074074,4.2962962962963,101.37037037037
BRE07,0,0.36,0.4,5.84,0,2.72,4.04,61.72
BRE03,0,0.333333333333333,0.380952380952381,3.73809523809524,0,4.07142857142857,5.45238095238095,77.3571428571429
BRE11,0,0.230769230769231,0.384615384615385,7.07692307692308,0,3,4.03846153846154,81.2692307692308
BRE06,0,0.653846153846154,0.730769230769231,10,0,6.30769230769231,7.57692307692308,120.346153846154
BRE08,0,0.45,0.5,11.6,0,3.75,4.1,101.95
LDV02,0,0.428571428571429,0.476190476190476,5.11904761904762,0,6.71428571428571,7.88095238095238,94.8571428571429
LDV05,0,0.45,0.475,6.6,0,5.55,6.975,99.4
LDV09,0,0.296296296296296,0.37037037037037,7.59259259259259,0,3.7037037037037,4.74074074074074,99.1481481481482
LDV10,0,0.413793103448276,0.482758620689655,9.55172413793103,0,3.58620689655172,4.68965517241379,116.413793103448
LDV01,0,0.433333333333333,0.5,9.1,0,5.26666666666667,5.9,115.233333333333
LDV08,0,0.392857142857143,0.464285714285714,6.35714285714286,0,4.60714285714286,5.53571428571429,72.1071428571429
LDV07,0,0.4375,0.53125,6.8125,0,3.375,4.1875,93.3125
LDV03,0,0.160714285714286,0.178571428571429,2.625,0,3.58928571428571,4.83928571428571,60.1428571428571
LDV06,0,0.326530612244898,0.387755102040816,3.40816326530612,0,3.89795918367347,4.83673469387755,52.6122448979592
LDV04,0,0.444444444444444,0.518518518518519,11.1111111111111,0,5.07407407407407,5.88888888888889,138.592592592593
PES07,0,0.259259259259259,0.296296296296296,9.03703703703704,0,2.18518518518519,2.96296296296296,99.4444444444444
PES02,0,0.64,0.72,14.04,0,4.44,5.68,138.28
PES03,0,0.523809523809524,0.619047619047619,12.2380952380952,0,3.0952380952381,4.28571428571429,116.952380952381
PES01,0,0.518518518518519,0.518518518518519,11,0,4.55555555555556,4.88888888888889,127.851851851852
PES10,0,0.454545454545455,0.522727272727273,3.5,0,7.47727272727273,8.68181818181818,67.8181818181818
PES09,0,0.275862068965517,0.344827586206897,10.0344827586207,0,3.41379310344828,3.89655172413793,140.172413793103
PES05,0,0.266666666666667,0.3,5.1,0,2.96666666666667,3.56666666666667,66.0666666666667
PES06,0,0.375,0.458333333333333,9.04166666666667,0,3.875,4.91666666666667,104.291666666667
PES08,0,0.28125,0.34375,5.875,0,2.4375,4.3125,83.625
PES11,0,0.333333333333333,0.37037037037037,6.59259259259259,0,4.11111111111111,4.77777777777778,103
PES04,0,0.4,0.4,5.1,0,3.55,3.9,45.1
CFE09,0,0.484848484848485,0.515151515151515,5.60606060606061,0,5.03030303030303,5.72727272727273,107.515151515152
CFE10,0,0,0,0,0,0,0,0
CFE04,0,0.592592592592593,0.592592592592593,13.1851851851852,0,4,4.77777777777778,146.333333333333
CFE11,0,0.5,0.571428571428571,7.14285714285714,0,4.78571428571429,6.46428571428571,87.75
CFE07,0,0.592592592592593,0.592592592592593,9.25925925925926,0,6,6.77777777777778,106.62962962963
CFE02,0,0.233333333333333,0.266666666666667,4,0,3.93333333333333,4.53333333333333,58.1333333333333
CFE03,0,0.333333333333333,0.361111111111111,6.36111111111111,0,4.55555555555556,5.66666666666667,79.1944444444444
CFE01,0,0.419354838709677,0.516129032258065,8.87096774193548,0,6.67741935483871,7.70967741935484,130.483870967742
CFE05,0,0.275862068965517,0.344827586206897,8.58620689655172,0,3.41379310344828,4.55172413793104,106.793103448276
CFE08,0,0.333333333333333,0.454545454545455,4.93939393939394,0,3.54545454545455,4.6969696969697,86.5757575757576
CFE06,0,0.178571428571429,0.285714285714286,4.25,0,2.57142857142857,3.71428571428571,67
BFC04,0,0.392857142857143,0.392857142857143,5.78571428571429,0,3.85714285714286,4.42857142857143,83.4642857142857
BFC06,0,0.36,0.4,11.64,0,3,3.8,124
BFC01,0,0.558139534883721,0.581395348837209,6.53488372093023,0,6.83720930232558,7.51162790697674,80.3023255813954
BFC10,0,0.304347826086957,0.391304347826087,7.95652173913044,0,2.56521739130435,3.39130434782609,109.434782608696
BFC09,0,0.304347826086957,0.391304347826087,13.304347826087,0,3,3.78260869565217,129.95652173913
BFC07,0,0.333333333333333,0.388888888888889,17.4444444444444,0,1.88888888888889,2.94444444444444,123.5
BFC03,0,0.444444444444444,0.444444444444444,8.72222222222222,0,2.44444444444444,3.05555555555556,83.5
BFC02,0,0.4,0.428571428571429,5.65714285714286,0,4.34285714285714,5.34285714285714,85.3714285714286
BFC05,0,0.423076923076923,0.461538461538462,7.69230769230769,0,5.53846153846154,6,91.6923076923077
BFC08,0,0.19047619047619,0.238095238095238,11.0952380952381,0,2.52380952380952,3.28571428571429,115.333333333333
SPC10,0,0.487179487179487,0.538461538461538,5.15384615384615,0,7.64102564102564,8.84615384615385,86.1794871794872
SPC08,0,0.17948717948718,0.230769230769231,3.28205128205128,0,3.48717948717949,4.51282051282051,59.3333333333333
SPC07,0,0.411764705882353,0.470588235294118,4.55882352941176,0,7.20588235294118,8.17647058823529,78.6470588235294
SPC02,0,0.486486486486487,0.540540540540541,5,0,5.81081081081081,7.37837837837838,83.4864864864865
SPC01,0,0.28,0.44,10.12,0,2.6,3.72,101.16
SPC12,0,0.620689655172414,0.620689655172414,7.17241379310345,0,5.72413793103448,7.10344827586207,84.9655172413793
SPC05,0,0.451612903225806,0.612903225806452,7.58064516129032,0,3.83870967741936,5.54838709677419,110.290322580645
SPC11,0,0.25,0.375,5.45833333333333,0,3.45833333333333,4.25,78
SPC09,0,0.241379310344828,0.310344827586207,4.06896551724138,0,2.06896551724138,2.6551724137931,55.7241379310345
SPC04,0,0.365853658536585,0.414634146341463,4.34146341463415,0,5.85365853658537,7.63414634146341,81.4146341463415
SPC06,0,0.617647058823529,0.705882352941177,3.55882352941176,0,6.32352941176471,7.82352941176471,63.5882352941176
SPC03,0,0.416666666666667,0.416666666666667,9.79166666666667,0,3.41666666666667,3.95833333333333,108.833333333333
