ID,localNounOverlapCount,localArgumentOverlapCount,localStemOverlapCount,localContentWordOverlap,globalNounOverlapCount,globalArgumentOverlapCount,globalStemOverlapCount,globalContentWordOverlap
POF01,0,0.571428571428571,0.571428571428571,9.47619047619048,0,4.66666666666667,5,117.952380952381
POF05,0,0.166666666666667,0.25,8.125,0,2.16666666666667,4.5,103.333333333333
POF02,0,0.344827586206897,0.448275862068966,6.51724137931035,0,3.48275862068966,5.20689655172414,85
POF03,0,0.645161290322581,0.67741935483871,10.5806451612903,0,6.54838709677419,7.19354838709677,148.451612903226
POF04,0,0.15625,0.21875,6.6875,0,2.625,3.5625,106.71875
UPS04,0,0.205882352941176,0.235294117647059,5.20588235294118,0,2.11764705882353,2.91176470588235,73.3823529411765
UPS11,0,0.171428571428571,0.257142857142857,3.28571428571429,0,2.97142857142857,4.02857142857143,54.2857142857143
UPS15,0,0.366666666666667,0.5,6.13333333333333,0,2.83333333333333,4.36666666666667,87.7
UPS06,0,0.205882352941176,0.235294117647059,3.38235294117647,0,3,4.11764705882353,68.5294117647059
UPS05,0,0.0645161290322581,0.0967741935483871,4.64516129032258,0,3.35483870967742,3.54838709677419,76.258064516129
UPS08,0,0.647058823529412,0.647058823529412,7.88235294117647,0,6.73529411764706,7,99.8529411764706
UPS12,0,0.21875,0.34375,5.6875,0,3.46875,4.65625,86.09375
UPS07,0,0.571428571428571,0.607142857142857,4.17857142857143,0,3.92857142857143,4.53571428571429,46.6785714285714
UPS03,0,0.296296296296296,0.333333333333333,5.2962962962963,0,3.25925925925926,3.92592592592593,71.4444444444444
UPS01,0,0.153846153846154,0.269230769230769,9.46153846153846,0,2.92307692307692,3.38461538461538,122.038461538462
UPS02,0,0.375,0.375,6.95833333333333,0,3.83333333333333,4.16666666666667,71.625
UPS09,0,0.216216216216216,0.27027027027027,4.18918918918919,0,2.40540540540541,3.2972972972973,69.6756756756757
UPS13,0,0.5,0.545454545454545,12.9090909090909,0,4.13636363636364,5,125.590909090909
UPS14,0,0.586206896551724,0.689655172413793,7.06896551724138,0,6.51724137931035,7.51724137931035,103.172413793103
UPS10,0,0.461538461538462,0.538461538461538,12.5,0,5.73076923076923,7.03846153846154,120.884615384615
OCM11,0,0.395348837209302,0.418604651162791,2.62790697674419,0,7.27906976744186,8.27906976744186,52.1860465116279
OCM20,0,0.454545454545455,0.590909090909091,14.5454545454545,0,3.36363636363636,3.68181818181818,146.909090909091
OCM01,0,0.292682926829268,0.317073170731707,4.63414634146341,0,5.51219512195122,6.34146341463415,78.2682926829268
OCM10,0,0.24,0.36,12.24,0,3.08,4,123.16
OCM06,0,0.222222222222222,0.25,4.25,0,3.86111111111111,5.33333333333333,79.0833333333333
OCM16,0,0.4,0.4,10.0666666666667,0,4.96666666666667,5.6,159.9
OCM12,0,0.413793103448276,0.413793103448276,10.2758620689655,0,4.48275862068966,5.37931034482759,120.275862068966
OCM15,0,0.2,0.28,8.88,0,3.24,3.96,119.44
OCM17,0,0.368421052631579,0.447368421052632,4.31578947368421,0,4.60526315789474,5.36842105263158,66.3947368421053
OCM05,0,0.285714285714286,0.306122448979592,3.02040816326531,0,4.87755102040816,5.26530612244898,68.3061224489796
OCM07,0,0.310344827586207,0.482758620689655,6.48275862068966,0,4.89655172413793,7,95.1724137931034
OCM03,0,0.53125,0.6875,7.15625,0,5.84375,7.78125,114.25
OCM14,0,0.352941176470588,0.411764705882353,8.35294117647059,0,5.20588235294118,6.32352941176471,129.352941176471
OCM02,0,0.114285714285714,0.142857142857143,5.11428571428571,0,1.94285714285714,3.02857142857143,79.1428571428571
OCM09,0,0.272727272727273,0.333333333333333,7.24242424242424,0,3.24242424242424,4.18181818181818,101.151515151515
OCM18,0,0.592592592592593,0.666666666666667,8.81481481481482,0,6.07407407407407,7.66666666666667,108.851851851852
OCM04,0,0.5625,0.59375,7.40625,0,5.625,6.6875,103.15625
OCM13,0,0.333333333333333,0.407407407407407,4.03703703703704,0,2.81481481481482,3.77777777777778,57.1851851851852
OCM19,0,0.551724137931035,0.586206896551724,8.41379310344828,0,4.79310344827586,5.55172413793104,113.689655172414
OCM08,0,0.347826086956522,0.347826086956522,9.73913043478261,0,3.73913043478261,4.08695652173913,110.782608695652
BOD07,0,0.606060606060606,0.696969696969697,6.60606060606061,0,8.15151515151515,9.15151515151515,96.9393939393939
BOD04,0,0.444444444444444,0.481481481481481,7.07407407407407,0,5.03703703703704,5.59259259259259,92.9259259259259
BOD09,0,0.518518518518519,0.518518518518519,8.40740740740741,0,5.03703703703704,6,108.740740740741
BOD12,0,0.48,0.52,12.2,0,4.68,5.76,136.56
BOD15,0,0.305555555555556,0.361111111111111,5.86111111111111,0,3.02777777777778,4.41666666666667,118.388888888889
BOD11,0,0.464285714285714,0.5,7.78571428571429,0,5.35714285714286,6.89285714285714,85.9642857142857
BOD16,0,0.127659574468085,0.191489361702128,3.82978723404255,0,2.57446808510638,3.14893617021277,66.8510638297872
BOD03,0,0.413793103448276,0.448275862068966,5.24137931034483,0,3.27586206896552,4.6551724137931,72.4827586206897
BOD14,0,0.6,0.64,9.84,0,7,7.16,121.44
BOD02,0,0.333333333333333,0.333333333333333,3.27777777777778,0,5.02777777777778,6.22222222222222,56.1944444444444
BOD13,0,0.52,0.6,10.8,0,3.2,4,141.88
BOD05,0,0.435897435897436,0.461538461538462,4.07692307692308,0,4.97435897435897,6.20512820512821,78.2564102564103
BOD10,0,0.263157894736842,0.368421052631579,20.3157894736842,0,2.26315789473684,3.47368421052632,183.368421052632
BOD08,0,0.205128205128205,0.230769230769231,2.64102564102564,0,3.41025641025641,4.69230769230769,51.8205128205128
BOD06,0,0.235294117647059,0.264705882352941,5.58823529411765,0,2.85294117647059,3.17647058823529,74.6764705882353
BOD01,0,0.305555555555556,0.333333333333333,4.97222222222222,0,3.58333333333333,4.5,119.694444444444
UPL01,0,0.35,0.45,13.2,0,2.65,3.4,111.85
UPL02,0,0.333333333333333,0.363636363636364,5.60606060606061,0,5.48484848484848,6.33333333333333,85.8787878787879
LOR02,0,0.36,0.4,10.68,0,3.84,5.24,113.4
LOR08,0,0.384615384615385,0.384615384615385,9,0,4.69230769230769,5.11538461538462,96.9615384615385
LOR01,0,0.242424242424242,0.303030303030303,7.54545454545455,0,4.39393939393939,5.21212121212121,106.545454545455
LOR07,0,0.310344827586207,0.344827586206897,4.96551724137931,0,2.79310344827586,3.41379310344828,65.3103448275862
LOR03,0,0.485714285714286,0.571428571428571,5.05714285714286,0,7.14285714285714,8.22857142857143,88.3714285714286
LOR09,0,0.666666666666667,0.666666666666667,6.79166666666667,0,5.58333333333333,6.45833333333333,69
LOR04,0,0.590909090909091,0.681818181818182,13.1818181818182,0,5.09090909090909,6.18181818181818,132.227272727273
LOR10,0,0.576923076923077,0.615384615384615,10,0,4.96153846153846,5.61538461538462,122.192307692308
LOR05,0,0.388888888888889,0.388888888888889,10.5,0,3.66666666666667,4.27777777777778,114.611111111111
LOR06,0,0.35,0.4,12.6,0,3.45,3.65,96.1
AMU02,0,0.619047619047619,0.666666666666667,12.4285714285714,0,5,5.61904761904762,92.5238095238095
AMU08,0,0.230769230769231,0.269230769230769,7.26923076923077,0,2.57692307692308,2.69230769230769,93.1538461538462
AMU03,0,0.3,0.333333333333333,8.63333333333333,0,5.76666666666667,6.4,115.766666666667
AMU04,0,0.277777777777778,0.277777777777778,4.11111111111111,0,4.86111111111111,5.38888888888889,70.0277777777778
AMU10,0,0.351351351351351,0.378378378378378,6.27027027027027,0,4.45945945945946,5.89189189189189,100.216216216216
AMU11,0,0.305555555555556,0.333333333333333,2.36111111111111,0,4.02777777777778,4.36111111111111,38.5555555555556
AMU07,0,0.5,0.5,12.6,0,3.1,3.65,139.4
AMU09,0,0.264705882352941,0.352941176470588,3.85294117647059,0,2.79411764705882,3.47058823529412,59.4411764705882
AMU06,0,0.292682926829268,0.292682926829268,3.92682926829268,0,4.97560975609756,5.70731707317073,84.7804878048781
AMU01,0,0.358974358974359,0.41025641025641,2.17948717948718,0,4.71794871794872,5.71794871794872,42.7179487179487
AMU05,0,0.387096774193548,0.451612903225806,5.51612903225807,0,3.7741935483871,4.83870967741936,69.1290322580645
NOR03,0,0.390243902439024,0.463414634146342,5.09756097560976,0,5.75609756097561,6.82926829268293,94.8048780487805
NOR01,0,0.407407407407407,0.444444444444444,5.66666666666667,0,4.25925925925926,4.77777777777778,68.7037037037037
NOR12,0,0.685714285714286,0.714285714285714,6.94285714285714,0,7,8.48571428571429,100.914285714286
NOR07,0,0.466666666666667,0.533333333333333,22.8666666666667,0,2.66666666666667,3.26666666666667,124.6
NOR06,0,0.386363636363636,0.409090909090909,3.63636363636364,0,4.88636363636364,5.31818181818182,62.3181818181818
NOR04,0,0.5,0.625,16.25,0,2.75,4.0625,135.625
NOR10,0,0.517241379310345,0.551724137931035,3.72413793103448,0,4.93103448275862,5.48275862068966,41.8620689655172
NOR05,0,0.433333333333333,0.5,7.33333333333333,0,3.93333333333333,4.6,89.0666666666667
NOR11,0,0.451612903225806,0.580645161290323,10.6774193548387,0,7.16129032258065,8.41935483870968,154.387096774194
NOR09,0,0.659090909090909,0.681818181818182,4.40909090909091,0,8.72727272727273,9.47727272727273,85.9318181818182
NOR08,0,0.323529411764706,0.352941176470588,3.79411764705882,0,3.70588235294118,4.5,49.7941176470588
NOR02,0,0.178571428571429,0.25,6.32142857142857,0,1.92857142857143,3.32142857142857,78.25
LRE11,0,0.451612903225806,0.548387096774194,6.32258064516129,0,6.90322580645161,8.16129032258065,95.3548387096774
LRE07,0,0.432432432432432,0.486486486486487,4.86486486486487,0,6.24324324324324,6.64864864864865,81.4594594594595
LRE05,0,0.818181818181818,0.818181818181818,11.8181818181818,0,6.09090909090909,6.40909090909091,134.727272727273
LRE03,0,0.411764705882353,0.411764705882353,12.4117647058824,0,3.64705882352941,4,107.117647058824
LRE09,0,0.551724137931035,0.586206896551724,6.48275862068966,0,6.20689655172414,6.93103448275862,102.862068965517
LRE06,0,0.375,0.375,6.58333333333333,0,4.16666666666667,4.91666666666667,83.125
LRE04,0,0.37037037037037,0.37037037037037,7.74074074074074,0,3,4.2962962962963,97.5185185185185
LRE10,0,0.27027027027027,0.297297297297297,4.72972972972973,0,3.27027027027027,4.2972972972973,89.6216216216216
LRE08,0,0.5,0.545454545454545,13.8636363636364,0,3.22727272727273,3.59090909090909,121.863636363636
LRE01,0,0.153846153846154,0.192307692307692,11.0769230769231,0,2.03846153846154,2.42307692307692,124.038461538462
LRE02,0,0.233333333333333,0.366666666666667,8.43333333333333,0,3.1,4.6,104.033333333333
HES07,0,0.392857142857143,0.464285714285714,9.5,0,4.25,6.03571428571429,128.714285714286
HES01,0,0.909090909090909,0.909090909090909,30.7272727272727,0,4.90909090909091,4.90909090909091,191.363636363636
HES05,0,0.37037037037037,0.481481481481481,5.11111111111111,0,4.81481481481482,6.18518518518519,62.3703703703704
HES04,0,0.405405405405405,0.432432432432432,5.78378378378378,0,4.91891891891892,5.67567567567568,97.1891891891892
HES02,0,0.447368421052632,0.5,7.63157894736842,0,6.89473684210526,7.73684210526316,135.394736842105
HES08,0,0.333333333333333,0.433333333333333,8.16666666666667,0,4.26666666666667,5.3,116.8
HES06,0,0.545454545454545,0.636363636363636,5.18181818181818,0,4.31818181818182,5.09090909090909,60.3181818181818
HES03,0,0.454545454545455,0.5,7.09090909090909,0,3.63636363636364,4.54545454545455,64.7272727272727
ANT02,0,0.473684210526316,0.578947368421053,8.94736842105263,0,2.78947368421053,3.63157894736842,83.1578947368421
ANT01,0,0.583333333333333,0.708333333333333,12.125,0,5.125,6.45833333333333,147.791666666667
SOU10,0,0.551724137931035,0.551724137931035,7.89655172413793,0,4.96551724137931,6.27586206896552,101.758620689655
SOU11,0,0.348837209302326,0.372093023255814,2.48837209302326,0,5.06976744186047,5.30232558139535,53.6046511627907
SOU06,0,0.354838709677419,0.483870967741936,7.54838709677419,0,3.61290322580645,5.58064516129032,105.129032258065
SOU13,0,0.357142857142857,0.357142857142857,9.67857142857143,0,4.82142857142857,5.14285714285714,135.642857142857
SOU02,0,0.6,0.62,3.84,0,9.3,10.9,71.18
SOU07,0,0.333333333333333,0.333333333333333,4.61904761904762,0,4.30952380952381,4.78571428571429,82.5238095238095
SOU15,0,0.647058823529412,0.764705882352941,27.5882352941177,0,5.47058823529412,6.64705882352941,225
SOU14,0,0.666666666666667,0.666666666666667,36.1666666666667,0,2.66666666666667,3.33333333333333,164.25
SOU16,0,0.380952380952381,0.476190476190476,11.7619047619048,0,2.76190476190476,3.52380952380952,105.857142857143
SOU12,0,0.28125,0.28125,4.75,0,3.84375,4.3125,70.0625
SOU04,0,0.457142857142857,0.542857142857143,4.77142857142857,0,5.82857142857143,6.91428571428572,74.5428571428571
SOU05,0,0.333333333333333,0.366666666666667,6.93333333333333,0,4.03333333333333,5.36666666666667,90.6333333333333
SOU09,0,0.321428571428571,0.357142857142857,4.17857142857143,0,2.64285714285714,3.14285714285714,50.3928571428571
SOU01,0,0.25,0.25,5.36111111111111,0,4.02777777777778,5.80555555555556,97.5
SOU08,0,0.225806451612903,0.290322580645161,7,0,3.70967741935484,5.16129032258065,101.129032258065
SOU03,0,0.181818181818182,0.181818181818182,5.27272727272727,0,1.81818181818182,2.18181818181818,74.3030303030303
ALS03,0,0.538461538461538,0.615384615384615,7.69230769230769,0,5.11538461538462,5.76923076923077,105.230769230769
ALS06,0,0.611111111111111,0.638888888888889,8.05555555555556,0,5.72222222222222,7.22222222222222,123.388888888889
ALS08,0,0.272727272727273,0.318181818181818,3.79545454545455,0,4.52272727272727,5.63636363636364,87.0909090909091
ALS01,0,0.564102564102564,0.641025641025641,5.02564102564103,0,7.66666666666667,8.58974358974359,81.6666666666667
ALS07,0,0.647058823529412,0.764705882352941,34.6470588235294,0,5.88235294117647,6.58823529411765,273.117647058824
ALS11,0,0.27027027027027,0.324324324324324,5.86486486486487,0,4.05405405405405,4.62162162162162,94.0810810810811
ALS05,0,0.576923076923077,0.653846153846154,10.3846153846154,0,5.34615384615385,5.96153846153846,104.346153846154
ALS09,0,0.205882352941176,0.294117647058824,4.82352941176471,0,4.38235294117647,5.35294117647059,69.8823529411765
ALS04,0,0.53125,0.5625,8.34375,0,5.875,6.9375,120.78125
ALS10,0,0.8,0.8,8.77142857142857,0,8.02857142857143,8.05714285714286,97.6571428571429
ALS02,0,0.424242424242424,0.454545454545455,6.90909090909091,0,4.21212121212121,5,120.757575757576
CVL03,0,0.642857142857143,0.642857142857143,5.71428571428571,0,8.42857142857143,8.96428571428571,72.1071428571429
CVL04,0,0.413793103448276,0.482758620689655,7.79310344827586,0,4.10344827586207,4.68965517241379,105.862068965517
