ID,DISC_RefExprPronounsPerNoun,DISC_RefExprPronounsPerSen,DISC_RefExprPronounsPerWord,DISC_RefExprPerPronounsPerSen,DISC_RefExprPerProPerWord,DISC_RefExprPossProPerSen,DISC_RefExprPossProPerWord,DISC_RefExprDefArtPerSen,DISC_RefExprDefArtPerWord,DISC_RefExprProperNounsPerNoun
POF01,0.127450980392157,0.619047619047619,0.0273684210526316,0.619047619047619,0.0273684210526316,0,0,0,0,0.107843137254902
POF05,0.0481927710843374,0.166666666666667,0.0085470085470085,0.166666666666667,0.0085470085470085,0,0,0,0,0.192771084337349
POF02,0.0897435897435897,0.241379310344828,0.015695067264574,0.241379310344828,0.015695067264574,0,0,0,0,0.0384615384615385
POF03,0.144144144144144,0.516129032258065,0.0248062015503876,0.516129032258065,0.0248062015503876,0,0,0,0,0.0990990990990991
POF04,0.158878504672897,0.53125,0.0292598967297762,0.53125,0.0292598967297762,0,0,0,0,0.121495327102804
UPS04,0.0561797752808989,0.147058823529412,0.0106382978723404,0.147058823529412,0.0106382978723404,0,0,0,0,0.0674157303370787
UPS11,0.17948717948718,0.4,0.0309050772626932,0.4,0.0309050772626932,0,0,0,0,0.153846153846154
UPS15,0.128712871287129,0.433333333333333,0.0254901960784314,0.433333333333333,0.0254901960784314,0,0,0,0,0.0792079207920792
UPS06,0.150537634408602,0.411764705882353,0.0289855072463768,0.411764705882353,0.0289855072463768,0,0,0,0,0.0860215053763441
UPS05,0.157894736842105,0.483870967741936,0.0298210735586481,0.483870967741936,0.0298210735586481,0,0,0,0,0.0105263157894737
UPS08,0.252747252747253,0.676470588235294,0.0393162393162393,0.676470588235294,0.0393162393162393,0,0,0,0,0.043956043956044
UPS12,0.0973451327433628,0.34375,0.0210727969348659,0.34375,0.0210727969348659,0,0,0,0,0.0176991150442478
UPS07,0.109756097560976,0.321428571428571,0.0197802197802198,0.321428571428571,0.0197802197802198,0,0,0,0,0.121951219512195
UPS03,0.0666666666666667,0.259259259259259,0.0150214592274678,0.259259259259259,0.0150214592274678,0,0,0,0,0.0380952380952381
UPS01,0.0673076923076923,0.269230769230769,0.0137524557956778,0.269230769230769,0.0137524557956778,0,0,0,0,0.0384615384615385
UPS02,0.113636363636364,0.416666666666667,0.021505376344086,0.416666666666667,0.021505376344086,0,0,0,0,0.0568181818181818
UPS09,0.06,0.162162162162162,0.0120724346076459,0.162162162162162,0.0120724346076459,0,0,0,0,0.11
